id;amount_answer_tokens;confidence_per_choice;finish_reason
('easy', 200);2;[9.357622968840175e-14, 1.0, 1.2015425731771786e-13, 3.2661313427874473e-13];stop
('easy', 201);2;[1.0, 1.2171738729024408e-18, 2.576757109154981e-18, 1.282891823608785e-19];stop
('easy', 202);2;[1.0, 4.814016052463533e-18, 3.1391327920480296e-17, 1.4828213355760042e-17];stop
('easy', 203);2;[1.0, 1.9039802832864523e-17, 1.8064461965456932e-16, 1.5628821893349888e-18];stop
('easy', 204);2;[2.6283637069436874e-16, 1.0, 1.713908431542013e-15, 1.5941831731372974e-16];stop
('easy', 205);2;[1.0, 6.181318967705965e-18, 1.334793228597603e-15, 7.382532721164985e-19];stop
('easy', 206);2;[7.530388099325974e-17, 1.0, 3.374885804015305e-16, 1.8064461965456932e-16];stop
('easy', 207);2;[1.8064461965456932e-16, 1.6802567025824347e-17, 1.626111044617819e-14, 1.0];stop
('easy', 208);2;[5.9821282237671354e-15, 2.9783262686202286e-16, 2.0879679116459336e-14, 1.0];stop
('easy', 209);2;[3.374885804015305e-16, 2.6810038677818034e-14, 6.305116760146989e-16, 1.0];stop
('easy', 210);2;[4.658886145103398e-15, 1.0, 3.628344178047045e-15, 5.564246011263937e-16];stop
('easy', 211);2;[1.0, 8.993766029028821e-18, 1.4828213355760042e-17, 4.4777324417183015e-19];stop
('easy', 212);2;[1.0, 1.1321480606858558e-19, 5.073935589580236e-19, 8.817177962149169e-20];stop
('easy', 213);2;[1.039538011670222e-15, 2.0469717131642043e-16, 1.0, 7.144633303166281e-16];stop
('easy', 214);2;[1.4068617124461467e-16, 2.6283637069436874e-16, 1.1548224173015786e-17, 1.0];stop
('easy', 215);2;[1.0, 1.1548224173015786e-17, 1.0956650033262367e-16, 1.86659658923467e-19];stop
('easy', 216);2;[1.0, 5.454994842887922e-18, 3.749159471376913e-18, 7.382532721164985e-19];stop
('easy', 217);2;[1.0, 2.576757109154981e-18, 7.93697066318849e-18, 3.951585010418958e-19];stop
('easy', 218);2;[0.022964584778111374, 0.9764790142734738, 0.0005400753972643921, 1.630886384815383e-05];stop
('easy', 219);2;[4.0307262913476244e-17, 1.0, 1.2415511035985842e-16, 8.533047625744066e-17];stop
('easy', 220);2;[1.4068617124461467e-16, 4.0307262913476244e-17, 5.864672148586656e-17, 1.0];stop
('easy', 221);2;[5.2792096283383845e-15, 9.862862046580453e-15, 1.0, 1.5125188821494485e-15];stop
('easy', 222);2;[1.5941831731372974e-16, 5.9821282237671354e-15, 1.0, 1.626111044617819e-14];stop
('easy', 223);2;[1.8064461965456932e-16, 1.0, 7.681204685202095e-15, 7.530388099325974e-17];stop
('easy', 224);2;[1.0, 5.175555005801869e-17, 1.0815941557285693e-11, 1.0956650033262367e-16];stop
('easy', 225);2;[7.582560427911907e-10, 1.0, 3.0988191387218256e-12, 1.626111044617819e-14];stop
('easy', 226);2;[2.770274965784119e-17, 1.0, 6.305116760146989e-16, 3.374885804015305e-16];stop
('easy', 227);2;[5.175555005801869e-17, 2.9783262686202286e-16, 1.0, 2.0879679116459336e-14];stop
('easy', 228);2;[1.0, 1.9039802832864523e-17, 4.5674112617763464e-17, 1.7709775351706372e-18];stop
('easy', 229);2;[2.3195228302435696e-16, 1.2664165549094176e-14, 1.0, 4.1937956583795446e-13];stop
('easy', 230);2;[1.334793228597603e-15, 1.8064461965456932e-16, 1.0, 2.543665647376923e-13];stop
('easy', 231);2;[2.1574923126757813e-17, 9.669209717057444e-17, 1.0, 1.2664165549094176e-14];stop
('easy', 232);2;[1.0, 1.7482341282710566e-13, 3.581747930283181e-10, 2.061153622438558e-09];stop
('easy', 233);2;[1.1399918530443554e-12, 1.0, 4.1937956583795446e-13, 4.1937956583795446e-13];stop
('easy', 234);2;[2.493722053335376e-15, 1.713908431542013e-15, 1.0, 2.3659776091347615e-14];stop
('easy', 235);2;[1.2664165549094176e-14, 5.175555005801869e-17, 2.770274965784119e-17, 1.0];stop
('easy', 236);2;[1.0, 2.770274965784119e-17, 5.175555005801869e-17, 1.3792386911927588e-18];stop
('easy', 237);2;[1.713908431542013e-15, 1.0, 6.305116760146989e-16, 1.2664165549094176e-14];stop
('easy', 238);2;[1.0, 2.919848332167914e-18, 4.814016052463533e-18, 8.817177962149169e-20];stop
('easy', 239);2;[1.2015425731771786e-13, 9.357622968840175e-14, 1.0, 2.543665647376923e-13];stop
('easy', 240);2;[1.6802567025824347e-17, 1.8064461965456932e-16, 1.0, 2.444759076612131e-17];stop
('easy', 241);2;[1.5941831731372974e-16, 2.289734845645553e-11, 3.8242466280971355e-16, 1.0];stop
('easy', 242);2;[1.0, 2.0067804543947087e-18, 1.3085852357321768e-17, 2.396757463279964e-19];stop
('easy', 243);2;[6.778639342809131e-15, 2.493722053335376e-15, 5.675685232632723e-14, 1.0];stop
('easy', 244);2;[1.8064461965456932e-16, 7.144633303166281e-16, 4.3334391507742955e-16, 1.0];stop
('easy', 245);2;[1.3085852357321768e-17, 4.420228103641173e-14, 5.675685232632723e-14, 1.0];stop
('easy', 246);2;[9.669209717057444e-17, 6.64554417291507e-17, 1.0, 2.0469717131642043e-16];stop
('easy', 247);2;[8.533047625744066e-17, 1.4068617124461467e-16, 2.444759076612131e-17, 1.0];stop
('easy', 248);2;[1.0, 5.675685232632723e-14, 3.442477108469977e-14, 6.560200168153779e-12];stop
