correct_answer_idx;model_guessed_its_correct;id;yes_no_probabilities;answer_token_len;reasoning_token_len;frequency_of_answer;is_correct;iter
1;False;(0, 0);[0, 1.0];481;388;1.0;True;0
1;False;(0, 0);[0, 1.0];1157;1166;1.0;True;1
1;False;(0, 0);[0, 1.0];905;727;1.0;True;2
1;False;(0, 0);[4.752193062771153e-13, 1.0];714;695;1.0;True;3
1;False;(0, 0);[0, 1.0];516;460;1.0;True;4
1;False;(0, 0);[0, 1.0];627;762;1.0;True;5
1;False;(0, 0);[3.701011678592672e-13, 1.0];440;355;1.0;True;6
1;False;(0, 0);[0, 1.0];648;586;1.0;True;7
1;False;(0, 0);[0, 1.0];850;734;1.0;True;8
1;False;(0, 0);[0, 1.0];502;1070;1.0;True;9
1;True;(0, 1);[1.0, 4.277787868968998e-11];577;646;1.0;True;0
1;True;(0, 1);[1.0, 1.026187963170189e-10];893;644;1.0;True;1
1;True;(0, 1);[1.0, 9.056076989672867e-11];698;535;1.0;True;2
1;True;(0, 1);[1.0, 1.493094676197164e-10];1258;1070;1.0;True;3
1;True;(0, 1);[1.0, 2.289734845645553e-11];667;589;1.0;True;4
1;True;(0, 1);[1.0, 1.026187963170189e-10];686;653;1.0;True;5
1;True;(0, 1);[1.0, 3.331544542166412e-11];674;546;1.0;True;6
1;True;(0, 1);[1.0, 1.026187963170189e-10];964;1179;1.0;True;7
1;True;(0, 1);[1.0, 7.05287985111216e-11];517;397;1.0;True;8
1;True;(0, 1);[1.0, 7.991959892953932e-11];578;421;1.0;True;9
1;False;(0, 2);[0, 1.0];802;622;1.0;True;0
1;False;(0, 2);[0, 1.0];678;755;1.0;True;1
1;False;(0, 2);[0, 1.0];703;515;1.0;True;2
1;False;(0, 2);[0, 1.0];869;748;1.0;True;3
1;False;(0, 2);[8.878265478459658e-13, 1.0];951;883;1.0;True;4
1;False;(0, 2);[0, 1.0];693;574;1.0;True;5
1;False;(0, 2);[0, 1.0];713;524;1.0;True;6
1;False;(0, 2);[0, 1.0];749;661;1.0;True;7
1;False;(0, 2);[0, 1.0];738;661;1.0;True;8
1;False;(0, 2);[0, 1.0];615;580;1.0;True;9
1;False;(0, 3);[0, 1.0];988;897;1.0;True;0
1;False;(0, 3);[0, 1.0];675;553;1.0;True;1
1;False;(0, 3);[0, 1.0];669;589;1.0;True;2
1;False;(0, 3);[0, 1.0];829;606;1.0;True;3
1;False;(0, 3);[0, 1.0];701;915;1.0;True;4
1;False;(0, 3);[5.384940217754036e-13, 1.0];864;614;1.0;True;5
1;False;(0, 3);[0, 1.0];870;814;1.0;True;6
1;False;(0, 3);[0, 1.0];804;717;1.0;True;7
1;False;(0, 3);[0, 1.0];692;549;1.0;True;8
1;False;(0, 3);[0, 1.0];675;724;1.0;True;9
1;False;(1, 0);[0, 1.0];512;418;1.0;True;0
1;False;(1, 0);[0, 1.0];594;625;1.0;True;1
1;False;(1, 0);[0, 1.0];296;453;1.0;True;2
1;False;(1, 0);[0, 1.0];757;557;1.0;True;3
1;False;(1, 0);[0, 1.0];310;431;1.0;True;4
1;False;(1, 0);[3.2661313427874473e-13, 1.0];641;625;1.0;True;5
1;False;(1, 0);[0, 1.0];438;589;1.0;True;6
1;False;(1, 0);[0, 1.0];682;1053;1.0;True;7
1;False;(1, 0);[3.701011678592672e-13, 1.0];786;886;1.0;True;8
1;False;(1, 0);[0, 1.0];959;870;1.0;True;9
1;True;(1, 1);[1.0, 2.5946094982764667e-11];359;433;1.0;True;0
1;True;(1, 1);[1.0, 3.775134544279098e-11];391;407;1.0;True;1
1;True;(1, 1);[1.0, 1.026187963170189e-10];758;597;1.0;True;2
1;True;(1, 1);[1.0, 1.2256067444099483e-11];492;533;1.0;True;3
1;True;(1, 1);[1.0, 1.783247290814639e-11];430;484;1.0;True;4
1;True;(1, 1);[1.0, 1.0815941557285693e-11];345;592;1.0;True;5
1;True;(1, 1);[1.0, 5.4927883509546835e-11];991;944;1.0;True;6
1;True;(1, 1);[1.0, 7.991959892953932e-11];1019;1017;1.0;True;7
