id;iter;estimations
(0, 0);0;3.645594734548799e-18
(0, 0);1;1.1116005973078395e-08
(0, 0);2;4.2870360363641817e-11
(0, 0);3;1.836286198031253e-15
(0, 0);4;9.600574003032686e-12
(0, 0);5;1.2203552267677491e-09
(0, 0);6;2.2559788467916665e-12
(0, 0);7;4.29017014528566e-12
(0, 0);8;4.5065501859108015e-08
(0, 0);9;5.3726007824485994e-11
(0, 1);0;2.315038515548892e-14
(0, 1);1;1.5929672900548604e-18
(0, 1);2;2.469393649095634e-15
(0, 1);3;3.597665227390225e-18
(0, 1);4;1.3376483183946852e-14
(0, 1);5;3.795202956365458e-12
(0, 1);6;1.3287942974739212e-20
(0, 1);7;1.0490083433370913e-12
(0, 1);8;4.04732288084157e-07
(0, 1);9;8.473897351861763e-11
(0, 2);0;1.287548588186173e-10
(0, 2);1;1.963056444876048e-18
(0, 2);2;2.3351843767054313e-07
(0, 2);3;2.0472036660401865e-12
(0, 2);4;1.4361123915546238e-21
(0, 2);5;2.0721054545350443e-10
(0, 2);6;2.92949407572485e-20
(0, 2);7;3.4002675862152974e-15
(0, 2);8;1.9376300763941965e-09
(0, 2);9;6.228163114554785e-32
(0, 3);0;4.684604970381435e-16
(0, 3);1;5.691903067787608e-10
(0, 3);2;4.8391723300860355e-25
(0, 3);3;4.729081581851401e-11
(0, 3);4;1.156290845812226e-06
(0, 3);5;9.210178704617205e-30
(0, 3);6;2.6196251638548926e-27
(0, 3);7;1.0394208744372229e-17
(0, 3);8;3.725207192133685e-10
(0, 3);9;5.5065437772950757e-17
(1, 0);0;1.3135687065486249e-45
(1, 0);1;1.473424019790331e-33
(1, 0);2;3.5520861853743076e-21
(1, 0);3;7.764006069669769e-25
(1, 0);4;4.890929621603291e-16
(1, 0);5;1.1209705922109731e-27
(1, 0);6;3.5540428971305707e-22
(1, 0);7;4.6964117004172125e-25
(1, 0);8;2.6484415977337557e-31
(1, 0);9;3.0491013140615363e-19
(1, 1);0;4.3995509790362224e-28
(1, 1);1;3.380877178540402e-24
(1, 1);2;2.4619323482280084e-28
(1, 1);3;1.7501116482658335e-16
(1, 1);4;3.591374994760201e-23
(1, 1);5;3.0918247563428396e-31
(1, 1);6;9.9914084874806e-40
(1, 1);7;1.8881109182436875e-25
(1, 1);8;7.047082304601921e-36
(1, 1);9;6.19145250756889e-18
(1, 2);0;1.3637161018509336e-11
(1, 2);1;1.0302845592326996e-14
(1, 2);2;1.1404457420445705e-15
(1, 2);3;5.680848647057935e-14
