correct_answer_idx;id;model_guessed_its_correct;yes_no_probabilities;answer_token_len;reasoning_token_len;frequency_of_answer;is_correct;iter
0;(0, 0);True;[1.0, 5.905303998944039e-10];248;99;1.0;True;0
0;(0, 0);True;[1.0, 2.7894680928689246e-10];335;226;1.0;True;1
0;(0, 0);True;[1.0, 1.3176514270095466e-10];168;128;1.0;True;2
0;(0, 0);True;[1.0, 4.5990553786523166e-10];313;228;1.0;True;3
0;(0, 0);True;[1.0, 2.172439935079017e-10];131;184;1.0;True;4
0;(0, 0);True;[1.0, 6.224144622907783e-11];192;90;1.0;True;5
0;(0, 0);True;[1.0, 9.237449661970594e-09];566;204;1.0;True;6
0;(0, 0);True;[1.0, 1.3176514270095466e-10];98;136;1.0;True;7
0;(0, 0);True;[1.0, 2.7894680928689246e-10];205;118;1.0;True;8
0;(0, 0);True;[1.0, 4.5990553786523166e-10];210;82;1.0;True;9
0;(0, 1);False;[2.289734845645553e-11, 1.0];884;212;1.0;True;0
0;(0, 1);False;[0, 1.0];723;185;1.0;True;1
0;(0, 1);False;[1.3887943864964021e-11, 1.0];399;89;1.0;True;2
0;(0, 1);False;[0, 1.0];513;302;1.0;True;3
0;(0, 1);False;[0, 1.0];551;183;1.0;True;4
0;(0, 1);False;[2.9400777392844726e-11, 1.0];584;298;1.0;True;5
0;(0, 1);False;[0, 1.0];562;371;1.0;True;6
0;(0, 1);False;[0, 1.0];452;112;1.0;True;7
0;(0, 1);False;[0, 1.0];223;86;1.0;True;8
0;(0, 1);False;[0, 1.0];445;202;1.0;True;9
0;(0, 2);False;[1.783247290814639e-11, 1.0];808;65;1.0;True;0
0;(0, 2);False;[0, 1.0];801;235;1.0;True;1
0;(0, 2);False;[0, 1.0];529;234;1.0;True;2
0;(0, 2);False;[0, 1.0];741;351;1.0;True;3
0;(0, 2);False;[2.9400777392844726e-11, 1.0];697;383;1.0;True;4
0;(0, 2);False;[4.8473687062702556e-11, 1.0];669;204;1.0;True;5
0;(0, 2);False;[0, 1.0];716;256;1.0;True;6
0;(0, 2);False;[1.0815941557285693e-11, 1.0];504;230;1.0;True;7
0;(0, 2);False;[0, 1.0];716;157;1.0;True;8
0;(0, 2);False;[0, 1.0];657;238;1.0;True;9
0;(0, 3);False;[0, 1.0];145;235;1.0;True;0
0;(0, 3);False;[0, 1.0];591;304;1.0;True;1
0;(0, 3);False;[0, 1.0];769;156;1.0;True;2
0;(0, 3);False;[2.9400777392844726e-11, 1.0];572;210;1.0;True;3
0;(0, 3);False;[1.6918979226151304e-10, 1.0];728;276;1.0;True;4
0;(0, 3);False;[0, 1.0];611;251;1.0;True;5
0;(0, 3);False;[0, 1.0];182;182;1.0;True;6
0;(0, 3);False;[0, 1.0];158;184;1.0;True;7
0;(0, 3);False;[0, 1.0];345;143;1.0;True;8
0;(0, 3);False;[0, 1.0];199;153;1.0;True;9
1;(1, 0);False;[0, 1.0];92;73;1.0;True;0
1;(1, 0);False;[1.0815941557285693e-11, 1.0];237;58;1.0;True;1
1;(1, 0);False;[1.783247290814639e-11, 1.0];253;63;1.0;True;2
1;(1, 0);False;[0, 1.0];94;56;1.0;True;3
1;(1, 0);False;[1.0815941557285693e-11, 1.0];218;37;1.0;True;4
1;(1, 0);False;[0, 1.0];82;120;1.0;True;5
1;(1, 0);False;[0, 1.0];399;166;1.0;True;6
1;(1, 0);False;[3.775134544279098e-11, 1.0];75;84;1.0;True;7
1;(1, 0);False;[0, 1.0];154;67;1.0;True;8
1;(1, 0);False;[0, 1.0];93;83;1.0;True;9
1;(1, 1);True;[1.0, 1.026187963170189e-10];310;158;1.0;True;0
1;(1, 1);True;[1.0, 1.6918979226151304e-10];669;91;1.0;True;1
1;(1, 1);True;[1.0, 6.224144622907783e-11];121;60;1.0;True;2
1;(1, 1);True;[1.0, 4.8473687062702556e-11];436;114;1.0;True;3
1;(1, 1);True;[1.0, 1.6918979226151304e-10];531;151;1.0;True;4
1;(1, 1);True;[1.0, 1.6918979226151304e-10];360;95;1.0;True;5
1;(1, 1);True;[1.0, 7.991959892953932e-11];502;172;1.0;True;6
1;(1, 1);True;[1.0, 1.026187963170189e-10];370;49;1.0;True;7
1;(1, 1);True;[1.0, 4.8473687062702556e-11];407;89;1.0;True;8
1;(1, 1);True;[1.0, 2.172439935079017e-10];607;99;1.0;True;9
1;(1, 2);False;[0, 1.0];699;154;1.0;True;0
1;(1, 2);False;[2.289734845645553e-11, 1.0];678;183;1.0;True;1
1;(1, 2);False;[4.8473687062702556e-11, 1.0];926;290;1.0;True;2
1;(1, 2);False;[6.224144622907783e-11, 1.0];637;187;1.0;True;3
1;(1, 2);False;[0, 1.0];516;143;1.0;True;4
1;(1, 2);False;[0, 1.0];612;208;1.0;True;5
1;(1, 2);False;[1.783247290814639e-11, 1.0];646;183;1.0;True;6
1;(1, 2);False;[2.9400777392844726e-11, 1.0];759;167;1.0;True;7
1;(1, 2);False;[1.3887943864964021e-11, 1.0];583;106;1.0;True;8
1;(1, 2);False;[1.3887943864964021e-11, 1.0];555;219;1.0;True;9
1;(1, 3);False;[2.289734845645553e-11, 1.0];524;163;1.0;True;0
1;(1, 3);False;[4.8473687062702556e-11, 1.0];531;203;1.0;True;1
1;(1, 3);False;[0, 1.0];196;61;1.0;True;2
1;(1, 3);False;[2.289734845645553e-11, 1.0];234;58;1.0;True;3
1;(1, 3);False;[2.9400777392844726e-11, 1.0];346;126;1.0;True;4
1;(1, 3);False;[3.775134544279098e-11, 1.0];605;240;1.0;True;5
1;(1, 3);False;[0, 1.0];136;72;1.0;True;6
1;(1, 3);False;[0, 1.0];99;85;1.0;True;7
1;(1, 3);False;[2.9400777392844726e-11, 1.0];495;173;1.0;True;8
1;(1, 3);False;[0, 1.0];536;137;1.0;True;9
1;(2, 0);False;[0, 1.0];730;186;1.0;True;0
1;(2, 0);False;[0, 1.0];660;227;1.0;True;1
1;(2, 0);False;[0, 1.0];933;173;1.0;True;2
1;(2, 0);False;[0, 1.0];683;67;1.0;True;3
1;(2, 0);False;[2.9400777392844726e-11, 1.0];808;214;1.0;True;4
1;(2, 0);False;[0, 1.0];754;206;1.0;True;5
1;(2, 0);False;[0, 1.0];591;193;1.0;True;6
1;(2, 0);False;[0, 1.0];784;188;1.0;True;7
1;(2, 0);False;[3.97896253583724e-12, 1.0];436;77;1.0;True;8
1;(2, 0);False;[1.783247290814639e-11, 1.0];370;137;1.0;True;9
1;(2, 1);True;[1.0, 5.905303998944039e-10];969;138;1.0;True;0
1;(2, 1);True;[1.0, 7.991959892953932e-11];611;84;1.0;True;1
1;(2, 1);True;[1.0, 3.581747930283181e-10];540;109;1.0;True;2
1;(2, 1);True;[1.0, 2.172439935079017e-10];627;328;1.0;True;3
1;(2, 1);True;[1.0, 7.991959892953932e-11];691;55;1.0;True;4
1;(2, 1);True;[1.0, 6.224144622907783e-11];670;146;1.0;True;5
1;(2, 1);True;[1.0, 2.289734845645553e-11];818;87;1.0;True;6
1;(2, 1);True;[1.0, 3.775134544279098e-11];447;114;1.0;True;7
1;(2, 1);True;[1.0, 7.991959892953932e-11];661;79;1.0;True;8
1;(2, 1);True;[1.0, 6.224144622907783e-11];873;129;1.0;True;9
1;(2, 2);False;[0, 1.0];923;145;1.0;True;0
1;(2, 2);False;[0, 1.0];681;124;1.0;True;1
1;(2, 2);False;[2.9400777392844726e-11, 1.0];913;54;1.0;True;2
1;(2, 2);False;[3.775134544279098e-11, 1.0];671;128;1.0;True;3
1;(2, 2);False;[3.775134544279098e-11, 1.0];676;147;1.0;True;4
1;(2, 2);False;[0, 1.0];673;83;1.0;True;5
1;(2, 2);False;[0, 1.0];772;155;1.0;True;6
1;(2, 2);False;[2.9400777392844726e-11, 1.0];505;133;1.0;True;7
1;(2, 2);False;[0, 1.0];544;134;1.0;True;8
1;(2, 2);False;[0, 1.0];866;219;1.0;True;9
1;(2, 3);False;[0, 1.0];778;284;1.0;True;0
1;(2, 3);False;[0, 1.0];653;200;1.0;True;1
1;(2, 3);False;[0, 1.0];758;93;1.0;True;2
1;(2, 3);False;[0, 1.0];599;196;1.0;True;3
1;(2, 3);False;[0, 1.0];836;143;1.0;True;4
1;(2, 3);False;[0, 1.0];620;202;1.0;True;5
1;(2, 3);False;[0, 1.0];680;95;1.0;True;6
1;(2, 3);False;[4.8473687062702556e-11, 1.0];681;100;1.0;True;7
1;(2, 3);False;[0, 1.0];490;125;1.0;True;8
1;(2, 3);False;[0, 1.0];777;170;1.0;True;9
3;(3, 0);False;[0, 1.0];77;147;1.0;True;0
3;(3, 0);False;[0, 1.0];16;57;1.0;True;1
3;(3, 0);False;[0, 1.0];16;80;1.0;True;2
3;(3, 0);False;[4.8473687062702556e-11, 1.0];1024;247;1.0;True;3
3;(3, 0);False;[0, 1.0];62;55;1.0;True;4
3;(3, 0);False;[0, 1.0];22;119;1.0;True;5
3;(3, 0);False;[0, 1.0];1063;193;1.0;True;6
3;(3, 0);False;[0, 1.0];869;239;1.0;True;7
3;(3, 0);False;[0, 1.0];822;169;1.0;True;8
3;(3, 0);False;[0, 1.0];76;164;1.0;True;9
3;(3, 1);False;[1.026187963170189e-10, 1.0];884;236;1.0;True;0
3;(3, 1);False;[7.991959892953932e-11, 1.0];1667;246;1.0;True;1
3;(3, 1);False;[1.6918979226151304e-10, 1.0];680;196;1.0;True;2
3;(3, 1);False;[2.289734845645553e-11, 1.0];1147;203;1.0;True;3
3;(3, 1);False;[2.9400777392844726e-11, 1.0];1263;216;1.0;True;4
3;(3, 1);False;[2.9400777392844726e-11, 1.0];1035;206;1.0;True;5
3;(3, 1);False;[1.026187963170189e-10, 1.0];971;218;1.0;True;6
3;(3, 1);False;[1.026187963170189e-10, 1.0];1394;212;1.0;True;7
3;(3, 1);False;[2.289734845645553e-11, 1.0];610;227;1.0;True;8
3;(3, 1);False;[0, 1.0];1244;168;1.0;True;9
3;(3, 2);False;[2.9400777392844726e-11, 1.0];15;95;1.0;True;0
3;(3, 2);False;[0, 1.0];16;141;1.0;True;1
3;(3, 2);False;[1.0815941557285693e-11, 1.0];664;249;1.0;True;2
3;(3, 2);False;[2.9400777392844726e-11, 1.0];428;165;1.0;True;3
3;(3, 2);False;[0, 1.0];16;134;1.0;True;4
3;(3, 2);False;[0, 1.0];875;269;1.0;True;5
3;(3, 2);False;[2.289734845645553e-11, 1.0];571;272;1.0;True;6
3;(3, 2);False;[0, 1.0];703;269;1.0;True;7
3;(3, 2);False;[0, 1.0];454;96;1.0;True;8
3;(3, 2);False;[2.289734845645553e-11, 1.0];564;168;1.0;True;9
3;(3, 3);True;[1.0, 0];16;187;1.0;True;0
3;(3, 3);True;[1.0, 0];1024;171;1.0;True;1
3;(3, 3);True;[1.0, 0];87;61;1.0;True;2
3;(3, 3);True;[1.0, 1.3887943864964021e-11];40;73;1.0;True;3
3;(3, 3);True;[1.0, 3.775134544279098e-11];1082;164;1.0;True;4
3;(3, 3);True;[1.0, 6.224144622907783e-11];1224;171;1.0;True;5
3;(3, 3);True;[1.0, 1.3176514270095466e-10];19;68;1.0;True;6
3;(3, 3);True;[1.0, 0];1150;390;1.0;True;7
3;(3, 3);True;[1.0, 0];105;117;1.0;True;8
3;(3, 3);True;[1.0, 1.783247290814639e-11];34;64;1.0;True;9
1;(4, 0);False;[0, 1.0];269;124;1.0;True;0
1;(4, 0);False;[0, 1.0];86;241;1.0;True;1
1;(4, 0);False;[2.289734845645553e-11, 1.0];413;284;1.0;True;2
1;(4, 0);False;[0, 1.0];73;279;1.0;True;3
1;(4, 0);False;[0, 1.0];78;278;1.0;True;4
1;(4, 0);False;[0, 1.0];75;374;1.0;True;5
1;(4, 0);False;[6.224144622907783e-11, 1.0];458;378;1.0;True;6
1;(4, 0);False;[0, 1.0];114;267;1.0;True;7
1;(4, 0);False;[0, 1.0];89;250;1.0;True;8
1;(4, 0);False;[0, 1.0];83;225;1.0;True;9
1;(4, 1);True;[1.0, 1.3887943864964021e-11];92;210;1.0;True;0
