id;amount_answer_tokens;confidence_per_choice
('easy', 301);2;[0.07847261567794321, 0.8436601258994696, 0.012810299305734648, 0.06505608337679472]
('easy', 302);2;[0.17755552977473962, 0.03284447437438061, 0.5469095344307201, 0.2426896347613278]
('easy', 303);2;[0.17818326420126995, 0.002042271348912287, 0.7047284806564501, 0.11504376196566171]
('easy', 304);2;[0.909740993169642, 0.0028955059039795557, 0.007870801082983507, 0.07949227496605436]
('easy', 305);2;[0.910975932570745, 0.003285492118291904, 0.006138107368174279, 0.07960018750322616]
('easy', 306);2;[0.202604120270429, 0.21567096338179925, 0.17879750858953045, 0.40292640547355935]
('easy', 307);2;[0.13047017748785045, 0.6625822528850533, 0.01711396292519051, 0.18983298810853533]
('easy', 308);2;[0.1266398361356391, 0.0010956492628186917, 0.7287619833526737, 0.1435017344137358]
('easy', 309);2;[0.9034792635170709, 0.0017994900825586515, 0.010684064553494766, 0.08403665719949152]
('easy', 310);2;[0.02507723465347658, 0.0017065272347546617, 0.03219980667530654, 0.9410162003410941]
('easy', 311);2;[0.4381384395776744, 0.008024787355836335, 0.41159297345998014, 0.14224272545342923]
('easy', 312);2;[0.12785840520489292, 0.6911959669891634, 0.016771372956507918, 0.16417344202024273]
('easy', 313);2;[0.9653793646379557, 0.0009975243739543942, 0.00447059408414723, 0.029151928432779757]
('easy', 314);2;[0.044296392216339235, 0.0011441396938417928, 0.007460727991932203, 0.9470985346795799]
('easy', 315);2;[0.1667659343275665, 0.012463960969014495, 0.6196105952949597, 0.20115811455886343]
('easy', 316);2;[0.1838578399124191, 0.5663220163039074, 0.013741393908753962, 0.236078139504852]
('easy', 317);2;[0.39031657040574685, 0.07220130990420626, 0.036305098590700954, 0.5011763969553693]
('easy', 318);2;[0.13557790212653292, 0.7329272361167585, 0.01184666364920202, 0.11964709294862684]
('easy', 319);2;[0.9668483112541726, 0.0016471416648754806, 0.004076714773063286, 0.027427377676222126]
('easy', 320);2;[0.9499165954369693, 0.0018919805072168745, 0.0037626525264215084, 0.0444281895538989]
('easy', 321);2;[0.8719159203228223, 0.0022298698180863315, 0.015002145230276117, 0.1108516662817152]
('easy', 322);2;[0.09787599068688939, 0.0021623628041396443, 0.6793940352296802, 0.22056694984586128]
('easy', 323);2;[0.09555044981661791, 0.8000341808661795, 0.014653139557225735, 0.08976134071543433]
('easy', 324);2;[0.9409063250243801, 0.001653829691351679, 0.004357260889375937, 0.0530823044700318]
('easy', 325);2;[0.09349535874867193, 0.0036252084714224137, 0.7828271244085085, 0.12005041697563335]
('easy', 326);2;[0.03259944527971642, 0.0011154916754760192, 0.013589470599701604, 0.9526954222199373]
('easy', 327);2;[0.12600781234293032, 0.006080540982060909, 0.7251248292750401, 0.14278554060936258]
('easy', 328);2;[0.9466730391141862, 0.0013794761351683651, 0.004814844813371582, 0.047132077251778856]
('easy', 329);2;[0.9206944213637932, 0.0017226744268189083, 0.010887637622743156, 0.06669488217404627]
('easy', 330);2;[0.02019676881664027, 0.00676507015623645, 0.23847694334277422, 0.7345606770712695]
('easy', 331);2;[0.06954284413640048, 0.7958756345402117, 0.01992435843237928, 0.11465676635266715]
('easy', 332);2;[0.16022313456172227, 0.6745645925771652, 0.02381504571679857, 0.14139641997311475]
('easy', 333);2;[0.13980627184526961, 0.0021228466134320862, 0.7557856100582606, 0.10228445350676212]
('easy', 334);2;[0.04450367224470441, 0.000840987660206448, 0.0031246482227134096, 0.9515304759242659]
('easy', 335);2;[0.09183022322273755, 0.0032420026283431808, 0.7223006123567213, 0.18262620576316407]
('easy', 336);2;[0.8804886263984039, 0.005573242110048585, 0.015149642753347813, 0.09878808013220096]
('easy', 337);2;[0.2355345707185078, 0.004181239358291673, 0.5650180288940747, 0.19526501746376365]
('easy', 338);2;[0.041836416781659974, 0.0008156800770747221, 0.005155256824517983, 0.9521923541710413]
('easy', 339);2;[0.1017465650368563, 0.7518110769308272, 0.007370496450339536, 0.13907106547648246]
('easy', 340);2;[0.9372662625818515, 0.002473087609450844, 0.007383275791357583, 0.05287694461596568]
('easy', 341);2;[0.9594151516499748, 0.0007720730199368772, 0.0026118893595017414, 0.03720056137831607]
('easy', 342);2;[0.022859837748382614, 0.0008863720998552316, 0.004228644788349655, 0.9720250209228061]
('easy', 343);2;[0.039352477243647925, 0.0017290275928030624, 0.005494838325961432, 0.9534232837036158]
('easy', 344);2;[0.8849620093098131, 0.0031916715497896245, 0.006152107932583936, 0.10569364587498337]
('easy', 345);2;[0.17652961280396184, 0.616148909196442, 0.007286246434397395, 0.20003425766929517]
('easy', 346);2;[0.02152377162482394, 0.0006105824027585487, 0.0036251946423759476, 0.9742403644599172]
('easy', 347);2;[0.15820983002659997, 0.002328378981397944, 0.7547769083154593, 0.08468362972085927]
('easy', 348);2;[0.22500477525649099, 0.6116263736683443, 0.008724379838870592, 0.15464336971055848]
('easy', 349);2;[0.2992607620076166, 0.040500539987905336, 0.2992607620076166, 0.3609773835983601]
('easy', 350);2;[0.17336378553155032, 0.0039516850149963435, 0.7298887778558609, 0.09279493643505837]
('easy', 351);2;[0.8950167444592543, 0.0018976048376065438, 0.014466599059876913, 0.08861866303342984]
('easy', 352);2;[0.9426978346996654, 0.0013736833750765272, 0.00596700858317908, 0.04996115117773395]
('easy', 353);2;[0.1525274542553018, 0.5323731257795757, 0.011761654340015068, 0.30333706341751765]
('easy', 354);2;[0.17753499968123732, 0.0027812977951874305, 0.024026746602060632, 0.7956566439614569]
('easy', 355);2;[0.0329875314519367, 0.0005855986725608422, 0.0023896081938109648, 0.9640369480719532]
('easy', 356);2;[0.12957410387876891, 0.700470924962577, 0.013657010072120702, 0.1562961850082292]
('easy', 357);2;[0.158740478788942, 0.005604224340269569, 0.5897924290574987, 0.2458620631680023]
('easy', 358);2;[0.5125227177659271, 0.20070676811376606, 0.012435993602638879, 0.2743336257082666]
('easy', 359);2;[0.7252776093131653, 0.006474066526209933, 0.017598337394431438, 0.2506492198899075]
('easy', 360);2;[0.13206216918037325, 0.005120604773660366, 0.6706670340569041, 0.1921493223532995]
('easy', 361);2;[0.031022072355916478, 0.0004288916151151439, 0.003480580055830943, 0.9650682792862717]
('easy', 362);2;[0.27686698881848565, 0.004337453585686667, 0.011790421263756597, 0.7070046450028913]
('easy', 363);2;[0.09452981527309047, 0.001901542293419353, 0.8425350974691962, 0.061033035934571704]
('easy', 364);2;[0.0371102486190454, 0.0012307736263086734, 0.00457287877810701, 0.957085887077074]
('easy', 365);2;[0.9418949736694561, 0.001068914469455947, 0.010141578117859349, 0.046894193292707095]
('easy', 366);2;[0.03944539709538778, 0.0007224674767721569, 0.004157513275160162, 0.9556744117933881]
('easy', 367);2;[0.027511889402506186, 0.0006675560078945668, 0.0019929541087134023, 0.9698274646980685]
('easy', 368);2;[0.9517569755016867, 0.002017904607219174, 0.0044075088792366905, 0.04181727994260235]
('easy', 369);2;[0.0390312579685235, 0.002656110438428508, 0.012671594203581401, 0.9456408633418504]
('easy', 370);2;[0.13363340392404496, 0.09776828686017078, 0.04618246863153352, 0.7224153347764912]
('easy', 371);2;[0.06764659090846181, 0.003474835704749874, 0.8241042220448432, 0.10477308959833394]
('easy', 372);2;[0.06204972184441667, 0.0024823017811744993, 0.7559203841611191, 0.17954682346599]
('easy', 373);2;[0.044450852702214515, 0.001013220535354457, 0.004134572373315936, 0.950401108896111]
('easy', 374);2;[0.9575095423439787, 0.000929448311652466, 0.0044341499013241855, 0.03712667371908718]
('easy', 375);2;[0.03296995821619602, 0.0007999922728925594, 0.0027063389748064512, 0.9635234941324717]
('easy', 376);2;[0.09218803204859266, 0.0017973804833075137, 0.771880918971213, 0.13413279516124993]
('easy', 377);2;[0.9515700890758363, 0.0008952638434085226, 0.0030286385434586606, 0.04450552912134435]
('easy', 378);2;[0.03705763285864384, 0.001349824178205123, 0.005863368956244309, 0.9557288518210423]
('easy', 379);2;[0.039403625561432884, 0.0012276571451451937, 0.004706090839252691, 0.9546623980309573]
