id;amount_answer_tokens;confidence_per_choice;finish_reason
100;162;[1.783247290814639e-11, 6.914400106940203e-13, 2.413362771833214e-12, 1.0];stop
101;229;[3.0988191387218256e-12, 4.1937956583795446e-13, 1.0, 9.862862046580453e-15];stop
102;3424;[1.0, 3.581747930283181e-10, 1.463778514125909e-12, 1.2015425731771786e-13];stop
103;914;[6.914400106940203e-13, 1.8795288165390832e-12, 6.560200168153779e-12, 1.0];stop
104;329;[3.97896253583724e-12, 3.2661313427874473e-13, 1.8795288165390832e-12, 1.0];stop
105;115;[9.357622968840175e-14, 1.0, 1.039538011670222e-15, 9.357622968840175e-14];stop
106;690;[1.0, 6.560200168153779e-12, 8.878265478459658e-13, 2.8823507934443873e-13];stop
107;1102;[1.0, 3.701011678592672e-13, 4.752193062771153e-13, 3.900837610180715e-14];stop
108;197;[1.0, 1.9810087980489796e-13, 5.008774637843506e-14, 8.703945206726412e-15];stop
109;402;[3.97896253583724e-12, 9.357622968840175e-14, 1.0, 2.825757287115611e-15];stop
110;291;[2.413362771833214e-12, 1.2015425731771786e-13, 1.0, 8.703945206726412e-15];stop
111;611;[1.2664165549094176e-14, 1.1779508898282764e-15, 1.0, 9.669209717057444e-17];stop
112;1712;[1.026187963170189e-10, 3.0988191387218256e-12, 1.0, 1.2917800047859961e-12];stop
113;275;[5.384940217754036e-13, 1.0, 5.675685232632723e-14, 1.463778514125909e-12];stop
114;2406;[6.560200168153779e-12, 1.0, 2.6810038677818034e-14, 3.701011678592672e-13];stop
115;1288;[2.413362771833214e-12, 1.0, 3.2661313427874473e-13, 8.25807328555592e-14];stop
116;922;[5.384940217754036e-13, 3.442477108469977e-14, 1.5428112031918877e-13, 1.0];stop
117;858;[8.423463754468647e-12, 1.0, 1.2664165549094176e-14, 2.825757287115611e-15];stop
118;179;[1.783247290814639e-11, 3.2661313427874473e-13, 2.413362771833214e-12, 1.0];stop
119;3552;[5.384940217754036e-13, 4.420228103641173e-14, 8.703945206726412e-15, 1.0];stop
120;285;[5.109089028063325e-12, 1.0, 1.2015425731771786e-13, 4.420228103641173e-14];stop
121;478;[5.109089028063325e-12, 4.1937956583795446e-13, 1.0, 2.413362771833214e-12];stop
122;656;[3.2661313427874473e-13, 7.287724095819692e-14, 5.9821282237671354e-15, 1.0];stop
123;516;[8.095930175212601e-16, 2.3195228302435696e-16, 1.039538011670222e-15, 1.0];stop
124;546;[5.9821282237671354e-15, 9.173890754179198e-16, 4.910429870159115e-16, 1.0];stop
125;863;[4.8473687062702556e-11, 3.0988191387218256e-12, 1.0, 1.9810087980489796e-13];stop
126;2631;[1.3615261080896538e-13, 3.2661313427874473e-13, 3.8242466280971355e-16, 1.0];stop
127;746;[1.0, 1.6918979226151304e-10, 8.878265478459658e-13, 8.878265478459658e-13];stop
128;254;[1.0, 1.463778514125909e-12, 1.7482341282710566e-13, 1.626111044617819e-14];stop
129;86;[1.0, 1.0815941557285693e-11, 1.0603575991523846e-13, 3.442477108469977e-14];stop
130;203;[1.3176514270095466e-10, 6.560200168153779e-12, 1.0, 2.289734845645553e-11];stop
131;295;[9.862862046580453e-15, 4.3334391507742955e-16, 1.0, 1.6802567025824347e-17];stop
132;957;[3.97896253583724e-12, 1.0, 1.9810087980489796e-13, 6.431393941452e-14];stop
133;949;[1.0, 1.1399918530443554e-12, 1.0603575991523846e-13, 3.442477108469977e-14];stop
134;946;[2.9400777392844726e-11, 3.97896253583724e-12, 1.0, 8.878265478459658e-13];stop
135;3280;[2.172439935079017e-10, 7.991959892953932e-11, 1.0, 2.7346982915918745e-12];stop
136;1082;[5.675685232632723e-14, 2.3659776091347615e-14, 4.658886145103398e-15, 1.0];stop
137;1132;[1.3887943864964021e-11, 1.0, 5.384940217754036e-13, 5.789356328730652e-12];stop
138;780;[2.543665647376923e-13, 6.305116760146989e-16, 6.431393941452e-14, 1.0];stop
139;428;[6.914400106940203e-13, 2.2447770550209742e-13, 5.109089028063325e-12, 1.0];stop
140;465;[7.287724095819692e-14, 1.5428112031918877e-13, 5.675685232632723e-14, 1.0];stop
141;213;[1.0, 2.9400777392844726e-11, 3.0988191387218256e-12, 4.1937956583795446e-13];stop
142;482;[1.0, 1.3887943864964021e-11, 6.914400106940203e-13, 7.287724095819692e-14];stop
143;268;[2.543665647376923e-13, 2.543665647376923e-13, 1.0, 9.862862046580453e-15];stop
144;239;[1.0, 8.878265478459658e-13, 1.2015425731771786e-13, 7.144633303166281e-16];stop
145;1429;[1.0, 2.7894680928689246e-10, 3.0988191387218256e-12, 6.101936677605324e-13];stop
146;257;[2.9400777392844726e-11, 8.423463754468647e-12, 1.3887943864964021e-11, 1.0];stop
147;528;[1.0603575991523846e-13, 1.1399918530443554e-12, 2.0879679116459336e-14, 1.0];stop
148;157;[2.289734845645553e-11, 1.463778514125909e-12, 3.2661313427874473e-13, 1.0];stop
149;612;[1.1399918530443554e-12, 1.6586783589142312e-12, 1.0, 1.463778514125909e-12];stop
150;109;[3.581747930283181e-10, 2.289734845645553e-11, 1.0, 1.2917800047859961e-12];stop
151;444;[8.878265478459658e-13, 5.384940217754036e-13, 1.0, 4.1937956583795446e-13];stop
152;593;[1.0, 7.991959892953932e-11, 5.384940217754036e-13, 7.835041785064389e-13];stop
153;333;[1.0, 3.97896253583724e-12, 1.7482341282710566e-13, 1.0603575991523846e-13];stop
154;735;[1.0, 5.109089028063325e-12, 2.2447770550209742e-13, 1.3615261080896538e-13];stop
155;2103;[1.0, 4.5990553786523166e-10, 2.129785170955785e-12, 4.752193062771153e-13];stop
156;404;[5.675685232632723e-14, 1.0, 4.910429870159115e-16, 2.6283637069436874e-16];stop
157;300;[8.703945206726412e-15, 1.334793228597603e-15, 1.0, 5.675685232632723e-14];stop
158;1730;[3.0988191387218256e-12, 7.991959892953932e-11, 1.8795288165390832e-12, 1.0];stop
159;1202;[5.384940217754036e-13, 1.8426252147235624e-14, 5.9821282237671354e-15, 1.0];stop
160;323;[5.4927883509546835e-11, 9.056076989672867e-11, 1.0, 2.2447770550209742e-13];stop
161;3567;[6.101936677605324e-13, 6.224144622907783e-11, 1.0, 7.287724095819692e-14];stop
162;582;[3.0988191387218256e-12, 1.0, 1.9810087980489796e-13, 3.2661313427874473e-13];stop
163;870;[2.9400777392844726e-11, 1.0, 2.2447770550209742e-13, 1.0603575991523846e-13];stop
164;143;[6.560200168153779e-12, 1.0, 5.384940217754036e-13, 1.1399918530443554e-12];stop
165;245;[1.2015425731771786e-13, 1.0, 3.2020024986373665e-15, 4.111452592548034e-15];stop
166;234;[6.914400106940203e-13, 1.0, 4.1937956583795446e-13, 2.0879679116459336e-14];stop
167;191;[6.560200168153779e-12, 1.0, 8.423463754468647e-12, 1.8795288165390832e-12];stop
168;647;[2.9400777392844726e-11, 1.8795288165390832e-12, 8.878265478459658e-13, 1.0];stop
169;320;[5.675685232632723e-14, 3.2020024986373665e-15, 1.0, 1.713908431542013e-15];stop
170;111;[6.560200168153779e-12, 6.914400106940203e-13, 1.0, 7.287724095819692e-14];stop
171;318;[1.0, 1.463778514125909e-12, 9.357622968840175e-14, 1.435037960133826e-14];stop
172;593;[1.8426252147235624e-14, 1.1779508898282764e-15, 1.0, 4.111452592548034e-15];stop
173;3133;[1.2917800047859961e-12, 8.423463754468647e-12, 8.878265478459658e-13, 1.0];stop
174;1558;[1.0, 2.289734845645553e-11, 5.109089028063325e-12, 1.7482341282710566e-13];stop
175;303;[1.0, 1.783247290814639e-11, 1.1399918530443554e-12, 1.7482341282710566e-13];stop
176;1593;[1.626111044617819e-14, 5.9821282237671354e-15, 1.0, 1.9421126879000225e-15];stop
177;169;[2.543665647376923e-13, 1.435037960133826e-14, 9.862862046580453e-15, 1.0];stop
178;310;[8.878265478459658e-13, 2.413362771833214e-12, 4.752193062771153e-13, 1.0];stop
179;365;[3.97896253583724e-12, 8.878265478459658e-13, 1.0, 5.9821282237671354e-15];stop
180;203;[5.2792096283383845e-15, 1.0, 2.825757287115611e-15, 1.1779508898282764e-15];stop
181;118;[4.111452592548034e-15, 1.0, 6.64554417291507e-17, 1.0956650033262367e-16];stop
182;201;[1.463778514125909e-12, 4.1937956583795446e-13, 7.681204685202095e-15, 1.0];stop
183;337;[3.900837610180715e-14, 5.008774637843506e-14, 1.0, 2.2007019879753665e-15];stop
184;395;[1.0, 2.543665647376923e-13, 1.5428112031918877e-13, 1.435037960133826e-14];stop
185;861;[5.384940217754036e-13, 1.435037960133826e-14, 3.628344178047045e-15, 1.0];stop
186;481;[2.6810038677818034e-14, 4.910429870159115e-16, 1.0, 7.681204685202095e-15];stop
187;483;[8.878265478459658e-13, 3.2020024986373665e-15, 1.0, 5.454994842887922e-18];stop
188;294;[1.8795288165390832e-12, 5.384940217754036e-13, 1.0, 1.1779508898282764e-15];stop
189;1670;[1.0, 7.991959892953932e-11, 1.5428112031918877e-13, 4.420228103641173e-14];stop
190;1834;[1.0, 1.0815941557285693e-11, 1.8795288165390832e-12, 5.008774637843506e-14];stop
191;4757;[6.560200168153779e-12, 5.905303998944039e-10, 2.172439935079017e-10, 1.0];stop
192;764;[0.014063626520379485, 0.9859362646794895, 8.640986659566481e-08, 1.8902081570138474e-10];stop
193;599;[4.111452592548034e-15, 2.6283637069436874e-16, 1.0, 6.64554417291507e-17];stop
