correct_answer_idx;id;model_guessed_its_correct;yes_no_probabilities;answer_token_len;reasoning_token_len;frequency_of_answer;is_correct;iter
1;(0, 0);False;[0.0001086232086783368, 0.9973784448895493];490;0;1.0;True;0
1;(0, 0);False;[0.00012274381886068553, 0.9946038233698205];494;0;1.0;True;1
1;(0, 0);False;[9.583039562867438e-05, 0.9970738929514996];480;0;1.0;True;2
1;(0, 0);False;[0.00015760347769221594, 0.994586842638292];405;0;1.0;True;3
1;(0, 0);False;[0.0001086839300661952, 0.9979358690924113];596;0;1.0;True;4
1;(0, 0);False;[0.00017901972466876235, 0.9969901114474967];508;0;1.0;True;5
1;(0, 0);False;[0.00020315058168549922, 0.9984384164423182];539;0;1.0;True;6
1;(0, 0);False;[0.00013947136946182513, 0.9973520011574001];484;0;1.0;True;7
1;(0, 0);False;[8.450375713424832e-05, 0.9962924407950062];449;0;1.0;True;8
1;(0, 0);False;[0.0001232277501084496, 0.998524818655348];414;0;1.0;True;9
1;(0, 1);True;[0.9597208466468725, 0.03283983890763828];547;0;1.0;True;0
1;(0, 1);True;[0.9455600681570696, 0.047076665688374784];642;0;1.0;True;1
1;(0, 1);True;[0.9086375310022146, 0.07458551326046642];375;0;1.0;True;2
1;(0, 1);True;[0.9200774122565061, 0.06665018270681643];497;0;1.0;True;3
1;(0, 1);True;[0.9449010963808825, 0.041516059226921614];636;0;1.0;True;4
1;(0, 1);True;[0.9202957460198503, 0.0755424699801018];462;0;1.0;True;5
1;(0, 1);True;[0.9455812772816207, 0.0470777207516612];503;0;1.0;True;6
1;(0, 1);True;[0.9189814671068878, 0.07543459077676286];379;0;1.0;True;7
1;(0, 1);True;[0.9282391881045747, 0.05236767582084602];490;0;1.0;True;8
1;(0, 1);True;[0.9565506814175416, 0.03273136670459314];452;0;1.0;True;9
1;(0, 2);False;[0.0014968903178721492, 0.995643839628618];593;0;1.0;True;0
1;(0, 2);False;[0.0007070856395748108, 0.9956505757722408];542;0;1.0;True;1
1;(0, 2);False;[0.00029555585582076904, 0.998348464808862];425;0;1.0;True;2
1;(0, 2);False;[0.0002029172596873774, 0.9972915297926175];539;0;1.0;True;3
1;(0, 2);False;[0.0006249373735299236, 0.9971451242577107];607;0;1.0;True;4
1;(0, 2);False;[0.00023005601645691728, 0.9978146731396167];499;0;1.0;True;5
1;(0, 2);False;[0.0013220641418961448, 0.9964453427108404];548;0;1.0;True;6
1;(0, 2);False;[0.0002954456675306723, 0.9979762346889774];384;0;1.0;True;7
1;(0, 2);False;[0.0005512100509676473, 0.9966113157094721];545;0;1.0;True;8
1;(0, 2);False;[0.00017937775425773997, 0.9989834638773406];407;0;1.0;True;9
1;(0, 3);False;[8.462383948834274e-05, 0.9977082205912218];439;0;1.0;True;0
