extracted_number;id;answer_token_len;correct_answer;reasoning_token_len;frequency_of_answer;is_correct;iter
145;0;134;145;0;1.0;True;0
145;0;138;145;0;1.0;True;1
145;0;173;145;0;1.0;True;2
145;0;125;145;0;1.0;True;3
145;0;144;145;0;1.0;True;4
145;0;116;145;0;1.0;True;5
145;0;139;145;0;1.0;True;6
145;0;173;145;0;1.0;True;7
145;0;208;145;0;1.0;True;8
145;0;105;145;0;1.0;True;9
19;1;138;19;0;1.0;True;0
19;1;145;19;0;1.0;True;1
19;1;141;19;0;1.0;True;2
19;1;140;19;0;1.0;True;3
19;1;131;19;0;1.0;True;4
19;1;135;19;0;1.0;True;5
19;1;222;19;0;1.0;True;6
19;1;135;19;0;1.0;True;7
19;1;157;19;0;1.0;True;8
19;1;140;19;0;1.0;True;9
3;2;269;3;0;1.0;True;0
3;2;190;3;0;1.0;True;1
3;2;206;3;0;1.0;True;2
3;2;195;3;0;1.0;True;3
3;2;193;3;0;1.0;True;4
3;2;241;3;0;1.0;True;5
3;2;203;3;0;1.0;True;6
3;2;200;3;0;1.0;True;7
3;2;191;3;0;1.0;True;8
3;2;203;3;0;1.0;True;9
198;3;165;198;0;1.0;True;0
198;3;178;198;0;1.0;True;1
198;3;210;198;0;1.0;True;2
198;3;181;198;0;1.0;True;3
198;3;181;198;0;1.0;True;4
198;3;192;198;0;1.0;True;5
198;3;156;198;0;1.0;True;6
198;3;181;198;0;1.0;True;7
198;3;219;198;0;1.0;True;8
198;3;164;198;0;1.0;True;9
63;4;165;63;0;1.0;True;0
63;4;125;63;0;1.0;True;1
63;4;154;63;0;1.0;True;2
63;4;120;63;0;1.0;True;3
63;4;130;63;0;1.0;True;4
63;4;89;63;0;1.0;True;5
63;4;139;63;0;1.0;True;6
63;4;132;63;0;1.0;True;7
63;4;117;63;0;1.0;True;8
63;4;126;63;0;1.0;True;9
322;5;431;322;0;1.0;True;0
322;5;116;322;0;1.0;True;1
322;5;159;322;0;1.0;True;2
322;5;213;322;0;1.0;True;3
322;5;153;322;0;1.0;True;4
322;5;172;322;0;1.0;True;5
322;5;149;322;0;1.0;True;6
322;5;116;322;0;1.0;True;7
322;5;164;322;0;1.0;True;8
322;5;176;322;0;1.0;True;9
30;6;131;30;0;1.0;True;0
30;6;118;30;0;1.0;True;1
30;6;178;30;0;1.0;True;2
30;6;156;30;0;1.0;True;3
30;6;146;30;0;1.0;True;4
30;6;138;30;0;1.0;True;5
30;6;129;30;0;1.0;True;6
30;6;169;30;0;1.0;True;7
30;6;141;30;0;1.0;True;8
30;6;164;30;0;1.0;True;9
192;7;113;192;0;1.0;True;0
192;7;129;192;0;1.0;True;1
192;7;122;192;0;1.0;True;2
192;7;104;192;0;1.0;True;3
192;7;104;192;0;1.0;True;4
192;7;118;192;0;1.0;True;5
192;7;129;192;0;1.0;True;6
192;7;113;192;0;1.0;True;7
192;7;122;192;0;1.0;True;8
192;7;115;192;0;1.0;True;9
26;8;147;26;0;1.0;True;0
26;8;130;26;0;1.0;True;1
26;8;233;26;0;1.0;True;2
26;8;153;26;0;1.0;True;3
26;8;130;26;0;1.0;True;4
26;8;147;26;0;1.0;True;5
26;8;123;26;0;1.0;True;6
26;8;183;26;0;1.0;True;7
26;8;201;26;0;1.0;True;8
26;8;159;26;0;1.0;True;9
17;9;118;17;0;1.0;True;0
17;9;144;17;0;1.0;True;1
17;9;137;17;0;1.0;True;2
17;9;116;17;0;1.0;True;3
17;9;144;17;0;1.0;True;4
17;9;140;17;0;1.0;True;5
17;9;85;17;0;1.0;True;6
17;9;150;17;0;1.0;True;7
17;9;142;17;0;1.0;True;8
17;9;142;17;0;1.0;True;9
1;10;237;1;0;1.0;True;0
1;10;226;1;0;1.0;True;1
1;10;243;1;0;1.0;True;2
1;10;232;1;0;1.0;True;3
1;10;180;1;0;1.0;True;4
