id;attn_entropy;internal_confidence;internal_confidence_examples;max_prob;mink_entropy;pd_entropy;ppl
('easy', 0);-2.4712505076263747;0.7884843483515049;0.7958105693217223;-14.689622184383374;-96268.16365398254;-235.46773359396974;-13.685106860444025
('easy', 1);-1.5482567995723333;0.8176062528511385;0.8916333053832117;-14.689622184383374;-27775.388348619905;-175.38420146804418;-7.685620995147933
('easy', 2);-1.9057813847357061;0.817120771710401;0.8981351937209254;-14.689622184383374;-17392.744849026258;-197.95816704033345;-9.020819551697535
('easy', 3);-2.499510293887014;0.815542561929526;0.7821762522236391;-14.689622184383374;-201834.43032826637;-183.53705440936386;-12.35679636651987
('easy', 4);-1.4666255741006444;0.9015334872938108;0.9297438263041179;-14.689622184383374;-24047.63112913819;-150.76251796225495;-6.431872145835394
('easy', 5);-1.834877973863633;0.835112138518311;0.9081620062462936;-14.689622184383374;-45564.41879884697;-228.4961405512171;-9.825307014007738
('easy', 6);-1.8525740360470453;0.9353636544271041;0.9337295032831592;-14.689622184383374;-16219.967201835216;-166.61631088131594;-9.50266008792451
('easy', 7);-2.0946982283188467;0.8052087767474039;0.8248113392049617;-14.689622184383374;-63450.61410494413;-185.1765589700613;-11.43334025227331
('easy', 8);-1.744054275300222;0.8043245195974171;0.8546619447104084;-14.689622184383374;-72562.65912552844;-151.6333600479569;-8.724985950488142
('easy', 9);-2.452261359514969;0.7978981010835743;0.8369229799140121;-14.689622184383374;-27635.34295916888;-210.83777217614835;-11.946572038740827
('easy', 10);-2.061053683828271;0.8644407582914335;0.909249945784808;-14.689622184383374;-70193.56902516076;-205.54517886982575;-12.26375939780462
('easy', 11);-1.8826354760770794;0.8107264624176466;0.8649006408612921;-15.942385152878742;-110825.13428067198;-183.65027763485182;-11.206018740572773
('easy', 12);-2.072854158997299;0.8151305193827315;0.8755112127386272;-14.689622184383374;-69371.10857286297;-202.12697315482833;-9.218160716084505
('easy', 13);-2.0664055274726367;0.7683499138822737;0.7808833188348143;-14.689622184383374;-13202.520100078153;-183.71078537284373;-9.660393547670475
('easy', 14);-1.873379849995103;0.8475127725223148;0.9030844717180793;-14.689622184383374;-27577.25534770248;-222.13309633007742;-9.21959364420653
('easy', 15);-1.627070461864976;0.771959151148182;0.8281284420691282;-14.689622184383374;-140493.1490564753;-298.9792081784526;-7.86109235811783
('easy', 16);-1.9245987445564057;0.7822429004830429;0.8360765281480791;-14.689622184383374;-17225.90109915447;-187.42290312667956;-10.723545219349505
('easy', 17);-2.002949225043175;0.8427906588819163;0.9024324507647103;-14.689622184383374;-50166.08598535036;-221.19483855625745;-13.092414366120844
('easy', 18);-1.805355608026465;0.8130667713540094;0.8576465476536368;-14.689622184383374;-19383.89133912128;-214.2038643992866;-9.533172133987907
('easy', 19);-2.0043963830778204;0.8818430934451161;0.9255512353910959;-14.689622184383374;-25765.934780799795;-168.76493971624666;-10.422401667158944
('easy', 20);-1.6619192266598513;0.856862293532029;0.9034649836899755;-14.689622184383374;-15644.32922450112;-189.7313967272831;-9.570707234119583
('easy', 21);-1.3816471765425977;0.7636524147039578;0.7516153292597095;-15.249237972318797;-105340.24431179214;-215.38830918180673;-6.018888312167819
('easy', 22);-1.89034210547019;0.8007740090871882;0.8449899142234705;-14.689622184383374;-88291.63413559343;-202.597878479936;-7.903654841168833
('easy', 23);-1.8640915676878398;0.8510541238012191;0.8990896327970429;-14.689622184383374;-64295.39884824979;-213.879410769188;-9.971974519179923
('easy', 24);-2.081063485849281;0.8342059423019069;0.8789249322304596;-14.689622184383374;-19861.124610915835;-182.39954153439965;-12.595340774312525
('easy', 25);-1.9965433336863627;0.8443798985940791;0.9176269081480427;-14.689622184383374;-109556.7822810808;-216.98632067015828;-8.757086048118977
('easy', 26);-2.462165395013942;0.7922312119260374;0.828148996311673;-14.689622184383374;-92929.66935320743;-238.0779287331553;-13.30052586524729
('easy', 27);-1.8671729230088117;0.8211487645881117;0.8776876321347703;-14.689622184383374;-36450.04156256903;-205.21153824100267;-9.305077307913283
('easy', 28);-1.8744330169543992;0.7961990125216455;0.8637117732815994;-14.689622184383374;-46290.25685538191;-248.05659365332576;-9.344090271708371
('easy', 29);-2.0791012669009024;0.7651951403243553;0.8026062919790002;-14.689622184383374;-33187.67772167186;-228.97378837205656;-10.860622451893574
('easy', 30);-2.387162478498108;0.8295128502335902;0.7820040362848149;-14.689622184383374;-48022.73144038021;-183.79140265053553;-13.812741543485277
('easy', 31);-1.122115217515726;0.7905287407305612;0.8266990555872794;-14.689622184383374;-59554.90412882735;-203.45190237483897;-4.962866430896665
('easy', 32);-1.5313591099711186;0.8151970467142448;0.8855854291135751;-14.689622184383374;-58217.2389742319;-169.81780833342344;-7.042257817168803
('easy', 33);-2.301708290487538;0.8126763290366459;0.8111185658339807;-14.689622184383374;-100254.76706875129;-187.44394291810355;-11.779581720260152
('easy', 34);-1.9863615617570947;0.8271161669499096;0.8720381840290526;-14.689622184383374;-31872.024354239296;-174.74003961436853;-9.39574491461816
('easy', 35);-2.1444099078032917;0.7604847582987044;0.7918244211603878;-14.689622184383374;-21205.84218531697;-246.31039808471928;-9.017796221658099
('easy', 36);-1.9789775167228554;0.8144739446792282;0.84390980045016;-14.689622184383374;-64558.240814955134;-314.64257747466786;-9.168675148539695
('easy', 37);-2.15458093822425;0.7950480480249417;0.8235378843099264;-14.689622184383374;-36779.12837291666;-217.28208339373876;-12.887525198813458
('easy', 38);-1.839759664172378;0.7848229620218808;0.8043764091389756;-14.689622184383374;-68801.20329639455;-193.58183818825643;-10.301724449184473
