correct_answer_idx;id;model_guessed_its_correct;yes_no_probabilities;answer_token_len;reasoning_token_len;frequency_of_answer;is_correct;iter
1;(0, 0);False;[1.0815941557285693e-11, 1.0];468;145;1.0;True;0
1;(0, 0);False;[1.3887943864964021e-11, 1.0];678;211;1.0;True;1
1;(0, 0);False;[2.9400777392844726e-11, 1.0];644;200;1.0;True;2
1;(0, 0);False;[0, 1.0];603;297;1.0;True;3
1;(0, 0);False;[2.289734845645553e-11, 1.0];351;339;1.0;True;4
1;(0, 0);False;[2.9400777392844726e-11, 1.0];539;267;1.0;True;5
1;(0, 0);False;[0, 1.0];188;88;1.0;True;6
1;(0, 0);False;[0, 1.0];384;100;1.0;True;7
1;(0, 0);False;[0, 1.0];488;206;1.0;True;8
1;(0, 0);False;[0, 1.0];471;221;1.0;True;9
1;(0, 1);True;[1.0, 4.8473687062702556e-11];578;108;1.0;True;0
1;(0, 1);True;[1.0, 1.0815941557285693e-11];320;96;1.0;True;1
1;(0, 1);True;[1.0, 2.9400777392844726e-11];505;144;1.0;True;2
1;(0, 1);True;[1.0, 1.783247290814639e-11];470;120;1.0;True;3
1;(0, 1);True;[1.0, 2.289734845645553e-11];348;86;1.0;True;4
1;(0, 1);True;[1.0, 1.026187963170189e-10];595;125;1.0;True;5
1;(0, 1);True;[1.0, 4.8473687062702556e-11];194;122;1.0;True;6
1;(0, 1);True;[1.0, 1.6918979226151304e-10];636;139;1.0;True;7
1;(0, 1);True;[1.0, 1.026187963170189e-10];509;88;1.0;True;8
1;(0, 1);True;[1.0, 0];120;84;1.0;True;9
1;(0, 2);False;[0, 1.0];765;157;1.0;True;0
1;(0, 2);False;[0, 1.0];570;136;1.0;True;1
1;(0, 2);False;[0, 1.0];506;153;1.0;True;2
1;(0, 2);False;[1.783247290814639e-11, 1.0];655;197;1.0;True;3
1;(0, 2);False;[0, 1.0];423;154;1.0;True;4
1;(0, 2);False;[0, 1.0];487;175;1.0;True;5
1;(0, 2);False;[0, 1.0];472;199;1.0;True;6
1;(0, 2);False;[6.560200168153779e-12, 1.0];478;129;1.0;True;7
1;(0, 2);False;[0, 1.0];646;166;1.0;True;8
1;(0, 2);False;[0, 1.0];432;251;1.0;True;9
1;(0, 3);False;[2.289734845645553e-11, 1.0];556;165;1.0;True;0
1;(0, 3);False;[1.3887943864964021e-11, 1.0];413;129;1.0;True;1
1;(0, 3);False;[0, 1.0];317;143;1.0;True;2
1;(0, 3);False;[1.783247290814639e-11, 1.0];411;177;1.0;True;3
1;(0, 3);False;[0, 1.0];522;192;1.0;True;4
1;(0, 3);False;[4.8473687062702556e-11, 1.0];563;169;1.0;True;5
1;(0, 3);False;[3.775134544279098e-11, 1.0];1044;206;1.0;True;6
1;(0, 3);False;[0, 1.0];466;148;1.0;True;7
1;(0, 3);False;[0, 1.0];318;127;1.0;True;8
1;(0, 3);False;[1.0815941557285693e-11, 1.0];460;117;1.0;True;9
2;(1, 0);False;[0, 1.0];12;70;1.0;True;0
2;(1, 0);False;[0, 1.0];66;49;1.0;True;1
2;(1, 0);False;[3.775134544279098e-11, 1.0];352;144;1.0;True;2
2;(1, 0);False;[0, 1.0];108;42;1.0;True;3
2;(1, 0);False;[1.0815941557285693e-11, 1.0];96;46;1.0;True;4
2;(1, 0);False;[1.783247290814639e-11, 1.0];101;65;1.0;True;5
2;(1, 0);False;[0, 1.0];522;301;1.0;True;6
2;(1, 0);False;[3.775134544279098e-11, 1.0];575;177;1.0;True;7
