correct_answer_idx;id;model_guessed_its_correct;yes_no_probabilities;answer_token_len;reasoning_token_len;frequency_of_answer;is_correct;iter
1;(0, 0);False;[3.775134544279098e-11, 1.0];569;216;1.0;True;0
1;(0, 0);False;[1.3176514270095466e-10, 1.0];451;211;1.0;True;1
1;(0, 0);False;[7.991959892953932e-11, 1.0];463;140;1.0;True;2
1;(0, 0);False;[4.8473687062702556e-11, 1.0];421;149;1.0;True;3
1;(0, 0);False;[1.3176514270095466e-10, 1.0];502;125;1.0;True;4
1;(0, 0);False;[0, 1.0];419;153;1.0;True;5
1;(0, 0);False;[4.8473687062702556e-11, 1.0];480;252;1.0;True;6
1;(0, 0);False;[7.991959892953932e-11, 1.0];430;215;1.0;True;7
1;(0, 0);False;[0, 1.0];433;139;1.0;True;8
1;(0, 0);False;[2.289734845645553e-11, 1.0];469;218;1.0;True;9
1;(0, 1);True;[1.0, 0];501;105;1.0;True;0
1;(0, 1);True;[1.0, 0];527;85;1.0;True;1
1;(0, 1);True;[1.0, 1.0815941557285693e-11];497;149;1.0;True;2
1;(0, 1);True;[1.0, 0];590;80;1.0;True;3
1;(0, 1);True;[1.0, 0];507;157;1.0;True;4
1;(0, 1);True;[1.0, 0];479;105;1.0;True;5
1;(0, 1);True;[1.0, 0];587;158;1.0;True;6
1;(0, 1);True;[1.0, 0];539;125;1.0;True;7
1;(0, 1);True;[1.0, 0];381;140;1.0;True;8
1;(0, 1);True;[1.0, 1.783247290814639e-11];419;149;1.0;True;9
1;(0, 2);False;[3.775134544279098e-11, 1.0];442;135;1.0;True;0
1;(0, 2);False;[0, 1.0];560;70;1.0;True;1
1;(0, 2);False;[0, 1.0];371;93;1.0;True;2
1;(0, 2);False;[7.991959892953932e-11, 1.0];497;180;1.0;True;3
1;(0, 2);False;[3.775134544279098e-11, 1.0];627;207;1.0;True;4
1;(0, 2);False;[0, 1.0];416;152;1.0;True;5
1;(0, 2);False;[1.6918979226151304e-10, 1.0];607;132;1.0;True;6
1;(0, 2);False;[0, 1.0];470;126;1.0;True;7
1;(0, 2);False;[4.8473687062702556e-11, 1.0];449;137;1.0;True;8
1;(0, 2);False;[0, 1.0];625;164;1.0;True;9
1;(0, 3);False;[4.8473687062702556e-11, 1.0];448;104;1.0;True;0
1;(0, 3);False;[0, 1.0];423;131;1.0;True;1
1;(0, 3);False;[0, 1.0];788;306;1.0;True;2
1;(0, 3);False;[0, 1.0];430;95;1.0;True;3
1;(0, 3);False;[0, 1.0];380;117;1.0;True;4
1;(0, 3);False;[0, 1.0];856;314;1.0;True;5
1;(0, 3);False;[0, 1.0];636;174;1.0;True;6
1;(0, 3);False;[0, 1.0];510;156;1.0;True;7
1;(0, 3);False;[1.783247290814639e-11, 1.0];538;185;1.0;True;8
1;(0, 3);False;[0, 1.0];591;125;1.0;True;9
2;(1, 0);False;[0, 1.0];1007;693;1.0;True;0
2;(1, 0);False;[0, 1.0];777;477;1.0;True;1
2;(1, 0);False;[0, 1.0];703;1417;1.0;True;2
2;(1, 0);False;[0, 1.0];832;463;1.0;True;3
2;(1, 0);False;[0, 1.0];675;611;1.0;True;4
2;(1, 0);False;[0, 1.0];712;649;1.0;True;5
2;(1, 0);False;[0, 1.0];633;427;1.0;True;6
2;(1, 0);False;[2.9400777392844726e-11, 1.0];717;720;1.0;True;7
2;(1, 0);False;[0, 1.0];885;1051;1.0;True;8
2;(1, 0);False;[1.783247290814639e-11, 1.0];617;528;1.0;True;9
2;(1, 1);False;[0, 1.0];862;667;1.0;True;0
2;(1, 1);False;[0, 1.0];813;723;1.0;True;1
2;(1, 1);False;[0, 1.0];791;864;1.0;True;2
2;(1, 1);False;[0, 1.0];747;582;1.0;True;3
2;(1, 1);False;[0, 1.0];807;636;1.0;True;4
2;(1, 1);False;[0, 1.0];748;705;1.0;True;5
2;(1, 1);False;[0, 1.0];1016;1097;1.0;True;6
2;(1, 1);False;[1.783247290814639e-11, 1.0];926;800;1.0;True;7
2;(1, 1);False;[0, 1.0];854;731;1.0;True;8
2;(1, 1);False;[2.289734845645553e-11, 1.0];711;1355;1.0;True;9
2;(1, 2);True;[1.0, 0];595;577;1.0;True;0
2;(1, 2);True;[1.0, 0];564;533;1.0;True;1
2;(1, 2);True;[1.0, 0];621;528;1.0;True;2
