extracted_number;id;answer_token_len;correct_answer;reasoning_token_len;frequency_of_answer;is_correct;iter
145;0;253;145;0;1.0;True;0
145;0;168;145;0;1.0;True;1
145;0;181;145;0;1.0;True;2
145;0;279;145;0;1.0;True;3
145;0;267;145;0;1.0;True;4
145;0;255;145;0;1.0;True;5
145;0;227;145;0;1.0;True;6
145;0;204;145;0;1.0;True;7
145;0;159;145;0;1.0;True;8
145;0;184;145;0;1.0;True;9
19;1;108;19;0;1.0;True;0
19;1;219;19;0;1.0;True;1
19;1;108;19;0;1.0;True;2
19;1;124;19;0;1.0;True;3
19;1;192;19;0;1.0;True;4
19;1;158;19;0;1.0;True;5
19;1;152;19;0;1.0;True;6
19;1;139;19;0;1.0;True;7
19;1;125;19;0;1.0;True;8
19;1;141;19;0;1.0;True;9
3;2;137;3;0;1.0;True;0
3;2;156;3;0;1.0;True;1
3;2;203;3;0;1.0;True;2
3;2;251;3;0;1.0;True;3
3;2;167;3;0;1.0;True;4
3;2;213;3;0;1.0;True;5
3;2;183;3;0;1.0;True;6
3;2;145;3;0;1.0;True;7
3;2;191;3;0;1.0;True;8
3;2;235;3;0;1.0;True;9
198;3;164;198;0;1.0;True;0
198;3;224;198;0;1.0;True;1
198;3;180;198;0;1.0;True;2
198;3;258;198;0;1.0;True;3
198;3;186;198;0;1.0;True;4
198;3;177;198;0;1.0;True;5
198;3;180;198;0;1.0;True;6
198;3;186;198;0;1.0;True;7
198;3;173;198;0;1.0;True;8
198;3;191;198;0;1.0;True;9
63;4;132;63;0;1.0;True;0
63;4;87;63;0;1.0;True;1
63;4;147;63;0;1.0;True;2
63;4;78;63;0;1.0;True;3
63;4;126;63;0;1.0;True;4
63;4;124;63;0;1.0;True;5
63;4;119;63;0;1.0;True;6
63;4;132;63;0;1.0;True;7
63;4;102;63;0;1.0;True;8
63;4;126;63;0;1.0;True;9
322;5;219;322;0;1.0;True;0
322;5;247;322;0;1.0;True;1
322;5;224;322;0;1.0;True;2
322;5;185;322;0;1.0;True;3
322;5;261;322;0;1.0;True;4
322;5;216;322;0;1.0;True;5
322;5;133;322;0;1.0;True;6
322;5;217;322;0;1.0;True;7
322;5;227;322;0;1.0;True;8
322;5;229;322;0;1.0;True;9
30;6;169;30;0;1.0;True;0
30;6;177;30;0;1.0;True;1
30;6;153;30;0;1.0;True;2
30;6;170;30;0;1.0;True;3
30;6;169;30;0;1.0;True;4
30;6;202;30;0;1.0;True;5
30;6;158;30;0;1.0;True;6
30;6;151;30;0;1.0;True;7
30;6;185;30;0;1.0;True;8
30;6;175;30;0;1.0;True;9
192;7;102;192;0;1.0;True;0
192;7;142;192;0;1.0;True;1
192;7;114;192;0;1.0;True;2
192;7;132;192;0;1.0;True;3
192;7;111;192;0;1.0;True;4
192;7;101;192;0;1.0;True;5
192;7;98;192;0;1.0;True;6
