extracted_number;id;answer_token_len;correct_answer;reasoning_token_len;frequency_of_answer;is_correct;iter
145;0;275;145;0;1.0;True;0
145;0;299;145;0;1.0;True;1
145;0;327;145;0;1.0;True;2
145;0;246;145;0;1.0;True;3
145;0;182;145;0;1.0;True;4
145;0;398;145;0;1.0;True;5
145;0;168;145;0;1.0;True;6
145;0;230;145;0;1.0;True;7
145;0;225;145;0;1.0;True;8
145;0;284;145;0;1.0;True;9
19;1;129;19;0;1.0;True;0
19;1;103;19;0;1.0;True;1
19;1;129;19;0;1.0;True;2
19;1;105;19;0;1.0;True;3
19;1;147;19;0;1.0;True;4
19;1;100;19;0;1.0;True;5
19;1;100;19;0;1.0;True;6
19;1;100;19;0;1.0;True;7
19;1;145;19;0;1.0;True;8
19;1;166;19;0;1.0;True;9
3;2;194;3;0;1.0;True;0
3;2;180;3;0;1.0;True;1
3;2;168;3;0;1.0;True;2
3;2;167;3;0;1.0;True;3
3;2;175;3;0;1.0;True;4
3;2;165;3;0;1.0;True;5
3;2;189;3;0;1.0;True;6
3;2;118;3;0;1.0;True;7
3;2;179;3;0;1.0;True;8
3;2;122;3;0;1.0;True;9
198;3;203;198;0;1.0;True;0
198;3;204;198;0;1.0;True;1
198;3;214;198;0;1.0;True;2
198;3;305;198;0;1.0;True;3
198;3;205;198;0;1.0;True;4
198;3;189;198;0;1.0;True;5
198;3;206;198;0;1.0;True;6
198;3;197;198;0;1.0;True;7
198;3;221;198;0;1.0;True;8
198;3;180;198;0;1.0;True;9
63;4;100;63;0;1.0;True;0
63;4;103;63;0;1.0;True;1
63;4;90;63;0;1.0;True;2
63;4;104;63;0;1.0;True;3
63;4;83;63;0;1.0;True;4
63;4;104;63;0;1.0;True;5
63;4;99;63;0;1.0;True;6
63;4;104;63;0;1.0;True;7
63;4;103;63;0;1.0;True;8
63;4;104;63;0;1.0;True;9
322;5;143;322;0;1.0;True;0
322;5;134;322;0;1.0;True;1
322;5;131;322;0;1.0;True;2
322;5;166;322;0;1.0;True;3
322;5;240;322;0;1.0;True;4
322;5;160;322;0;1.0;True;5
322;5;158;322;0;1.0;True;6
322;5;157;322;0;1.0;True;7
322;5;165;322;0;1.0;True;8
322;5;160;322;0;1.0;True;9
30;6;149;30;0;1.0;True;0
30;6;100;30;0;1.0;True;1
30;6;99;30;0;1.0;True;2
30;6;99;30;0;1.0;True;3
30;6;99;30;0;1.0;True;4
30;6;159;30;0;1.0;True;5
30;6;96;30;0;1.0;True;6
30;6;96;30;0;1.0;True;7
