correct_answer_idx;id;model_guessed_its_correct;yes_no_probabilities;answer_token_len;reasoning_token_len;frequency_of_answer;is_correct;iter
1;(0, 0);False;[0, 0.9992195503359808];132;431;1.0;True;0
1;(0, 0);False;[1.9934899669830976e-06, 0.9993762095027766];95;415;1.0;True;1
1;(0, 0);False;[0, 0.9993776382503627];108;386;1.0;True;2
1;(0, 0);False;[0, 0.9994283607820444];134;492;1.0;True;3
1;(0, 0);False;[0, 0.9994003794098927];67;499;1.0;True;4
1;(0, 0);False;[0, 0.9995104088259088];134;437;1.0;True;5
1;(0, 0);False;[2.1435368767160502e-05, 0.9995322032688598];63;385;1.0;True;6
1;(0, 0);False;[1.4725093348151602e-05, 0.9990425940363276];62;503;1.0;True;7
1;(0, 0);False;[0, 0.9992941834685806];82;556;1.0;True;8
1;(0, 0);False;[0, 0.9989344518331585];56;311;1.0;True;9
1;(0, 1);True;[0.9996874117647255, 1.669647722881524e-05];120;746;1.0;True;0
1;(0, 1);True;[0.999691104969663, 0];100;697;1.0;True;1
1;(0, 1);True;[0.9998004834623841, 4.005731245652152e-05];41;390;1.0;True;2
1;(0, 1);True;[0, 0];200;463;1.0;True;3
1;(0, 1);True;[0.999312516171309, 4.003775799635025e-05];141;428;1.0;True;4
1;(0, 1);True;[0.9997447188878419, 2.4294621131894756e-05];62;368;1.0;True;5
1;(0, 1);True;[0.9997926188503564, 1.8921590236329014e-05];76;654;1.0;True;6
1;(0, 1);True;[0.9993866869743369, 0.00010884200609900536];44;386;1.0;True;7
1;(0, 1);True;[0.999724464070056, 1.669709823742264e-05];74;507;1.0;True;8
1;(0, 1);True;[0.9998557775653183, 1.473707685234926e-05];61;349;1.0;True;9
1;(0, 2);False;[0, 0.9989241028935597];134;514;1.0;True;0
1;(0, 2);False;[0, 0.9984057373391194];51;483;1.0;True;1
1;(0, 2);False;[0, 0.9987018293876629];156;597;1.0;True;2
1;(0, 2);False;[0, 0.9996595350059483];81;502;1.0;True;3
1;(0, 2);False;[0, 0.999474682338606];62;507;1.0;True;4
1;(0, 2);False;[0, 0.8746290164175626];104;526;1.0;True;5
1;(0, 2);False;[0, 0.8131550196040409];316;380;1.0;True;6
