extracted_number;id;correct_answer;answer_token_len;reasoning_token_len;frequency_of_answer;is_correct;iter
145;0;145;144;0;1.0;True;0
145;0;145;96;0;1.0;True;1
145;0;145;100;0;1.0;True;2
145;0;145;99;0;1.0;True;3
145;0;145;97;0;1.0;True;4
145;0;145;89;0;1.0;True;5
145;0;145;83;0;1.0;True;6
145;0;145;91;0;1.0;True;7
145;0;145;90;0;1.0;True;8
145;0;145;90;0;1.0;True;9
19;1;19;80;0;1.0;True;0
19;1;19;70;0;1.0;True;1
19;1;19;70;0;1.0;True;2
19;1;19;109;0;1.0;True;3
19;1;19;64;0;1.0;True;4
19;1;19;94;0;1.0;True;5
19;1;19;97;0;1.0;True;6
19;1;19;106;0;1.0;True;7
19;1;19;98;0;1.0;True;8
19;1;19;30;0;1.0;True;9
3;2;3;180;0;1.0;True;0
3;2;3;86;0;1.0;True;1
3;2;3;93;0;1.0;True;2
3;2;3;43;0;1.0;True;3
3;2;3;103;0;1.0;True;4
3;2;3;123;0;1.0;True;5
3.0;2;3;83;0;1.0;True;6
3;2;3;108;0;1.0;True;7
3;2;3;97;0;1.0;True;8
3;2;3;73;0;1.0;True;9
198;3;198;134;0;1.0;True;0
198;3;198;181;0;1.0;True;1
198;3;198;270;0;1.0;True;2
198;3;198;114;0;1.0;True;3
198;3;198;81;0;1.0;True;4
198;3;198;88;0;1.0;True;5
198;3;198;224;0;1.0;True;6
198;3;198;206;0;1.0;True;7
198;3;198;83;0;1.0;True;8
198;3;198;214;0;1.0;True;9
63.0;4;63;51;0;1.0;True;0
63;4;63;65;0;1.0;True;1
63;4;63;66;0;1.0;True;2
63;4;63;65;0;1.0;True;3
63;4;63;64;0;1.0;True;4
63;4;63;67;0;1.0;True;5
63;4;63;62;0;1.0;True;6
63;4;63;61;0;1.0;True;7
63;4;63;68;0;1.0;True;8
63;4;63;67;0;1.0;True;9
322;5;322;132;0;0.8;True;0
;5;322;235;0;0.0;False;1
322;5;322;144;0;0.8;True;2
322;5;322;91;0;0.8;True;3
322;5;322;108;0;0.8;True;4
;5;322;162;0;0.0;False;5
322;5;322;98;0;0.8;True;6
322;5;322;107;0;0.8;True;7
322;5;322;137;0;0.8;True;8
322;5;322;95;0;0.8;True;9
30;6;30;103;0;1.0;True;0
30;6;30;101;0;1.0;True;1
30;6;30;104;0;1.0;True;2
30;6;30;107;0;1.0;True;3
30;6;30;104;0;1.0;True;4
30;6;30;102;0;1.0;True;5
30;6;30;94;0;1.0;True;6
30;6;30;105;0;1.0;True;7
30;6;30;102;0;1.0;True;8
30;6;30;102;0;1.0;True;9
192;7;192;87;0;1.0;True;0
192;7;192;117;0;1.0;True;1
192;7;192;74;0;1.0;True;2
192;7;192;85;0;1.0;True;3
192;7;192;94;0;1.0;True;4
192;7;192;112;0;1.0;True;5
192;7;192;96;0;1.0;True;6
192;7;192;103;0;1.0;True;7
192;7;192;98;0;1.0;True;8
192;7;192;72;0;1.0;True;9
26;8;26;92;0;1.0;True;0
26;8;26;97;0;1.0;True;1
26;8;26;94;0;1.0;True;2
26;8;26;78;0;1.0;True;3
26;8;26;98;0;1.0;True;4
26;8;26;109;0;1.0;True;5
26;8;26;107;0;1.0;True;6
26;8;26;102;0;1.0;True;7
26;8;26;106;0;1.0;True;8
26;8;26;72;0;1.0;True;9
17;9;17;96;0;1.0;True;0
17;9;17;93;0;1.0;True;1
17;9;17;171;0;1.0;True;2
17;9;17;78;0;1.0;True;3
17;9;17;81;0;1.0;True;4
17;9;17;80;0;1.0;True;5
17;9;17;81;0;1.0;True;6
17;9;17;79;0;1.0;True;7
17;9;17;74;0;1.0;True;8
17;9;17;57;0;1.0;True;9
1;10;1;180;0;1.0;True;0
1;10;1;118;0;1.0;True;1
1;10;1;143;0;1.0;True;2
1;10;1;181;0;1.0;True;3
1;10;1;152;0;1.0;True;4
1;10;1;171;0;1.0;True;5
1;10;1;180;0;1.0;True;6
1;10;1;161;0;1.0;True;7
1;10;1;164;0;1.0;True;8
1;10;1;151;0;1.0;True;9
20;11;20;153;0;1.0;True;0
20;11;20;184;0;1.0;True;1
20;11;20;365;0;1.0;True;2
20;11;20;190;0;1.0;True;3
20;11;20;214;0;1.0;True;4
20;11;20;285;0;1.0;True;5
20;11;20;179;0;1.0;True;6
20;11;20;203;0;1.0;True;7
20;11;20;211;0;1.0;True;8
20;11;20;267;0;1.0;True;9
4;12;4;75;0;1.0;True;0
4;12;4;91;0;1.0;True;1
4;12;4;150;0;1.0;True;2
4;12;4;84;0;1.0;True;3
4;12;4;183;0;1.0;True;4
4;12;4;117;0;1.0;True;5
4;12;4;79;0;1.0;True;6
4;12;4;82;0;1.0;True;7
4;12;4;89;0;1.0;True;8
4;12;4;112;0;1.0;True;9
2;13;2;97;0;1.0;True;0
2;13;2;98;0;1.0;True;1
2;13;2;131;0;1.0;True;2
2;13;2;93;0;1.0;True;3
2;13;2;124;0;1.0;True;4
2;13;2;105;0;1.0;True;5
2;13;2;107;0;1.0;True;6
2;13;2;131;0;1.0;True;7
2;13;2;108;0;1.0;True;8
2;13;2;88;0;1.0;True;9
7;14;7;88;0;1.0;True;0
7;14;7;87;0;1.0;True;1
7;14;7;88;0;1.0;True;2
7;14;7;90;0;1.0;True;3
7;14;7;89;0;1.0;True;4
7;14;7;97;0;1.0;True;5
7;14;7;87;0;1.0;True;6
7;14;7;82;0;1.0;True;7
7;14;7;85;0;1.0;True;8
7;14;7;91;0;1.0;True;9
70;15;70;151;0;1.0;True;0
70;15;70;126;0;1.0;True;1
70;15;70;148;0;1.0;True;2
70;15;70;229;0;1.0;True;3
70;15;70;173;0;1.0;True;4
70;15;70;150;0;1.0;True;5
70;15;70;185;0;1.0;True;6
70;15;70;170;0;1.0;True;7
