id;amount_answer_tokens;confidence_per_choice;finish_reason
('easy', 150);260;[0.07214896349435732, 0.015603311346829511, 0.005392360111043657, 0.9068553642374266];stop
('easy', 151);306;[0.0909106673958074, 0.009287107137073695, 0.009886074086791454, 0.889916181616401];stop
('easy', 152);301;[0.9447930798474463, 0.01575591548000264, 0.01001506922062424, 0.029435925401158705];stop
('easy', 153);409;[0.8854623255424138, 0.03542294692615876, 0.01596637308453911, 0.06314823053612624];stop
('easy', 154);351;[0.6485077086045699, 0.10586597322149534, 0.02150797702003045, 0.2241182670686226];stop
('easy', 155);379;[0.1314402454214864, 0.027985243150379372, 0.7803967507812994, 0.06017772943340516];stop
('easy', 156);454;[0.79335731930383, 0.03274576781992118, 0.07613619126057763, 0.09776080470838078];stop
('easy', 157);738;[0.8179643493260751, 0.09035024449479188, 0.019086976104464363, 0.07259846098989106];stop
('easy', 158);233;[0.5975832329205515, 0.28227833171051175, 0.012997651603681083, 0.10714078264123111];stop
('easy', 159);350;[0.2496385200462319, 0.08232204651468009, 0.1715738784010204, 0.49646550825866087];stop
('easy', 160);220;[0.9856588107123893, 0.008527621224714909, 0.0023680348901960056, 0.0034454704347515433];stop
('easy', 161);390;[0.24337800638583557, 0.07778827378773193, 0.02752041787336642, 0.6513133004350009];stop
('easy', 162);242;[0.39763457869679825, 0.2732899665255227, 0.0381598295537592, 0.2909156550442662];stop
('easy', 163);330;[0.9031635129591588, 0.048619689239344975, 0.010351731657958035, 0.037865052052290224];stop
('easy', 164);524;[0.6661953089492669, 0.08469723897584602, 0.1969269571764564, 0.05218045520623478];stop
('easy', 165);251;[0.4897011985673088, 0.024380785599687413, 0.40597655282014117, 0.07994151834455201];stop
('easy', 166);256;[0.6805764247343498, 0.026388810165124288, 0.19498839869413476, 0.09804632420139875];stop
('easy', 167);213;[0.6236175266159024, 0.24421213231705582, 0.02036183351375074, 0.11180846152413196];stop
('easy', 168);256;[0.36680661354252864, 0.2856692778626915, 0.02381843001506217, 0.3237057002988262];stop
('easy', 169);298;[0.22806975430020193, 0.03552641986683647, 0.03389954665495556, 0.7025042999240776];stop
('easy', 170);239;[0.923330387880171, 0.019464885489154017, 0.01402003107576436, 0.04318473594192378];stop
('easy', 171);326;[0.49291228354722566, 0.05617411789609053, 0.13266552554553598, 0.31824808953047357];stop
('easy', 172);342;[0.9457085596347283, 0.01118344250900519, 0.0075670957181967575, 0.03554090679087695];stop
('easy', 173);313;[0.9597596065929334, 0.011528334912436959, 0.003922318411027446, 0.02478981567000983];stop
('easy', 174);222;[0.8859396302258902, 0.02360949337497322, 0.013038397454839992, 0.0774125485015216];stop
('easy', 175);392;[0.11173632372574321, 0.02781337008068101, 0.008616182159686356, 0.8518341457243369];stop
('easy', 176);209;[0.8174268007485169, 0.03270118785541558, 0.07142596102843254, 0.07844607162973334];stop
('easy', 177);296;[0.37037640899213176, 0.3372315579980652, 0.03783632768227186, 0.25455573501739237];stop
('easy', 178);284;[0.9176842847828376, 0.02562909689094652, 0.013090064950740903, 0.043596562406124716];stop
('easy', 179);375;[0.05338826374869129, 0.020263899270430437, 0.009133654988492421, 0.9172141917588078];stop
('easy', 180);333;[0.11411030788009117, 0.03320799278693547, 0.009514246959182092, 0.8431674412638936];stop
('easy', 181);307;[0.08107049845864422, 0.009989843122253582, 0.009682487961293099, 0.8992571607072515];stop
('easy', 182);338;[0.17976291622156676, 0.013021981974858798, 0.5537087303526973, 0.25350634456982285];stop
('easy', 183);264;[0.09472196358263789, 0.021806234198300776, 0.01242482068055961, 0.8710470343685397];stop
('easy', 184);448;[0.5080551522620544, 0.22544810718912014, 0.02650848867695209, 0.239988260876338];stop
('easy', 185);375;[0.4097874510249224, 0.29058281500703514, 0.04319128472201184, 0.256438434188021];stop
('easy', 186);209;[0.978856573597623, 0.0071314197990226535, 0.002792704119491598, 0.01121929815267066];stop
('easy', 187);204;[0.9878440864466598, 0.006060394413573379, 0.0033208221330553026, 0.002774650748028211];stop
('easy', 188);278;[0.2687245726495735, 0.027884248557540563, 0.01717898718317374, 0.686212215389698];stop
('easy', 189);389;[0.5640641732135816, 0.08786425154030861, 0.13397698444409226, 0.21409461153976622];stop
('easy', 190);239;[0.4050493262404461, 0.2783860758996681, 0.029341676528645323, 0.28722299854902733];stop
('easy', 191);200;[0.40467241498881673, 0.030244909457826825, 0.28695571133044245, 0.27812701224426484];stop
('easy', 192);294;[0.5085888576929867, 0.3606435248048996, 0.02416160987034006, 0.10660602230483313];stop
('easy', 193);201;[0.3060239458679561, 0.046202699825045226, 0.27863797354317676, 0.36913534055309744];stop
('easy', 194);309;[0.23195056932510744, 0.021574763727897458, 0.6711712666523855, 0.07530332463657008];stop
('easy', 195);179;[0.40151274690736966, 0.023370841646804003, 0.4274080942677839, 0.1477082849554939];stop
('easy', 196);346;[0.6469606302674079, 0.051471868370128675, 0.0848627642245083, 0.21670466010578407];stop
('easy', 197);300;[0.16327184447370263, 0.046778161057535045, 0.731733619064368, 0.058216362040423277];stop
('easy', 198);460;[0.059074248312422174, 0.06799404302053255, 0.018300352777454974, 0.8546313089250577];stop
