correct_answer_idx;id;model_guessed_its_correct;yes_no_probabilities;answer_token_len;reasoning_token_len;frequency_of_answer;is_correct;iter
0;(0, 0);True;[0.9999986886995842, 6.47594599989589e-07];295;1183;0.8;True;0
0;(0, 0);True;[0.9999995231630692, 4.139937718785167e-08];220;438;0.8;True;1
0;(0, 0);True;[0.9999980926550052, 7.338201193668986e-07];199;538;0.8;True;2
0;(0, 0);False;[0, 0.9999992847447459];8;743;0.2;False;3
0;(0, 0);True;[0.999997854237364, 6.47593982395546e-07];155;338;0.8;True;4
0;(0, 0);True;[0.9999941587791524, 3.288741062985334e-06];339;494;0.8;True;5
0;(0, 0);True;[0.999998927117538, 5.043471815847051e-07];215;1122;0.8;True;6
0;(0, 0);False;[3.2241867372567335e-08, 0.9999996423722521];205;546;0.2;False;7
0;(0, 0);True;[0.9999947548186582, 2.3823583075050818e-07];93;1064;0.8;True;8
0;(0, 0);True;[0.999995112442896, 2.902306569341241e-06];312;808;0.8;True;9
0;(0, 1);False;[2.335593038799337e-09, 0.9999998807907247];182;1060;1.0;True;0
0;(0, 1);False;[0, 0.9999995231630692];202;1224;1.0;True;1
0;(0, 1);False;[0, 0.9999998807907247];167;440;1.0;True;2
0;(0, 1);False;[4.363462252943702e-09, 0.9999997615814777];188;732;1.0;True;3
0;(0, 1);False;[0, 0.9999996423722521];142;1022;1.0;True;4
0;(0, 1);False;[0, 0.9999991655356624];209;418;1.0;True;5
0;(0, 1);False;[0, 0.9999991655356624];110;1558;1.0;True;6
0;(0, 1);False;[0, 0.9999995231630692];333;514;1.0;True;7
0;(0, 1);False;[0, 0.9999988079084972];304;350;1.0;True;8
0;(0, 1);False;[7.194133030325383e-09, 0.9999992847447459];163;2194;1.0;True;9
0;(0, 2);False;[1.0467401794744658e-08, 0.9999994039539004];332;1188;0.3;True;0
0;(0, 2);True;[0.9999934435319415, 6.144171336422507e-06];142;130;0.7;False;1
0;(0, 2);True;[0.9999979734461775, 1.370956471489639e-06];380;214;0.7;False;2
0;(0, 2);False;[0, 1.0];259;382;0.3;True;3
0;(0, 2);True;[0.9999991655356624, 1.4449788680693535e-07];183;362;0.7;False;4
0;(0, 2);True;[0.9999985694905718, 1.0677029917933763e-06];110;200;0.7;False;5
0;(0, 2);True;[0.9999990463265931, 3.4663241069161144e-07];269;439;0.7;False;6
0;(0, 2);True;[0.9999990463265931, 3.4663241069161144e-07];513;3320;0.7;False;7
0;(0, 2);False;[2.9989608248573072e-09, 0.9999996423722521];136;1014;0.3;True;8
0;(0, 2);True;[0.9999940395710211, 4.785090011545999e-06];634;523;0.7;False;9
0;(0, 3);False;[0, 0.9999984502816872];123;1573;0.9;True;0
0;(0, 3);False;[0, 0.9999996423722521];240;448;0.9;True;1
0;(0, 3);False;[0, 0.9999991655356624];222;678;0.9;True;2
0;(0, 3);False;[8.152005165739432e-09, 0.999998927117538];116;2325;0.9;True;3
0;(0, 3);True;[0.9999948740268748, 3.7266354020539563e-06];283;756;0.1;False;4
0;(0, 3);False;[0, 1.0];197;1341;0.9;True;5
0;(0, 3);False;[0, 0.9999991655356624];152;913;0.9;True;6
0;(0, 3);False;[0, 0.9999994039539004];237;556;0.9;True;7
0;(0, 3);False;[0, 0.999998927117538];242;1061;0.9;True;8
0;(0, 3);False;[0, 0.999998927117538];368;693;0.9;True;9
0;(1, 0);True;[0.9999992847447459, 1.275189375371399e-07];786;454;1.0;True;0
0;(1, 0);True;[0.9999911785905904, 3.9278298325024844e-07];908;378;1.0;True;1
0;(1, 0);True;[0.9999374190384885, 3.7264186145750867e-06];540;394;1.0;True;2
0;(1, 0);True;[0.9999930859092101, 1.3709499342753462e-06];649;613;1.0;True;3
0;(1, 0);True;[0.9999954700677164, 2.3823583075050818e-07];568;554;1.0;True;4
0;(1, 0);True;[0.999984503032491, 1.3709381673681717e-06];635;563;1.0;True;5
0;(1, 0);True;[0.9999834301824576, 2.260292761770375e-06];680;594;1.0;True;6
0;(1, 0);True;[0.9999909401759619, 5.043433337357545e-07];942;704;1.0;True;7
0;(1, 0);True;[0.9999938011552557, 1.994722286556522e-06];647;700;1.0;True;8
0;(1, 0);True;[0.9999986886995842, 3.9278597995802437e-07];832;591;1.0;True;9
0;(1, 1);False;[0, 0.9999994039539004];643;570;1.0;True;0
0;(1, 1);False;[0, 0.9999916554191085];1314;505;1.0;True;1
0;(1, 1);False;[0, 0.9999992847447459];669;757;1.0;True;2
0;(1, 1);False;[0, 0.9999998807907247];629;488;1.0;True;3
0;(1, 1);False;[0, 0.9999991655356624];610;716;1.0;True;4
0;(1, 1);False;[0, 0.9999994039539004];637;543;1.0;True;5
0;(1, 1);False;[0, 0.9999991655356624];898;844;1.0;True;6
0;(1, 1);False;[0, 0.9999966621509202];607;410;1.0;True;7
0;(1, 1);False;[0, 0.9999995231630692];548;611;1.0;True;8
0;(1, 1);False;[0, 0.9999977350285647];489;474;1.0;True;9
0;(1, 2);False;[0, 0.9999935627400018];821;518;1.0;True;0
0;(1, 2);False;[0, 0.9999983310727032];805;1455;1.0;True;1
0;(1, 2);False;[0, 0.9999990463265931];1242;772;1.0;True;2
0;(1, 2);False;[0, 0.9999896288992495];855;833;1.0;True;3
0;(1, 2);False;[0, 0.9999895096921129];698;369;1.0;True;4
0;(1, 2);False;[0, 0.9999986886995842];592;597;1.0;True;5
0;(1, 2);False;[0, 0.9999996423722521];784;758;1.0;True;6
0;(1, 2);False;[0, 0.9999947548186582];705;846;1.0;True;7
0;(1, 2);False;[0, 0.999998927117538];1209;744;1.0;True;8
0;(1, 2);False;[0, 0.9999864103261001];814;682;1.0;True;9
0;(1, 3);False;[0, 0.9999995231630692];565;505;1.0;True;0
0;(1, 3);False;[0, 0.9999969005680498];981;1162;1.0;True;1
0;(1, 3);False;[0, 0.9999935627400018];693;402;1.0;True;2
0;(1, 3);False;[0, 0.9999959469005546];743;765;1.0;True;3
0;(1, 3);False;[0, 0.9999995231630692];707;766;1.0;True;4
0;(1, 3);False;[0, 0.9999829533624089];769;684;1.0;True;5
0;(1, 3);False;[0, 0.999998927117538];787;693;1.0;True;6
0;(1, 3);False;[0, 0.9999917746265009];750;479;1.0;True;7
0;(1, 3);False;[0, 0.9999991655356624];1001;793;1.0;True;8
0;(1, 3);False;[0, 0.9999997615814777];796;464;1.0;True;9
2;(2, 0);False;[0, 0.9999985694905718];290;1142;0.5;True;0
2;(2, 0);;;0;4093;0.0;False;1
2;(2, 0);;;0;4093;0.0;False;2
2;(2, 0);;;11;3169;0.0;False;3
2;(2, 0);;;0;4093;0.0;False;4
2;(2, 0);;;0;4093;0.0;False;5
2;(2, 0);False;[0, 0.9999976158197796];114;3282;0.5;True;6
2;(2, 0);False;[0, 0.9999976158197796];171;2209;0.5;True;7
2;(2, 0);False;[0, 0.9999960661089133];244;3274;0.5;True;8
2;(2, 0);False;[0, 0.9999997615814777];132;3040;0.5;True;9
2;(2, 1);False;[0, 0.9999997615814777];336;3378;0.5;True;0
2;(2, 1);False;[0, 0.9999980926550052];481;2606;0.5;True;1
2;(2, 1);False;[0, 0.9999988079084972];300;3476;0.5;True;2
2;(2, 1);;;0;4093;0.0;False;3
2;(2, 1);False;[0, 0.9999995231630692];41;1569;0.5;True;4
2;(2, 1);;;0;4093;0.0;False;5
2;(2, 1);;;0;4093;0.0;False;6
2;(2, 1);;;0;4093;0.0;False;7
2;(2, 1);;;0;4093;0.0;False;8
2;(2, 1);False;[0, 0.9999984502816872];486;2782;0.5;True;9
2;(2, 2);True;[0.9999964237340748, 2.699568205307921e-07];650;1913;0.5;True;0
2;(2, 2);True;[0.9999903441405488, 1.0676938276644172e-06];524;2532;0.5;True;1
2;(2, 2);True;[0.9999973774024795, 4.450839766446488e-07];459;2880;0.5;True;2
2;(2, 2);True;[0.9999991655356624, 2.6995759288455584e-07];309;1278;0.5;True;3
2;(2, 2);True;[0.9999929667012066, 1.5534897972561758e-06];514;1145;0.5;True;4
2;(2, 2);;;0;4093;0.0;False;5
2;(2, 2);False;[0, 0.9999990463265931];456;3528;0.3;False;6
2;(2, 2);;;0;4093;0.0;False;7
2;(2, 2);False;[0, 0.9999982118638471];531;1638;0.3;False;8
2;(2, 2);False;[0, 0.9999976158197796];422;2989;0.3;False;9
2;(2, 3);False;[0, 0.9999961853172863];322;2852;0.3;True;0
2;(2, 3);False;[0, 0.999995112442896];330;3539;0.3;True;1
2;(2, 3);;;167;3920;0.0;False;2
2;(2, 3);;;70;4017;0.0;False;3
2;(2, 3);;;0;4093;0.0;False;4
