confidence_per_choice;id
[0.004770541639694377, 0.0006456226040000933, 0, 0];('easy', 0)
[0, 1.5273354247910605e-06, 0, 0];('easy', 1)
[0.01780153630382566, 0, 0, 1.4325477063698801e-05];('easy', 2)
[0.00271842285474071, 0, 0, 0];('easy', 3)
[0, 0, 4.274742300866716e-05, 0];('easy', 4)
[0, 0, 2.119714789605637e-06, 0];('easy', 5)
[0, 0, 0, 0];('easy', 6)
[0, 0, 1.2648791406677356e-06, 0];('easy', 7)
[0, 4.586443947148153e-05, 0, 0];('easy', 8)
[0, 0, 0, 0];('easy', 9)
[0, 0, 0, 0];('easy', 10)
[0, 0, 0, 0];('easy', 11)
[0, 8.53162257124209e-06, 0, 0];('easy', 12)
[0.0006069637129385317, 1.8328715963038904e-05, 0, 0];('easy', 13)
[0, 0, 0, 0];('easy', 14)
[0, 0, 0, 0];('easy', 15)
[0.00040208513925588135, 0, 0, 0];('easy', 16)
[0, 0, 0, 0];('easy', 17)
[1.0464428103932172e-06, 8.149704801736792e-07, 0, 0];('easy', 18)
[0, 0, 0, 0];('easy', 19)
[7.744316165899346e-07, 0, 6.834335029041982e-07, 0];('easy', 20)
[4.318213589386274e-06, 0, 0, 0];('easy', 21)
[0.46054757058718626, 4.426398786199626e-05, 0, 0];('easy', 22)
[0, 0, 0, 0.00014880428949884248];('easy', 23)
[3.4913643329265083e-06, 0.08714183414834058, 0, 0];('easy', 24)
[0, 0, 0, 0];('easy', 25)
[8.391273572144998e-06, 0, 0, 0];('easy', 26)
[0, 0, 0, 0.00029576084202210845];('easy', 27)
[2.815330789282235e-06, 0, 0, 0];('easy', 28)
[0, 4.192073293891418e-05, 0, 0];('easy', 29)
[4.181378523437227e-06, 0, 0, 0];('easy', 30)
[1.2543848308820197e-06, 0, 0, 0];('easy', 31)
[0, 0, 5.20853632405273e-06, 0];('easy', 32)
[0.00021474398745753107, 0, 0, 0];('easy', 33)
[1.9608785503695867e-05, 0, 0, 0];('easy', 34)
[0, 1.7186367183767458e-06, 0, 0];('easy', 35)
[0, 2.0147518508452136e-05, 0, 0];('easy', 36)
[0.0001375777725449225, 0, 0, 0];('easy', 37)
[5.0265028115100235e-05, 0, 0, 0.00010641106535470375];('easy', 38)
[8.500059296500115e-05, 0, 0, 8.41619842241104e-06];('easy', 39)
[0, 0, 0, 0.00031498173320530917];('easy', 40)
[0, 3.974840668072812e-06, 0, 0];('easy', 41)
[0, 0, 0, 0];('easy', 42)
[0, 0, 0, 0];('easy', 43)
[3.6074744844563794e-05, 0.004169673572359758, 0, 0];('easy', 44)
[5.324964286122901e-06, 0, 0, 3.696257834443124e-05];('easy', 45)
[0, 0, 0, 6.449572985928494e-07];('easy', 46)
[0, 0, 0, 0];('easy', 47)
[0.0014501020170937242, 0, 8.622621782697897e-06, 0];('easy', 48)
[0, 6.202263038026141e-07, 0, 0];('easy', 49)
[2.0232643684214896e-05, 0, 0, 0];('easy', 50)
[2.3673562066491574e-05, 0, 0, 0];('easy', 51)
[0, 0, 0, 5.379487738722122e-06];('easy', 52)
[4.590160996648629e-06, 0, 0, 0];('easy', 53)
[0, 2.7800856219263484e-06, 2.4292117438381395e-07, 0];('easy', 54)
[2.7436446409577872e-05, 0, 0, 2.3737177179242122e-07];('easy', 55)
[0, 0, 0, 0.00043320194009330987];('easy', 56)
[0, 0, 0, 1.5556521522249985e-05];('easy', 57)
[4.026442005430218e-06, 4.026442005430218e-06, 0, 0];('easy', 58)
[0, 0, 3.3374487879697257e-06, 0];('easy', 59)
[7.570642997242726e-05, 0, 0, 0.00029942473895936376];('easy', 60)
[0, 0, 3.112025316975707e-06, 0];('easy', 61)
[2.5823806659796848e-05, 0, 0, 0];('easy', 62)
[0.00010837611444784689, 1.2815979763188925e-06, 0, 0];('easy', 63)
[0, 1.5145451526244316e-06, 0, 0];('easy', 64)
[0, 0, 0, 0];('easy', 65)
[6.818303732667799e-08, 0, 0, 1.3694916077104782e-06];('easy', 66)
[0, 7.751039938506198e-07, 0, 0];('easy', 67)
[2.8719082845494034e-07, 0, 0, 0];('easy', 68)
[0.0024361244100773337, 0, 0, 0];('easy', 69)
[2.0877553937447436e-06, 0, 0, 0];('easy', 70)
[0, 0, 6.94476466009948e-06, 0];('easy', 71)
[0, 0, 0, 4.1945007051020655e-05];('easy', 72)
[0, 0, 0, 0];('easy', 73)
[7.603165746353573e-07, 0, 0, 0];('easy', 74)
[7.167166551392949e-05, 0, 0, 0];('easy', 75)
[0, 3.6376565974450785e-06, 0, 0];('easy', 76)
[0, 0, 0.00010588497080293894, 0];('easy', 77)
[5.987526076025658e-08, 3.1016152954174055e-05, 0, 0];('easy', 78)
[1.0607088273779296e-05, 0, 0, 0];('easy', 79)
[0, 0, 0, 3.964569782349652e-06];('easy', 80)
[0, 0, 0, 0];('easy', 81)
[0, 0, 0, 5.079830201783747e-05];('easy', 82)
[6.084368847948987e-06, 3.2567279611896174e-06, 0, 0];('easy', 83)
[0, 7.604232196120543e-05, 0, 0];('easy', 84)
[0, 0, 0, 2.1099884720997098e-05];('easy', 85)
[0, 0.00012308293416820335, 0, 0];('easy', 86)
[0, 0, 0, 0.00020539750806753307];('easy', 87)
[0.0004483646449307005, 0, 0, 0];('easy', 88)
[4.381836171970793e-05, 3.8669568493973656e-05, 0, 0];('easy', 89)
[2.2406613919058588e-06, 0, 0, 0];('easy', 90)
[0, 0, 0, 3.619836172137813e-05];('easy', 91)
[0.0002582170191995175, 8.383079239704173e-05, 0, 0];('easy', 92)
[0, 0.00011320012340994187, 0, 8.816034475544238e-05];('easy', 93)
