id;iter;answer_token_len;correct_answer_idx;finish_reasons;frequency_of_answer;is_correct;model_guessed_its_correct;reasoning_token_len;yes_no_probabilities
(0, 0);0;787;1;stop/stop;1.0;False;True;2166;[0.9433575542061172, 0.03545256073573224]
(0, 0);1;1214;1;stop;1.0;False;True;1837;[0.7943829798485283, 0.18145418854564116]
(0, 0);2;662;1;stop;1.0;False;True;2504;[0.9057821599833018, 0.07377252943770417]
(0, 0);3;881;1;stop;1.0;False;True;2705;[0.7527920560776883, 0.21316579135489483]
(0, 0);4;684;1;stop;1.0;False;True;1341;[0.8504139332196851, 0.09499541434204499]
(0, 0);5;782;1;stop;1.0;False;True;1713;[0.8374853154164253, 0.03003246022518699]
(0, 0);6;844;1;stop;1.0;False;True;651;[0.9019403402448529, 0.06185920441036551]
(0, 0);7;535;1;stop;1.0;False;True;2178;[0.919348776413819, 0.016740085088110312]
(0, 0);8;512;1;stop;1.0;False;True;3411;[0.9048411852298265, 0.06762714309041158]
(0, 0);9;648;1;stop;1.0;False;True;2014;[0.7199790871615854, 0.20870898311957423]
(0, 1);0;952;1;stop;1.0;True;True;2507;[0.9821359740783271, 5.2950640045595794e-05]
(0, 1);1;399;1;stop/stop;1.0;True;True;366;[0.9917964001454338, 7.947820333751881e-06]
(0, 1);2;1126;1;stop;1.0;True;True;2654;[0.9858932752544937, 1.6210815965883283e-05]
(0, 1);3;378;1;stop;1.0;True;True;1078;[0.9733440480632931, 2.4788205728379425e-05]
(0, 1);4;941;1;stop;1.0;True;True;815;[0.9916230004048044, 2.8172552738261873e-05]
(0, 1);5;809;1;stop;1.0;True;True;440;[0.9919818245453543, 1.0367849662759795e-05]
(0, 1);6;644;1;stop;1.0;True;True;1378;[0.975710319478658, 1.734702495559921e-05]
(0, 1);7;815;1;stop;1.0;True;True;493;[0.9947841651954226, 5.741845119185171e-06]
(0, 1);8;542;1;stop;1.0;True;True;2195;[0.9912104395721029, 1.5073411965625517e-05]
(0, 1);9;1008;1;stop/stop;1.0;True;True;830;[0.8641241612267306, 0.09396914731177275]
(0, 2);0;769;1;stop;1.0;False;True;1171;[0.89418358319165, 0.0612075526475063]
(0, 2);1;667;1;stop;1.0;False;True;1923;[0.8857391678849341, 0.05110506292485037]
(0, 2);2;777;1;stop;1.0;False;True;1689;[0.9164036744589575, 0.06742945132338736]
(0, 2);3;813;1;stop;1.0;False;True;2372;[0.9649112015766302, 0.023781575036139778]
(0, 2);4;958;1;stop;1.0;False;True;2653;[0.8902215038700074, 0.06837889208280919]
(0, 2);5;739;1;stop;1.0;False;True;2664;[0.927612132889643, 0.04802281020635077]
(0, 2);6;722;1;stop;1.0;False;True;2695;[0.8793198852016808, 0.09340652663720336]
(0, 2);7;825;1;stop;1.0;False;True;1608;[0.9169222445542294, 0.0503339048652371]
(0, 2);8;770;1;stop;1.0;False;True;1831;[0.9037974745616872, 0.05240222190126805]
(0, 2);9;724;1;stop;1.0;False;True;1009;[0.7753524600874564, 0.15193228082415047]
(0, 3);0;793;1;stop;1.0;False;True;620;[0.912106807537455, 0.06633140257355097]
(0, 3);1;619;1;stop;1.0;False;True;1755;[0.926422861775337, 0.03270672388919231]
(0, 3);2;492;1;stop;1.0;False;True;1274;[0.7558760499971319, 0.09761218948693907]
(0, 3);3;1056;1;stop;1.0;False;True;1410;[0.8906988521996955, 0.0665701578427047]
