id;amount_answer_tokens;confidence_per_choice;finish_reason
50;348;[0.34221741854055504, 0.03388411301117044, 0.6006102383033718, 0.023288187593919128];stop
51;386;[0.2898867935980052, 0.5948090444033312, 0.08569037251092675, 0.029613800324652464];stop
52;524;[0.44409620896989344, 0.0564604902891105, 0.13127457297558184, 0.3681686885095696];stop
53;265;[0.32526670009225084, 0.25331796073889673, 0.32526670009225084, 0.09614865289432993];stop
54;255;[0.6080299635906965, 0.022147488484735568, 0.06408588285302162, 0.30573664782259885];stop
55;401;[0.8082265890920198, 0.036638239169651574, 0.019007668082807867, 0.1361275727597446];stop
56;383;[0.8885525667160544, 0.05012870705424422, 0.042877355342810425, 0.018441320737762303];stop
57;363;[0.1098135598117749, 0.016840458839136097, 0.8637505544603987, 0.009595404207127806];stop
58;409;[0.12245585601492148, 0.014625266365504104, 0.012906752267032034, 0.850012105439794];stop
59;330;[0.3009167427358358, 0.08621410052688178, 0.050682655095275114, 0.5621864881398972];stop
60;394;[0.32331025323767726, 0.03407665404640465, 0.6231968241720677, 0.01941629219993888];stop
61;312;[0.9766670561500583, 0.013502780683207592, 0.007693652519400164, 0.0021364501446407844];stop
62;504;[0.7418868555736555, 0.05720817486504359, 0.10359062209349404, 0.09731438357960255];stop
63;309;[0.7891118731303998, 0.02309596938338065, 0.16540683680901813, 0.022385381108820643];stop
64;390;[0.5120559929973246, 0.039485518340108036, 0.42450932833356125, 0.023949177487921015];stop
65;273;[0.26743228024350085, 0.5661541079728413, 0.13447339547520643, 0.03194023103981851];stop
66;342;[0.28122704300054635, 0.029641115791579808, 0.6337549433942049, 0.05537689475139939];stop
67;604;[0.0773471475327575, 0.004099248642274059, 0.9132901053866124, 0.0052635394460026075];stop
68;554;[0.015296744929395225, 0.9612793381151203, 0.021237427135391874, 0.00218655567813932];stop
69;280;[0.3274196698145735, 0.03142151162592016, 0.5746394505396498, 0.06651934063406834];stop
70;268;[0.14878347981413473, 0.7323379978495531, 0.09606183449881012, 0.022816685613969715];stop
71;264;[0.6129574166172735, 0.03681095628302018, 0.060691006618627905, 0.2895405991225035];stop
72;311;[0.05150635154170142, 0.8848826603262541, 0.048385739456137326, 0.015225248434075309];stop
73;374;[0.3299660978149344, 0.06103759069575706, 0.06497417708132969, 0.5440221240774014];stop
74;243;[0.27886739282419065, 0.022186550125782585, 0.07050871047949804, 0.6284373520198718];stop
75;306;[0.36362533154808147, 0.09786843029160504, 0.07160207318181319, 0.46690419568890135];stop
76;401;[0.5712403182248242, 0.035394623640986236, 0.04689025794052295, 0.34647474641585246];stop
77;274;[0.29237913739268273, 0.043458279059604886, 0.6386147679908716, 0.02554780430522964];stop
78;537;[0.034790428225264264, 0.9551250156415438, 0.006639867839033419, 0.003444718055735597];stop
79;341;[0.8721177960966193, 0.0672505012677669, 0.030789523076247924, 0.02984222903917581];stop
80;330;[0.9646792895414334, 0.007138806163434424, 0.017125105733882887, 0.01105679928200333];stop
81;356;[0.8487536156352501, 0.07651745115641664, 0.039696730713204245, 0.03503224189713752];stop
82;185;[0.45038278243100316, 0.36189271091371283, 0.10697528101327956, 0.08074917854272616];stop
83;337;[0.10420442338882412, 0.008290452731081041, 0.015012070527951062, 0.8724930458521473];stop
84;242;[0.8957011899664936, 0.033661570623985664, 0.04600991188836491, 0.024627331163399074];stop
85;433;[0.26893621155530745, 0.012191319958627145, 0.03211985002045683, 0.6867526337853662];stop
86;365;[0.6006707061281119, 0.055871078914314885, 0.03183438116456264, 0.31162385714776025];stop
87;259;[0.7573686874363211, 0.07268247465941463, 0.08497442183756922, 0.08497442183756922];stop
88;261;[0.8952143641358234, 0.018007948697923732, 0.03933297614713106, 0.04744462562842339];stop
89;257;[0.9237482789492252, 0.024617057983420135, 0.01691904002738037, 0.03471561607149489];stop
90;271;[0.9372717024931678, 0.013369461804545943, 0.018273887647527284, 0.03108493001598358];stop
91;328;[0.13338222759933593, 0.016435915308684837, 0.8430016230389867, 0.007180319625921072];stop
92;340;[0.9577420676988432, 0.01283375267391367, 0.011325746983265583, 0.018098492146550512];stop
93;292;[0.28736958164063575, 0.589644096279561, 0.09625675266260814, 0.026729534850985795];stop
94;314;[0.5471743949291658, 0.02258458316627172, 0.029919711560921276, 0.40032133908959977];stop
95;406;[0.4328613578735809, 0.08523546019047813, 0.06235959481581311, 0.4195436139716331];stop
96;332;[0.12089253256536904, 0.8133421874962942, 0.05039550528924959, 0.015369757069272095];stop
97;385;[0.6301927109801987, 0.048595248199932994, 0.2796463119960569, 0.04156571847715712];stop
98;353;[0.5797799468597222, 0.033747239776814555, 0.034818492161019905, 0.35165431365698285];stop
99;401;[0.05579300758703178, 0.8727494924006367, 0.05939134742275742, 0.012066086970529565];stop
0;205;[0.36388364441642024, 0.029869392011889925, 0.5814844080888937, 0.024762595720201796];stop
1;480;[0.9237772683298401, 0.02539928662119987, 0.026205546526603122, 0.02461783272525728];stop
2;205;[0.3942027984253863, 0.4754993398671023, 0.09363136599085506, 0.03666656975545352];stop
3;179;[0.6022478439992942, 0.02730088179832131, 0.02730088179832131, 0.3431504572886644];stop
4;322;[0.3710162201811113, 0.080237889536613, 0.04162686871808654, 0.5071190465344341];stop
5;307;[0.9099451724084575, 0.037557926094046575, 0.027477965721227376, 0.025018972498822928];stop
6;182;[0.8701203031445952, 0.043320733856692245, 0.02546694565175384, 0.0610920267367951];stop
7;264;[0.6116905027343235, 0.015554520302832166, 0.2630847991159197, 0.10967007377986776];stop
8;434;[0.07115849039495029, 0.8944059146785067, 0.030604885354905464, 0.0038306505621467173];stop
9;297;[0.16988123130454524, 0.04717431418655324, 0.7379304312092881, 0.04501404505933395];stop
10;378;[0.5737422911762334, 0.02725686415624037, 0.3704358648472977, 0.028564948378929585];stop
11;654;[0.07147648772432037, 0.870761944910647, 0.050684419344226385, 0.007077130667460151];stop
12;238;[0.971283336632412, 0.006343103403023057, 0.008945209561168989, 0.013428350009575724];stop
13;890;[0.35371299356521835, 0.5146493382008039, 0.11483379609765623, 0.016803897132080386];stop
14;372;[0.2569981666077712, 0.008523429913505841, 0.0358849802975811, 0.6985934462371945];stop
15;411;[0.0910396371044136, 0.010538600409673745, 0.8911786940991043, 0.007243067075030912];stop
16;248;[0.09453601333394256, 0.03819600218843751, 0.050601481543616406, 0.816666499910494];stop
17;403;[0.17906055013261934, 0.018872843133598913, 0.04819349326963348, 0.7538730744299768];stop
18;324;[0.23122344825486793, 0.03436829737235432, 0.7122184036310945, 0.022189840554296163];stop
