correct_answer_idx;id;model_guessed_its_correct;yes_no_probabilities;answer_token_len;reasoning_token_len;frequency_of_answer;is_correct;iter
1;(0, 0);False;[0.005178146795297271, 0.9867800121386647];382;0;1.0;True;0
1;(0, 0);False;[0.005870665126704152, 0.9872941577993549];446;0;1.0;True;1
1;(0, 0);False;[0.0011670435676714801, 0.9967238109791399];179;0;1.0;True;2
1;(0, 0);False;[0.0035049175055827386, 0.9718166938153869];481;0;1.0;True;3
1;(0, 0);False;[0.0013148838068302166, 0.9910334983776709];360;0;1.0;True;4
1;(0, 0);False;[0.0024628669140106607, 0.993591397115811];280;0;1.0;True;5
1;(0, 0);False;[0.00042955761195859204, 0.9972490854593871];236;0;1.0;True;6
1;(0, 0);False;[0.0003789733752857628, 0.9969598967235062];191;0;1.0;True;7
1;(0, 0);False;[0.000486209264723982, 0.9961361552690261];255;0;1.0;True;8
1;(0, 0);False;[0.0005506927669345711, 0.9956759838089649];331;0;1.0;True;9
1;(0, 1);True;[0.9842609452442312, 0.01403972633682711];208;0;1.0;True;0
1;(0, 1);True;[0.9845088406870015, 0.014043261564014581];238;0;1.0;True;1
1;(0, 1);True;[0.9868445554379052, 0.010962852995181814];341;0;1.0;True;2
1;(0, 1);True;[0.9656943204305063, 0.0291614450304754];264;0;1.0;True;3
1;(0, 1);True;[0.969435973423787, 0.0258345920772733];249;0;1.0;True;4
1;(0, 1);True;[0.9401657262469272, 0.05304051879270345];271;0;1.0;True;5
1;(0, 1);True;[0.9779127576365192, 0.020295931858598005];322;0;1.0;True;6
1;(0, 1);True;[0.9844739479374964, 0.014042766042935828];221;0;1.0;True;7
1;(0, 1);True;[0.9795588543761212, 0.01583309719064229];313;0;1.0;True;8
1;(0, 1);True;[0.97644775629439, 0.02026552748059448];269;0;1.0;True;9
1;(0, 2);False;[0.001166486654365265, 0.9962481884270905];286;0;1.0;True;0
1;(0, 2);False;[0.008553640343919254, 0.9886661672214527];201;0;1.0;True;1
1;(0, 2);False;[0.006621633816927482, 0.9827376169870486];348;0;1.0;True;2
1;(0, 2);False;[0.0014679427380577571, 0.9763897936339935];250;0;1.0;True;3
1;(0, 2);False;[0.0011668126472789563, 0.996526546609131];221;0;1.0;True;4
1;(0, 2);False;[0.0006227230432403493, 0.9936117574279592];274;0;1.0;True;5
1;(0, 2);False;[0.0021742415623211965, 0.9939431684199845];353;0;1.0;True;6
1;(0, 2);False;[0.0019151316679798178, 0.9920628896726371];275;0;1.0;True;7
1;(0, 2);False;[0.0035815130480310814, 0.9930542147037404];247;0;1.0;True;8
1;(0, 2);False;[0.0016912352745560297, 0.9927303277762561];328;0;1.0;True;9
