confidence_per_choice;id
[0.031104308995847124, 0.5513370032318886, 0.29510943194527983, 0.07461535838605622];('clinical_knowledge', 13)
[0.0023574590859877054, 0.9510670200315254, 0.0014298712146696647, 0.00640823819477605];('clinical_knowledge', 14)
[0.07842086403540345, 0.003904344919197594, 0.8431038061242497, 0.04756465839862798];('clinical_knowledge', 15)
[0.06826115693177334, 0.011862010424523941, 0.06826115693177334, 0.8315911072886142];('clinical_knowledge', 16)
[0.023367922078723062, 0.22170867172753442, 0.6829107455017347, 0.038527190183253866];('clinical_knowledge', 17)
[0.04772759072270771, 0.028948247087538473, 0.8459917500367531, 0.04211945098061483];('clinical_knowledge', 18)
[0.008244663279118292, 0.002362135577964455, 0.9529536518356423, 0.02241132371666614];('clinical_knowledge', 19)
[0.00827932405414546, 0.0011927497181268736, 0.002093340947386653, 0.9569595617896067];('clinical_knowledge', 20)
[0.9611325229183957, 0.003927929601712266, 0.0011253706726197003, 0.008315427032078285];('clinical_knowledge', 21)
[0.2646697677818347, 0.4363666758531744, 0.14166751798869429, 0.1103307870978314];('clinical_knowledge', 22)
[0.00964488208725139, 0.8682044619790898, 0.00964488208725139, 0.04898074112533453];('clinical_knowledge', 23)
[0.014307183263548571, 0.8851542829066565, 0.0024862156553750446, 0.038890965554065106];('clinical_knowledge', 24)
[0.002721871756258751, 0.7546995775450583, 0.1486091625191931, 0.05467025566051681];('clinical_knowledge', 25)
[0.08724991675237281, 0.04121394240325885, 0.18470807521422772, 0.6446944910835246];('clinical_knowledge', 26)
[0.49710800326641774, 0.20722545859158892, 0.05937108791804292, 0.16138734942346045];('clinical_knowledge', 27)
[0.004110630845049835, 0.005278154483664598, 0.8876490072071218, 0.08256422761584259];('clinical_knowledge', 28)
[0.03538744300523483, 0.07491521742996222, 0.4311072850000144, 0.3804508436941671];('clinical_knowledge', 29)
[0.0012205867240355605, 0.7626747060118986, 0.009600658256228118, 0.1928343758923764];('clinical_knowledge', 30)
[0.006128552703002676, 0.004772921644192859, 0.33460771974125936, 0.6251294824715999];('clinical_knowledge', 31)
[0.3009169220962448, 0.031716410246487144, 0.002603441491437907, 0.6370410911061761];('clinical_knowledge', 32)
[0.18565756299375175, 0.03226244300684053, 0.01523970261957253, 0.6480085481826097];('clinical_knowledge', 33)
[0.0007909481087555431, 0.9233210388942867, 0.002288684239545364, 0.0037734023876545893];('clinical_knowledge', 34)
[0.14916137118089787, 0.025920362770528046, 0.01572149098290317, 0.7575039695923332];('clinical_knowledge', 35)
[0.026578405362323337, 0.030117278921299732, 0.8801558665686345, 0.026578405362323337];('clinical_knowledge', 36)
[0.07597209020671863, 0.8167768705606682, 0.021766368271719957, 0.03588667435547708];('clinical_knowledge', 37)
[0.02438027988852564, 0.9148632465542502, 0.001558579148894351, 0.01675630498130683];('clinical_knowledge', 38)
[0.1594559884235125, 0.26289847985435844, 0.2047455419788563, 0.26289847985435844];('clinical_knowledge', 39)
[0.0653926620296721, 0.7966456746379661, 0.04494367552459513, 0.05770882169294691];('clinical_knowledge', 40)
[0.1382270362208986, 0.0838389354691837, 0.024020257175573063, 0.7019747912767127];('clinical_knowledge', 41)
[0.2774100257784894, 0.001133711505244046, 0.6654720571387939, 0.029238805088276552];('clinical_knowledge', 42)
[0.05030077029002098, 0.8916024737409267, 0.01441140853790559, 0.016330265291241774];('clinical_knowledge', 43)
[0.008311538174100934, 0.0014443287646524316, 0.003926092635275406, 0.9606831037032738];('clinical_knowledge', 44)
[0.006629519481564263, 0.010930229783775888, 0.17097760168142787, 0.7662684258916914];('clinical_knowledge', 45)
[0.00831062271371437, 0.0004990916870753194, 0.004448355785625122, 0.9605776057811612];('clinical_knowledge', 46)
[0.9790988969339546, 0.0024269439287948166, 0.0002722954324373938, 0.004534128183885592];('clinical_knowledge', 47)
[0.029352745656538313, 0.16891338870323094, 0.022859941302607815, 0.6680654516695871];('clinical_knowledge', 48)
[0.0025960271502581734, 0.046015682269155554, 0.0007437742313282561, 0.9242497403523717];('clinical_knowledge', 49)
[0.15485219394271338, 0.3278220971492333, 0.2253086127214406, 0.1366565815128736];('clinical_knowledge', 50)
[0.8070863674760417, 0.045532702527046075, 0.007912397274080845, 0.06624969126121652];('clinical_knowledge', 51)
[0.011220667779495874, 0.02375414821216713, 0.2893847671363813, 0.6126275933506231];('clinical_knowledge', 52)
[0.05477502218586516, 0.6672963769767011, 0.0483387874180285, 0.19118361293125058];('clinical_knowledge', 53)
[0.0135875008332514, 0.0781906686552586, 0.01199092739920997, 0.8406289723725492];('clinical_knowledge', 54)
[0.061606345392515686, 0.10157169205873945, 0.6623306711388937, 0.11509580573174065];('clinical_knowledge', 55)
[0.004250293374498234, 0.91780797952684, 0.01904849790373429, 0.024458755458117994];('clinical_knowledge', 56)
