correct_answer_idx;model_guessed_its_correct;id;yes_no_probabilities;answer_token_len;reasoning_token_len;frequency_of_answer;is_correct;iter
0;True;(0, 0);[1.0, 2.413362771833214e-12];515;0;1.0;True;0
0;True;(0, 0);[1.0, 2.289734845645553e-11];492;0;1.0;True;1
0;True;(0, 0);[1.0, 4.363462252943702e-09];612;0;1.0;True;2
0;True;(0, 0);[1.0, 7.582560427911907e-10];472;0;1.0;True;3
0;True;(0, 0);[1.0, 5.602796437537268e-09];559;0;1.0;True;4
0;True;(0, 0);[1.0, 1.8795288165390832e-12];581;0;1.0;True;5
0;True;(0, 0);[1.0, 9.736200313009565e-10];573;0;1.0;True;6
0;True;(0, 0);[1.0, 1.6052280551856116e-09];597;0;1.0;True;7
0;True;(0, 0);[0.9999997615814777, 1.8553913626159784e-07];624;0;1.0;True;8
0;True;(0, 0);[1.0, 9.237449661970594e-09];601;0;1.0;True;9
0;False;(0, 1);[0.017985576664676636, 0.9819793851040569];588;0;1.0;True;0
0;False;(0, 1);[3.059020287707785e-07, 0.9999994039539004];699;0;1.0;True;1
0;False;(0, 1);[1.0676989188374615e-06, 0.9999948740268748];486;0;1.0;True;2
0;False;(0, 1);[4.785080884719811e-06, 0.9999923706636761];607;0;1.0;True;3
0;False;(0, 1);[3.7266389560521204e-06, 0.9999960661089133];418;0;1.0;True;4
0;False;(0, 1);[1.854299939835192e-07, 0.9994116908177392];533;0;1.0;True;5
0;False;(0, 1);[5.042644593014164e-07, 0.9998349223959241];655;0;1.0;True;6
0;False;(0, 1);[1.6701398161308863e-05, 0.9999818805158571];524;0;1.0;True;7
0;False;(0, 1);[1.3176514270095466e-10, 1.0];532;0;1.0;True;8
0;False;(0, 1);[2.5108842139554497e-08, 0.9999535105382235];628;0;1.0;True;9
0;True;(0, 2);[1.0, 4.139937718785167e-08];353;0;1.0;False;0
0;True;(0, 2);[0.9999998807907247, 1.1253517471925912e-07];480;0;1.0;False;1
0;True;(0, 2);[1.0, 9.237449661970594e-09];702;0;1.0;False;2
0;True;(0, 2);[1.0, 6.224144622907783e-11];645;0;1.0;False;3
0;True;(0, 2);[1.0, 5.602796437537268e-09];561;0;1.0;False;4
0;True;(0, 2);[1.0, 7.582560427911907e-10];528;0;1.0;False;5
0;True;(0, 2);[1.0, 3.2241867372567335e-08];395;0;1.0;False;6
0;True;(0, 2);[1.0, 2.646573638909117e-09];416;0;1.0;False;7
0;True;(0, 2);[1.0, 1.0815941557285693e-11];579;0;1.0;False;8
0;True;(0, 2);[1.0, 2.061153622438558e-09];411;0;1.0;False;9
0;True;(0, 3);[0.999876633606226, 0.0001233946226544279];540;0;0.9;False;0
0;False;(0, 3);[6.825590357542018e-08, 0.9999982118638471];762;0;0.1;True;1
0;True;(0, 3);[0.9999896288992495, 1.0129987330277146e-05];685;0;0.9;False;2
0;True;(0, 3);[0.9999998807907247, 1.1253517471925912e-07];555;0;0.9;False;3
0;True;(0, 3);[0.9999995231630692, 5.04347662567888e-07];641;0;0.9;False;4
0;True;(0, 3);[1.0, 5.602796437537268e-09];387;0;0.9;False;5
0;True;(0, 3);[1.0, 9.237449661970594e-09];640;0;0.9;False;6
0;True;(0, 3);[0.9999995231630692, 5.04347662567888e-07];514;0;0.9;False;7
0;True;(0, 3);[0.9999833109787883, 1.670143001672819e-05];552;0;0.9;False;8
0;True;(0, 3);[0.9999997615814777, 1.8553913626159784e-07];501;0;0.9;False;9
0;True;(1, 0);[0.9999938011552557, 4.139914029939298e-08];594;0;1.0;True;0
0;True;(1, 0);[0.9999833109787883, 2.6465282078515498e-09];730;0;1.0;True;1
0;True;(1, 0);[0.9999985694905718, 2.0611496911037635e-09];653;0;1.0;True;2
0;True;(1, 0);[0.9999898673126559, 2.510975209104135e-08];522;0;1.0;True;3
0;True;(1, 0);[0.9999963045256735, 9.23741442396384e-09];571;0;1.0;True;4
0;True;(1, 0);[0.9999545833252356, 9.735754635329857e-10];560;0;1.0;True;5
0;True;(1, 0);[0.9999833109787883, 2.0611182406953487e-09];645;0;1.0;True;6
0;True;(1, 0);[0.999876633606226, 3.3978465363142988e-09];735;0;1.0;True;7
0;True;(1, 0);[1.0, 5.905303998944039e-10];472;0;1.0;True;8
0;True;(1, 0);[0.9999545833252356, 1.250095640239903e-09];557;0;1.0;True;9
