extracted_number;id;correct_answer;answer_token_len;reasoning_token_len;frequency_of_answer;is_correct;iter
72;0;72.0;215;0;1.0;True;0
72;0;72.0;233;0;1.0;True;1
72;0;72.0;233;0;1.0;True;2
72;0;72.0;237;0;1.0;True;3
72;0;72.0;209;0;1.0;True;4
72;0;72.0;235;0;1.0;True;5
72;0;72.0;234;0;1.0;True;6
72;0;72.0;220;0;1.0;True;7
72;0;72.0;233;0;1.0;True;8
72;0;72.0;248;0;1.0;True;9
10;1;10.0;203;0;1.0;True;0
10;1;10.0;196;0;1.0;True;1
10.0;1;10.0;253;0;1.0;True;2
10;1;10.0;201;0;1.0;True;3
10.0;1;10.0;241;0;1.0;True;4
10;1;10.0;213;0;1.0;True;5
10;1;10.0;199;0;1.0;True;6
10;1;10.0;207;0;1.0;True;7
10;1;10.0;203;0;1.0;True;8
10;1;10.0;257;0;1.0;True;9
5;2;5.0;300;0;1.0;True;0
5;2;5.0;303;0;1.0;True;1
5;2;5.0;345;0;1.0;True;2
5;2;5.0;305;0;1.0;True;3
5;2;5.0;261;0;1.0;True;4
5;2;5.0;281;0;1.0;True;5
5;2;5.0;264;0;1.0;True;6
5;2;5.0;286;0;1.0;True;7
5;2;5.0;255;0;1.0;True;8
5;2;5.0;307;0;1.0;True;9
42;3;42.0;294;0;1.0;True;0
42;3;42.0;295;0;1.0;True;1
42;3;42.0;294;0;1.0;True;2
42;3;42.0;276;0;1.0;True;3
42;3;42.0;303;0;1.0;True;4
42;3;42.0;293;0;1.0;True;5
42;3;42.0;257;0;1.0;True;6
42;3;42.0;294;0;1.0;True;7
42;3;42.0;294;0;1.0;True;8
42;3;42.0;281;0;1.0;True;9
624;4;624.0;237;0;1.0;True;0
624;4;624.0;242;0;1.0;True;1
624;4;624.0;233;0;1.0;True;2
624;4;624.0;258;0;1.0;True;3
624;4;624.0;248;0;1.0;True;4
624;4;624.0;243;0;1.0;True;5
624;4;624.0;250;0;1.0;True;6
624;4;624.0;246;0;1.0;True;7
624;4;624.0;249;0;1.0;True;8
624;4;624.0;243;0;1.0;True;9
35;5;35.0;346;0;1.0;True;0
35;5;35.0;343;0;1.0;True;1
35;5;35.0;288;0;1.0;True;2
35;5;35.0;306;0;1.0;True;3
35;5;35.0;347;0;1.0;True;4
35;5;35.0;352;0;1.0;True;5
35;5;35.0;320;0;1.0;True;6
35;5;35.0;347;0;1.0;True;7
35;5;35.0;294;0;1.0;True;8
35;5;35.0;278;0;1.0;True;9
48;6;48.0;211;0;1.0;True;0
48;6;48.0;264;0;1.0;True;1
48;6;48.0;206;0;1.0;True;2
48;6;48.0;256;0;1.0;True;3
48;6;48.0;260;0;1.0;True;4
48;6;48.0;264;0;1.0;True;5
48;6;48.0;264;0;1.0;True;6
48;6;48.0;205;0;1.0;True;7
48;6;48.0;235;0;1.0;True;8
48;6;48.0;256;0;1.0;True;9
16;7;16.0;723;0;1.0;True;0
16;7;16.0;842;0;1.0;True;1
16;7;16.0;1200;0;1.0;True;2
16;7;16.0;209;0;1.0;True;3
16;7;16.0;736;0;1.0;True;4
16;7;16.0;745;0;1.0;True;5
16;7;16.0;1068;0;1.0;True;6
16;7;16.0;503;0;1.0;True;7
16;7;16.0;343;0;1.0;True;8
16;7;16.0;544;0;1.0;True;9
41;8;41.0;343;0;1.0;True;0
41;8;41.0;257;0;1.0;True;1
41;8;41.0;175;0;1.0;True;2
41;8;41.0;721;0;1.0;True;3
41;8;41.0;267;0;1.0;True;4
41;8;41.0;256;0;1.0;True;5
41;8;41.0;305;0;1.0;True;6
41;8;41.0;326;0;1.0;True;7
41;8;41.0;274;0;1.0;True;8
41;8;41.0;255;0;1.0;True;9
990.0;9;990.0;281;0;1.0;True;0
990.0;9;990.0;374;0;1.0;True;1
990.0;9;990.0;321;0;1.0;True;2
990.0;9;990.0;320;0;1.0;True;3
990.0;9;990.0;320;0;1.0;True;4
990.0;9;990.0;280;0;1.0;True;5
990.0;9;990.0;333;0;1.0;True;6
990.0;9;990.0;1148;0;1.0;True;7
990.0;9;990.0;382;0;1.0;True;8
990.0;9;990.0;369;0;1.0;True;9
121;10;121.0;808;0;1.0;True;0
121;10;121.0;708;0;1.0;True;1
121;10;121.0;583;0;1.0;True;2
121;10;121.0;633;0;1.0;True;3
121;10;121.0;591;0;1.0;True;4
121;10;121.0;778;0;1.0;True;5
121;10;121.0;789;0;1.0;True;6
121;10;121.0;1061;0;1.0;True;7
121;10;121.0;916;0;1.0;True;8
121;10;121.0;720;0;1.0;True;9
5;11;5.0;433;0;1.0;True;0
5;11;5.0;421;0;1.0;True;1
5;11;5.0;463;0;1.0;True;2
5;11;5.0;442;0;1.0;True;3
5;11;5.0;448;0;1.0;True;4
5;11;5.0;419;0;1.0;True;5
5;11;5.0;749;0;1.0;True;6
5;11;5.0;713;0;1.0;True;7
5;11;5.0;467;0;1.0;True;8
5;11;5.0;718;0;1.0;True;9
85;12;85.0;231;0;1.0;True;0
85;12;85.0;228;0;1.0;True;1
85;12;85.0;234;0;1.0;True;2
85;12;85.0;248;0;1.0;True;3
85;12;85.0;170;0;1.0;True;4
85;12;85.0;235;0;1.0;True;5
85;12;85.0;214;0;1.0;True;6
85;12;85.0;214;0;1.0;True;7
85;12;85.0;218;0;1.0;True;8
85;12;85.0;223;0;1.0;True;9
35;13;35.0;214;0;0.4;True;0
32.5;13;35.0;283;0;0.6;False;1
32.5;13;35.0;268;0;0.6;False;2
32.5;13;35.0;288;0;0.6;False;3
35;13;35.0;202;0;0.4;True;4
32.5;13;35.0;302;0;0.6;False;5
35;13;35.0;210;0;0.4;True;6
32.5;13;35.0;326;0;0.6;False;7
35;13;35.0;210;0;0.4;True;8
32.5;13;35.0;257;0;0.6;False;9
5;14;5.0;267;0;1.0;True;0
5;14;5.0;292;0;1.0;True;1
5;14;5.0;293;0;1.0;True;2
5;14;5.0;250;0;1.0;True;3
5;14;5.0;367;0;1.0;True;4
5;14;5.0;265;0;1.0;True;5
5;14;5.0;331;0;1.0;True;6
5;14;5.0;231;0;1.0;True;7
5;14;5.0;286;0;1.0;True;8
5;14;5.0;289;0;1.0;True;9
448000;15;448000.0;441;0;1.0;True;0
448000;15;448000.0;356;0;1.0;True;1
448000;15;448000.0;409;0;1.0;True;2
448000;15;448000.0;426;0;1.0;True;3
448000;15;448000.0;421;0;1.0;True;4
448000;15;448000.0;334;0;1.0;True;5
448000;15;448000.0;977;0;1.0;True;6
448000;15;448000.0;444;0;1.0;True;7
448000;15;448000.0;331;0;1.0;True;8
448000;15;448000.0;412;0;1.0;True;9
800;16;800.0;307;0;1.0;True;0
800;16;800.0;294;0;1.0;True;1
800;16;800.0;247;0;1.0;True;2
800;16;800.0;569;0;1.0;True;3
800;16;800.0;639;0;1.0;True;4
800;16;800.0;310;0;1.0;True;5
800;16;800.0;274;0;1.0;True;6
800;16;800.0;269;0;1.0;True;7
800;16;800.0;918;0;1.0;True;8
800;16;800.0;285;0;1.0;True;9
43;17;43.0;454;0;1.0;True;0
43;17;43.0;322;0;1.0;True;1
43;17;43.0;378;0;1.0;True;2
43;17;43.0;341;0;1.0;True;3
43;17;43.0;361;0;1.0;True;4
43;17;43.0;309;0;1.0;True;5
43;17;43.0;280;0;1.0;True;6
43;17;43.0;458;0;1.0;True;7
43;17;43.0;308;0;1.0;True;8
43;17;43.0;317;0;1.0;True;9
16;18;16.0;238;0;1.0;True;0
16;18;16.0;212;0;1.0;True;1
16;18;16.0;275;0;1.0;True;2
16;18;16.0;293;0;1.0;True;3
16;18;16.0;296;0;1.0;True;4
16;18;16.0;243;0;1.0;True;5
16;18;16.0;249;0;1.0;True;6
16;18;16.0;279;0;1.0;True;7
16;18;16.0;238;0;1.0;True;8
16;18;16.0;303;0;1.0;True;9
16;19;16.0;267;0;1.0;True;0
16;19;16.0;274;0;1.0;True;1
16;19;16.0;249;0;1.0;True;2
16;19;16.0;293;0;1.0;True;3
16;19;16.0;244;0;1.0;True;4
16;19;16.0;252;0;1.0;True;5
16;19;16.0;321;0;1.0;True;6
16;19;16.0;299;0;1.0;True;7
16;19;16.0;320;0;1.0;True;8
16;19;16.0;297;0;1.0;True;9
38;20;38.0;223;0;1.0;True;0
38;20;38.0;251;0;1.0;True;1
38;20;38.0;196;0;1.0;True;2
38;20;38.0;223;0;1.0;True;3
38;20;38.0;196;0;1.0;True;4
38;20;38.0;219;0;1.0;True;5
38;20;38.0;219;0;1.0;True;6
38;20;38.0;223;0;1.0;True;7
38;20;38.0;199;0;1.0;True;8
38;20;38.0;208;0;1.0;True;9
1080;21;1080.0;1414;0;1.0;True;0
1080;21;1080.0;606;0;1.0;True;1
1080;21;1080.0;536;0;1.0;True;2
1080;21;1080.0;621;0;1.0;True;3
1080;21;1080.0;1221;0;1.0;True;4
1080;21;1080.0;267;0;1.0;True;5
1080;21;1080.0;1058;0;1.0;True;6
1080;21;1080.0;936;0;1.0;True;7
1080;21;1080.0;1250;0;1.0;True;8
1080;21;1080.0;1266;0;1.0;True;9
7;22;7.0;605;0;1.0;True;0
7;22;7.0;590;0;1.0;True;1
7;22;7.0;619;0;1.0;True;2
7;22;7.0;660;0;1.0;True;3
7;22;7.0;547;0;1.0;True;4
7;22;7.0;479;0;1.0;True;5
7;22;7.0;582;0;1.0;True;6
7;22;7.0;513;0;1.0;True;7
7;22;7.0;455;0;1.0;True;8
7;22;7.0;532;0;1.0;True;9
5;23;5.0;261;0;1.0;True;0
5;23;5.0;273;0;1.0;True;1
5;23;5.0;259;0;1.0;True;2
5;23;5.0;243;0;1.0;True;3
5;23;5.0;330;0;1.0;True;4
5;23;5.0;272;0;1.0;True;5
5;23;5.0;264;0;1.0;True;6
5;23;5.0;265;0;1.0;True;7
5;23;5.0;260;0;1.0;True;8
5;23;5.0;260;0;1.0;True;9
62;24;62.0;223;0;1.0;True;0
