id;iter;estimations;token_probs
(5, 3);8;0.8807970904940926;[0.6199822577783136, 0.08390546445579129]
(5, 3);9;0.8947894745194281;[0.7889018557244122, 0.09276011973424426]
(6, 0);7;0.8652240860523329;[0.6551277883750106, 0.10204922384166665]
(6, 3);1;0.9273632906279589;[0.7979120279090973, 0.06249730247187528]
(6, 3);7;0.9046505376715775;[0.7205474725956819, 0.0759451426082544]
(7, 0);0;0.8397339837155239;[0.6979970913948003, 0.13321506022780244]
(7, 0);1;0.872347368040789;[0.6940918433558199, 0.1015680838526333]
(7, 0);3;0.8670357563664174;[0.7617713582880681, 0.11682142487523252]
(7, 0);5;0.9273632856092016;[0.8570280791575815, 0.0671276346354057]
(7, 0);6;0.798186787341014;[0.7623321133787947, 0.1927477319270122]
(7, 0);8;0.7772998611746912;[0.6951551909521771, 0.19916529677006017]
(7, 0);9;0.7606506635289836;[0.5935979860271443, 0.18678388240269383]
(7, 1);0;0.8175744939732856;[0.6021327340638292, 0.13435395736603334]
(7, 1);3;0.7772998714925403;[0.5698918182587588, 0.16327672989045827]
(7, 1);4;0.8080671950640463;[0.5475459634206981, 0.13005358122769006]
(7, 1);5;0.7981867777396212;[0.7729972508472798, 0.19544431246240643]
(7, 1);6;0.8080671950640465;[0.5611615143629474, 0.13328755842544915]
(7, 1);7;0.803173801068221;[0.6847577088725717, 0.16780708838780223]
(7, 1);8;0.6442251064863695;[0.5671662604793106, 0.31321895699949714]
(7, 1);9;0.8221891392358014;[0.6164234738836032, 0.133310917471346]
(7, 2);0;0.91243616285804;[0.7768280390731827, 0.07454992104614275]
(7, 2);1;0.8479677737461007;[0.6245520234232749, 0.11197599422079996]
(7, 2);7;0.9343951625409307;[0.7546175544076258, 0.052982468216175145]
(7, 3);0;0.8397339837155239;[0.5527633577540788, 0.10549672040579004]
(7, 3);1;0.8902942319436397;[0.6430170423551702, 0.07923524153458616]
(7, 3);2;0.6859494485880928;[0.6479916309515735, 0.2966721956399504]
(7, 3);3;0.8705972650509008;[0.7704717950841946, 0.11452041200612717]
(7, 3);4;0.7826624789529375;[0.7189464997746088, 0.1996442326397401]
(7, 3);5;0.8596637505099167;[0.768668029275413, 0.12548160634603908]
(7, 3);6;0.7371581510799253;[0.6008376776196082, 0.21423528432131356]
(7, 3);7;0.9124361664296878;[0.8050726250984582, 0.07726046812894287]
(7, 3);8;0.6926419767901476;[0.6663491369409977, 0.2956906459046847]
(7, 3);9;0.7981867681382279;[0.63028529034583, 0.15936108755137768]
(8, 0);0;0.9284087980793998;[0.8884690961251565, 0.06851138269315438]
(8, 0);1;0.8991213853793452;[0.8264145801626341, 0.0927211378850068]
(8, 0);2;0.7826624738835052;[0.702310017368562, 0.1950244541358133]
(8, 0);3;0.9219218305645895;[0.8099298650042049, 0.06859349581934764]
(8, 0);4;0.8652240825770432;[0.7564294897050596, 0.11782898845941513]
(8, 0);5;0.9840936102708401;[0.9567554615265074, 0.015464509765848924]
(8, 0);6;0.9263037221561136;[0.7640636948138352, 0.06078853943538074]
(8, 0);7;0.9324533163686646;[0.7999508662724147, 0.05794823948414384]
(8, 0);8;0.6442250928250375;[0.5517994045226138, 0.3047325913095864]
(8, 0);9;0.7879311956428946;[0.5364686339429731, 0.14438857403348435]
(8, 1);0;0.8558511543206819;[0.6944011198244301, 0.11695622463764495]
(8, 1);1;0.9149009480320037;[0.7878374507309139, 0.0732803046125367]
(8, 1);2;0.8705972818382004;[0.6849664468543706, 0.1018111610519114]
(8, 1);3;0.817574471748733;[0.7330782737212567, 0.16357187749158025]
(8, 1);4;0.8757869981319863;[0.5505124822396492, 0.07807926828173009]
(8, 1);5;0.8670357598021707;[0.7139141926595455, 0.10948228734542848]
(8, 1);6;0.8872045966995027;[0.7657514432075753, 0.09735436807457279]
(8, 1);7;0.8577681049901037;[0.6929032363261132, 0.1148946198719876]
(8, 1);8;0.9136765281148512;[0.7845258772876993, 0.0741214154323809]
(8, 1);9;0.8244619263765706;[0.6965817501497226, 0.14831081294428358]
(8, 2);0;0.8104789178257654;[0.651546561142105, 0.1523565963761424]
(8, 2);1;0.7772998611746912;[0.6618527257985017, 0.18962398075626286]
(8, 2);2;0.7690802158996553;[0.2743874930292606, 0.08238607539271132]
(8, 2);3;0.918480252950991;[0.8248699354010994, 0.0732113600332549]
(8, 2);4;0.7745833737577158;[0.5834014754169898, 0.16977951862726612]
(8, 2);5;0.7431680086124812;[0.5918663074513923, 0.20454352261708167]
(8, 2);6;0.8887587993853655;[0.6164024579882078, 0.07715180939512527]
(8, 2);7;0.8539127455162772;[0.5358210310445249, 0.09166817538553779]
(8, 2);8;0.82893881677331;[0.646830323590967, 0.1334809738203301]
(8, 2);9;0.7279754489059774;[0.571164428989751, 0.2134285539853114]
(8, 3);0;0.679178686187839;[0.473965062249152, 0.22388525591891315]
(8, 3);1;0.8128673223709251;[0.74188073114244, 0.17079063689652185]
(8, 3);2;0.29098086621490676;[0.045073336465200314, 0.1098280391871457]
(8, 3);3;0.9504109763136772;[0.7804007511048681, 0.040718502096287766]
(8, 3);4;0.9124361557147439;[0.5857538295393149, 0.05621309151114805]
(8, 3);5;0.8459424528443251;[0.561848417749429, 0.10232018598988867]
(8, 3);6;0.8068526199774353;[0.28504720277298745, 0.06823565919622715]
(8, 3);7;0.8962513786759491;[0.6833282585835174, 0.07910098263339715]
