correct_answer_idx;id;model_guessed_its_correct;yes_no_probabilities;answer_token_len;reasoning_token_len;frequency_of_answer;is_correct;iter
0;(0, 0);False;[0.37693905282831014, 0.6214674341555941];352;0;0.4;False;0
0;(0, 0);True;[0.5615239382716727, 0.4373152828393179];677;0;0.6;True;1
0;(0, 0);True;[0.5289510958781442, 0.46679770373118956];557;0;0.6;True;2
0;(0, 0);True;[0.49774717620810677, 0.49774717620810677];530;0;0.6;True;3
0;(0, 0);True;[0.5309739403435806, 0.4685828577063476];2638;0;0.6;True;4
0;(0, 0);False;[0.22163758714317058, 0.773591214448815];548;0;0.4;False;5
0;(0, 0);False;[0.24379490152097033, 0.7509412081047876];562;0;0.4;False;6
0;(0, 0);True;[0.675576299798841, 0.3191196573600156];565;0;0.6;True;7
0;(0, 0);False;[0.2935607444692227, 0.7042156171858067];503;0;0.4;False;8
0;(0, 0);True;[0.6504844694507927, 0.3481792463476488];893;0;0.6;True;9
0;(0, 1);False;[0.1326441138136424, 0.8649483379989137];912;0;1.0;True;0
0;(0, 1);False;[0.268391204713469, 0.7295629346908544];396;0;1.0;True;1
0;(0, 1);False;[0.06737662878565044, 0.9301057536365461];1036;0;1.0;True;2
0;(0, 1);False;[0.16424305124698035, 0.8340950257482241];1236;0;1.0;True;3
0;(0, 1);False;[0.132713042201994, 0.8653977946896663];707;0;1.0;True;4
0;(0, 1);False;[0.2218393523970692, 0.7742953982512047];600;0;1.0;True;5
0;(0, 1);False;[0.10655492125811677, 0.892173332841539];1437;0;1.0;True;6
0;(0, 1);False;[0.2932802872685616, 0.7035428353361256];583;0;1.0;True;7
0;(0, 1);False;[0.46786776082928555, 0.5301636294235448];402;0;1.0;True;8
0;(0, 1);False;[0.2675320845520574, 0.7272276473137708];560;0;1.0;True;9
0;(0, 2);False;[0.37703358468834614, 0.6216232908439944];418;0;0.8;True;0
0;(0, 2);False;[0.40627207058533565, 0.5911223747008233];375;0;0.8;True;1
0;(0, 2);True;[0.5618594356645514, 0.4375765684716103];458;0;0.2;False;2
0;(0, 2);True;[0.6785340603633611, 0.32051679501120445];299;0;0.2;False;3
0;(0, 2);False;[0.4068889248956298, 0.5920198924263714];497;0;0.8;True;4
0;(0, 2);False;[0.37604887202929943, 0.6199997741374964];479;0;0.8;True;5
0;(0, 2);False;[0.34776310502617547, 0.649707034472008];473;0;0.8;True;6
0;(0, 2);False;[0.2925840479391989, 0.7018726649276643];498;0;0.8;True;7
0;(0, 2);False;[0.4360737773968208, 0.5599298137285502];540;0;0.8;True;8
0;(0, 2);False;[0.2932031368694962, 0.7033578030732786];497;0;0.8;True;9
0;(0, 3);False;[0.4365248161346651, 0.560508958931853];529;0;0.2;True;0
0;(0, 3);True;[0.6785454656056347, 0.3205221824661804];294;0;0.8;False;1
0;(0, 3);False;[0.4683327021888398, 0.5306904770058904];412;0;0.2;True;2
0;(0, 3);True;[0.5618032432076631, 0.4375328057421829];541;0;0.8;False;3
