extracted_number;id;answer_token_len;correct_answer;reasoning_token_len;frequency_of_answer;is_correct;iter
145;0;85;145;0;1.0;True;0
145;0;95;145;0;1.0;True;1
145;0;107;145;0;1.0;True;2
145;0;96;145;0;1.0;True;3
145;0;119;145;0;1.0;True;4
145;0;83;145;0;1.0;True;5
145;0;137;145;0;1.0;True;6
145;0;123;145;0;1.0;True;7
145;0;115;145;0;1.0;True;8
145;0;84;145;0;1.0;True;9
19;1;164;19;0;1.0;True;0
19;1;131;19;0;1.0;True;1
19;1;95;19;0;1.0;True;2
19;1;104;19;0;1.0;True;3
19;1;108;19;0;1.0;True;4
19;1;186;19;0;1.0;True;5
19;1;109;19;0;1.0;True;6
19;1;124;19;0;1.0;True;7
19;1;118;19;0;1.0;True;8
19;1;83;19;0;1.0;True;9
3.0;2;170;3;0;1.0;True;0
3.0;2;86;3;0;1.0;True;1
3.0;2;118;3;0;1.0;True;2
3;2;102;3;0;1.0;True;3
3.0;2;179;3;0;1.0;True;4
3.0;2;165;3;0;1.0;True;5
3.0;2;83;3;0;1.0;True;6
3;2;234;3;0;1.0;True;7
3.0;2;135;3;0;1.0;True;8
3;2;169;3;0;1.0;True;9
198;3;119;198;0;0.8;True;0
198;3;237;198;0;0.8;True;1
0.98;3;364;198;0;0.1;False;2
198;3;81;198;0;0.8;True;3
198;3;152;198;0;0.8;True;4
198;3;119;198;0;0.8;True;5
202.33;3;752;198;0;0.1;False;6
198;3;128;198;0;0.8;True;7
198;3;147;198;0;0.8;True;8
198;3;153;198;0;0.8;True;9
63;4;72;63;0;1.0;True;0
63;4;50;63;0;1.0;True;1
63;4;90;63;0;1.0;True;2
63;4;78;63;0;1.0;True;3
63;4;76;63;0;1.0;True;4
63;4;60;63;0;1.0;True;5
63;4;64;63;0;1.0;True;6
63.0;4;76;63;0;1.0;True;7
63;4;84;63;0;1.0;True;8
63;4;66;63;0;1.0;True;9
;5;131;322;0;0.0;False;0
322;5;127;322;0;0.6;True;1
322;5;258;322;0;0.6;True;2
;5;291;322;0;0.0;False;3
70;5;188;322;0;0.1;False;4
