id;iter;answer_token_len;correct_answer;extracted_number;finish_reasons;finish_reasons_post;frequency_of_answer;is_correct;reasoning_token_len
0;0;150;145;145;stop;stop;1.0;True;107
0;1;179;145;145;stop;stop;1.0;True;92
0;2;210;145;145;stop;stop;1.0;True;92
0;3;152;145;145;stop;stop;1.0;True;87
0;4;139;145;145;stop;stop;1.0;True;88
0;5;202;145;145;stop;stop;1.0;True;124
0;6;173;145;145;stop;stop;1.0;True;97
0;7;98;145;145;stop;stop;1.0;True;82
0;8;147;145;145;stop;stop;1.0;True;91
0;9;173;145;145;stop;stop;1.0;True;77
1;0;150;19;19;stop;stop;1.0;True;122
1;1;223;19;19;stop;stop;1.0;True;102
1;2;184;19;19;stop;stop;1.0;True;84
1;3;145;19;19;stop;stop;1.0;True;103
1;4;187;19;19;stop;stop;1.0;True;95
1;5;230;19;19;stop;stop;1.0;True;113
1;6;202;19;19;stop;stop;1.0;True;94
1;7;283;19;19;stop;stop;1.0;True;81
1;8;185;19;19;stop;stop;1.0;True;88
1;9;199;19;19;stop;stop;1.0;True;75
2;0;151;3;3;stop;stop;1.0;True;72
2;1;129;3;3;stop;stop;1.0;True;91
2;2;241;3;3;stop;stop;1.0;True;144
2;3;229;3;3;stop;stop;1.0;True;79
2;4;204;3;3;stop;stop;1.0;True;62
2;5;207;3;3;stop;stop;1.0;True;121
2;6;142;3;3;stop;stop;1.0;True;65
2;7;119;3;3;stop;stop;1.0;True;58
2;8;219;3;3;stop;stop;1.0;True;59
2;9;165;3;3;stop;stop;1.0;True;118
3;0;202;198;198;stop;stop;1.0;True;61
3;1;196;198;198;stop;stop;1.0;True;135
3;2;257;198;198;stop;stop;1.0;True;207
3;3;181;198;198;stop;stop;1.0;True;112
3;4;324;198;198;stop;stop;1.0;True;129
3;5;166;198;198;stop;stop;1.0;True;139
3;6;215;198;198;stop;stop;1.0;True;99
3;7;175;198;198;stop;stop;1.0;True;148
3;8;136;198;198;stop;stop;1.0;True;79
3;9;188;198;198;stop;stop;1.0;True;132
4;0;124;63;63;stop;stop;1.0;True;66
4;1;192;63;63;stop;stop;1.0;True;61
4;2;195;63;63;stop;stop;1.0;True;90
4;3;147;63;63;stop;stop;1.0;True;78
4;4;142;63;63;stop;stop;1.0;True;79
4;5;85;63;63;stop;stop;1.0;True;58
4;6;186;63;63;stop;stop;1.0;True;58
4;7;132;63;63;stop;stop;1.0;True;71
4;8;81;63;63;stop;stop;1.0;True;66
4;9;197;63;63;stop;stop;1.0;True;72
5;0;181;322;322;stop;stop;1.0;True;99
5;1;211;322;322;stop;stop;1.0;True;106
5;2;181;322;322;stop;stop;1.0;True;119
5;3;198;322;322;stop;stop;1.0;True;139
5;4;214;322;322;stop;stop;1.0;True;122
5;5;154;322;322;stop;stop;1.0;True;126
5;6;163;322;322;stop;stop;1.0;True;127
5;7;184;322;322;stop;stop;1.0;True;96
5;8;185;322;322;stop;stop;1.0;True;92
5;9;116;322;322;stop;stop;1.0;True;124
6;0;217;30;30;stop;stop;1.0;True;111
6;1;205;30;30;stop;stop;1.0;True;145
6;2;133;30;30;stop;stop;1.0;True;102
6;3;159;30;30;stop;stop;1.0;True;115
6;4;146;30;30;stop;stop;1.0;True;111
6;5;185;30;30;stop;stop;1.0;True;110
6;6;167;30;30;stop;stop;1.0;True;126
6;7;166;30;30;stop;stop;1.0;True;90
6;8;191;30;30;stop;stop;1.0;True;111
6;9;136;30;30;stop;stop;1.0;True;91
7;0;218;192;192;stop;stop;1.0;True;80
7;1;236;192;192;stop;stop;1.0;True;103
7;2;136;192;192;stop;stop;1.0;True;80
7;3;217;192;192;stop;stop;1.0;True;79
7;4;182;192;192;stop;stop;1.0;True;82
7;5;253;192;192;stop;stop;1.0;True;99
7;6;213;192;192;stop;stop;1.0;True;92
7;7;137;192;192;stop;stop;1.0;True;42
7;8;252;192;192;stop;stop;1.0;True;90
7;9;198;192;192;stop;stop;1.0;True;81
8;0;184;26;26;stop;stop;1.0;True;69
8;1;213;26;26;stop;stop;1.0;True;85
8;2;213;26;26;stop;stop;1.0;True;98
8;3;187;26;26;stop;stop;1.0;True;88
8;4;147;26;26;stop;stop;1.0;True;90
8;5;197;26;26;stop;stop;1.0;True;84
8;6;217;26;26;stop;stop;1.0;True;76
8;7;176;26;26;stop;stop;1.0;True;84
8;8;208;26;26;stop;stop;1.0;True;108
8;9;166;26;26;stop;stop;1.0;True;86
9;0;193;17;17;stop;stop;1.0;True;110
9;1;223;17;17;stop;stop;1.0;True;84
9;2;230;17;17;stop;stop;1.0;True;77
9;3;157;17;17;stop;stop;1.0;True;104
9;4;158;17;17;stop;stop;1.0;True;88
9;5;210;17;17;stop;stop;1.0;True;74
9;6;208;17;17;stop;stop;1.0;True;90
9;7;171;17;17;stop;stop;1.0;True;86
9;8;138;17;17;stop;stop;1.0;True;85
9;9;178;17;17;stop;stop;1.0;True;81
21;0;169;12;12;stop;stop;1.0;True;90
21;1;173;12;12;stop;stop;1.0;True;92
21;2;136;12;12;stop;stop;1.0;True;71
21;3;179;12;12;stop;stop;1.0;True;113
21;4;171;12;12;stop;stop;1.0;True;110
21;5;181;12;12;stop;stop;1.0;True;84
21;6;121;12;12;stop;stop;1.0;True;107
21;7;157;12;12;stop;stop;1.0;True;99
21;8;189;12;12;stop;stop;1.0;True;133
21;9;212;12;12;stop;stop;1.0;True;81
22;0;251;23;13;stop;stop;0.3;False;104
22;1;278;23;;stop;stop;0.0;False;155
22;2;255;23;;stop;stop;0.0;False;144
22;3;238;23;;stop;stop;0.0;False;76
22;4;270;23;3;stop;stop;0.1;False;125
22;5;167;23;10;stop;stop;0.2;False;1303
22;6;200;23;13;stop;stop;0.3;False;173
22;7;151;23;10;stop;stop;0.2;False;126
22;8;381;23;;stop;stop;0.0;False;79
22;9;360;23;13;stop;stop;0.3;False;152
23;0;177;31;31;stop;stop;1.0;True;79
23;1;152;31;31;stop;stop;1.0;True;114
23;2;253;31;31;stop;stop;1.0;True;116
23;3;165;31;31;stop;stop;1.0;True;91
23;4;247;31;31;stop;stop;1.0;True;113
23;5;158;31;31;stop;stop;1.0;True;102
23;6;191;31;31;stop;stop;1.0;True;146
23;7;221;31;31;stop;stop;1.0;True;82
23;8;121;31;31;stop;stop;1.0;True;78
23;9;190;31;31;stop;stop;1.0;True;86
24;0;250;1201565;1201565;stop;stop;1.0;True;128
24;1;284;1201565;1201565;stop;stop;1.0;True;88
24;2;290;1201565;1201565;stop;stop;1.0;True;177
24;3;227;1201565;1201565;stop;stop;1.0;True;105
24;4;206;1201565;1201565;stop;stop;1.0;True;100
24;5;284;1201565;1201565;stop;stop;1.0;True;124
24;6;220;1201565;1201565;stop;stop;1.0;True;165
24;7;229;1201565;1201565;stop;stop;1.0;True;138
24;8;233;1201565;1201565;stop;stop;1.0;True;99
24;9;307;1201565;1201565;stop;stop;1.0;True;156
25;0;130;89;89;stop;stop;1.0;True;66
25;1;166;89;89;stop;stop;1.0;True;73
25;2;161;89;89;stop;stop;1.0;True;76
25;3;166;89;89;stop;stop;1.0;True;73
25;4;159;89;89;stop;stop;1.0;True;93
25;5;132;89;89;stop;stop;1.0;True;67
25;6;261;89;89;stop;stop;1.0;True;95
25;7;161;89;89;stop;stop;1.0;True;81
25;8;203;89;89;stop;stop;1.0;True;65
25;9;185;89;89;stop;stop;1.0;True;86
26;0;176;574;540;stop;stop;0.5;False;97
26;1;164;574;17;stop;stop;0.4;False;110
26;2;138;574;17;stop;stop;0.4;False;115
26;3;160;574;540;stop;stop;0.5;False;94
26;4;179;574;17;stop;stop;0.4;False;81
26;5;163;574;17;stop;stop;0.4;False;60
26;6;140;574;540;stop;stop;0.5;False;112
26;7;252;574;540;stop;stop;0.5;False;85
26;8;241;574;32764.7;stop;stop;0.1;False;108
26;9;168;574;540;stop;stop;0.5;False;75
27;0;102;8;8;stop;stop;1.0;True;70
27;1;187;8;8;stop;stop;1.0;True;98
27;2;110;8;8;stop;stop;1.0;True;88
27;3;227;8;8;stop;stop;1.0;True;108
27;4;197;8;8;stop;stop;1.0;True;141
27;5;101;8;8;stop;stop;1.0;True;95
27;6;102;8;8;stop;stop;1.0;True;105
27;7;217;8;8;stop;stop;1.0;True;113
27;8;156;8;8;stop;stop;1.0;True;109
27;9;134;8;8;stop;stop;1.0;True;106
28;0;186;146;146;stop;stop;1.0;True;127
28;1;186;146;146;stop;stop;1.0;True;63
28;2;187;146;146;stop;stop;1.0;True;93
28;3;175;146;146;stop;stop;1.0;True;72
28;4;218;146;146;stop;stop;1.0;True;100
28;5;205;146;146;stop;stop;1.0;True;89
28;6;178;146;146;stop;stop;1.0;True;74
28;7;219;146;146;stop;stop;1.0;True;131
28;8;242;146;146;stop;stop;1.0;True;108
28;9;204;146;146;stop;stop;1.0;True;91
29;0;275;1;1;stop;stop;1.0;True;164
29;1;252;1;1;stop;stop;1.0;True;151
29;2;257;1;1;stop;stop;1.0;True;131
29;3;272;1;1;stop;stop;1.0;True;149
29;4;301;1;1;stop;stop;1.0;True;194
29;5;301;1;1;stop;stop;1.0;True;172
29;6;256;1;1;stop;stop;1.0;True;85
29;7;262;1;1;stop;stop;1.0;True;165
29;8;249;1;1;stop;stop;1.0;True;146
29;9;222;1;1;stop;stop;1.0;True;191
10;0;215;1;1;stop;stop;1.0;True;142
10;1;238;1;1;stop;stop;1.0;True;157
10;2;257;1;1;stop;stop;1.0;True;113
10;3;235;1;1;stop;stop;1.0;True;127
10;4;290;1;1;stop;stop;1.0;True;135
10;5;302;1;1;stop;stop;1.0;True;137
10;6;285;1;1;stop;stop;1.0;True;149
10;7;434;1;1;stop;stop;1.0;True;142
10;8;261;1;1;stop;stop;1.0;True;145
10;9;278;1;1;stop;stop;1.0;True;111
11;0;347;20;20;stop;stop;1.0;True;293
11;1;315;20;20;stop;stop;1.0;True;226
11;2;341;20;20;stop;stop;1.0;True;221
11;3;277;20;20;stop;stop;1.0;True;166
11;4;302;20;20;stop;stop;1.0;True;1370
11;5;293;20;20;stop;stop;1.0;True;201
11;6;317;20;20;stop;stop;1.0;True;197
11;7;393;20;20;stop;stop;1.0;True;148
11;8;286;20;20;stop;stop;1.0;True;147
11;9;321;20;20;stop;stop;1.0;True;166
12;0;195;4;4;stop;stop;1.0;True;91
12;1;208;4;4;stop;stop;1.0;True;80
12;2;185;4;4;stop;stop;1.0;True;200
12;3;225;4;4;stop;stop;1.0;True;78
12;4;160;4;4;stop;stop;1.0;True;101
12;5;167;4;4;stop;stop;1.0;True;100
12;6;274;4;4;stop;stop;1.0;True;79
12;7;137;4;4;stop;stop;1.0;True;74
12;8;210;4;4;stop;stop;1.0;True;100
12;9;206;4;4;stop;stop;1.0;True;74
13;0;194;2;2;stop;stop;1.0;True;109
13;1;163;2;2;stop;stop;1.0;True;129
13;2;148;2;2;stop;stop;1.0;True;90
13;3;155;2;2;stop;stop;1.0;True;109
13;4;124;2;2;stop;stop;1.0;True;88
13;5;187;2;2;stop;stop;1.0;True;82
13;6;162;2;2;stop;stop;1.0;True;91
13;7;222;2;2;stop;stop;1.0;True;117
13;8;240;2;2;stop;stop;1.0;True;110
13;9;158;2;2;stop;stop;1.0;True;114
14;0;84;7;7;stop;stop;1.0;True;850
14;1;182;7;7;stop;stop;1.0;True;92
14;2;204;7;7;stop;stop;1.0;True;79
14;3;209;7;7;stop;stop;1.0;True;83
14;4;203;7;7;stop;stop;1.0;True;96
14;5;160;7;7;stop;stop;1.0;True;77
14;6;197;7;7;stop;stop;1.0;True;898
14;7;167;7;7;stop;stop;1.0;True;115
14;8;191;7;7;stop;stop;1.0;True;90
14;9;259;7;7;stop;stop;1.0;True;101
15;0;208;70;70;stop;stop;1.0;True;138
15;1;207;70;70;stop;stop;1.0;True;116
15;2;327;70;70;stop;stop;1.0;True;121
15;3;250;70;70;stop;stop;1.0;True;144
15;4;197;70;70;stop;stop;1.0;True;121
15;5;137;70;70;stop;stop;1.0;True;583
15;6;309;70;70;stop;stop;1.0;True;62
15;7;238;70;70;stop;stop;1.0;True;133
15;8;240;70;70;stop;stop;1.0;True;140
15;9;204;70;70;stop;stop;1.0;True;147
16;0;211;345;345;stop;stop;1.0;True;127
16;1;358;345;345;stop;stop;1.0;True;110
16;2;179;345;345;stop;stop;1.0;True;116
16;3;246;345;345;stop;stop;1.0;True;138
16;4;173;345;345;stop;stop;1.0;True;58
16;5;225;345;345;stop;stop;1.0;True;137
16;6;258;345;345;stop;stop;1.0;True;82
16;7;209;345;345;stop;stop;1.0;True;57
16;8;315;345;345;stop;stop;1.0;True;131
16;9;225;345;345;stop;stop;1.0;True;88
17;0;1070;266;;stop;length;0.0;False;424
17;1;382;266;47;stop;length;0.3;False;284
17;2;718;266;;stop;length;0.0;False;244
17;3;543;266;;stop;length;0.0;False;212
17;4;322;266;;stop;length;0.0;False;267
17;5;321;266;;stop;length;0.0;False;158
17;6;404;266;47;stop;length;0.3;False;279
17;7;492;266;415;stop;length;0.1;False;321
17;8;545;266;;stop;length;0.0;False;304
17;9;430;266;47;stop;length;0.3;False;227
18;0;169;54;54;stop;stop;1.0;True;192
18;1;204;54;54;stop;stop;1.0;True;193
18;2;136;54;54;stop;stop;1.0;True;79
18;3;204;54;54;stop;stop;1.0;True;102
18;4;190;54;54;stop;stop;1.0;True;100
18;5;146;54;54;stop;stop;1.0;True;81
18;6;183;54;54;stop;stop;1.0;True;98
18;7;157;54;54;stop;stop;1.0;True;94
18;8;219;54;54;stop;stop;1.0;True;74
18;9;204;54;54;stop;stop;1.0;True;98
19;0;134;807;807;stop;stop;1.0;True;94
19;1;133;807;807;stop;stop;1.0;True;87
19;2;104;807;807;stop;stop;1.0;True;109
19;3;134;807;807;stop;stop;1.0;True;88
19;4;195;807;807;stop;stop;1.0;True;108
19;5;134;807;807;stop;stop;1.0;True;84
19;6;160;807;807;stop;stop;1.0;True;84
19;7;160;807;807;stop;stop;1.0;True;90
19;8;175;807;807;stop;stop;1.0;True;83
19;9;135;807;807;stop;stop;1.0;True;83
20;0;163;3;3;stop;stop;1.0;True;105
20;1;172;3;3;stop;stop;1.0;True;100
20;2;173;3;3;stop;stop;1.0;True;75
20;3;183;3;3;stop;stop;1.0;True;99
20;4;165;3;3;stop;stop;1.0;True;80
20;5;141;3;3;stop;stop;1.0;True;61
20;6;105;3;3;stop;stop;1.0;True;83
20;7;146;3;3;stop;stop;1.0;True;72
20;8;181;3;3;stop;stop;1.0;True;115
20;9;193;3;3;stop;stop;1.0;True;78
30;0;170;14;14;stop;stop;0.8;True;129
30;1;213;14;14;stop;stop;0.8;True;81
30;2;219;14;14;stop;stop;0.8;True;135
30;3;308;14;16;stop;stop;0.1;False;169
30;4;212;14;14;stop;stop;0.8;True;104
30;5;235;14;14;stop;stop;0.8;True;158
30;6;243;14;12;stop;stop;0.1;False;174
30;7;127;14;14;stop;stop;0.8;True;87
30;8;185;14;14;stop;stop;0.8;True;80
30;9;129;14;14;stop;stop;0.8;True;126
31;0;211;2;2;stop;stop;1.0;True;135
31;1;159;2;2;stop;stop;1.0;True;153
31;2;149;2;2;stop;stop;1.0;True;94
31;3;175;2;2;stop;stop;1.0;True;92
31;4;180;2;2;stop;stop;1.0;True;91
31;5;179;2;2;stop;stop;1.0;True;115
31;6;246;2;2;stop;stop;1.0;True;92
31;7;145;2;2;stop;stop;1.0;True;102
31;8;212;2;2;stop;stop;1.0;True;120
31;9;187;2;2;stop;stop;1.0;True;85
32;0;185;7;7;stop;stop;1.0;True;172
32;1;134;7;7;stop;stop;1.0;True;117
32;2;195;7;7;stop;stop;1.0;True;179
32;3;167;7;7;stop;stop;1.0;True;109
32;4;194;7;7;stop;stop;1.0;True;76
32;5;180;7;7;stop;stop;1.0;True;79
32;6;208;7;7;stop;stop;1.0;True;163
32;7;184;7;7;stop;stop;1.0;True;80
32;8;185;7;7;stop;stop;1.0;True;119
32;9;163;7;7;stop;stop;1.0;True;103
33;0;85;12;12;stop;stop;0.4;True;117
33;1;279;12;59;stop;stop;0.6;False;182
33;2;311;12;12;stop;stop;0.4;True;120
33;3;176;12;12;stop;stop;0.4;True;157
33;4;201;12;59;stop;stop;0.6;False;132
33;5;217;12;59;stop;stop;0.6;False;160
33;6;337;12;12;stop;stop;0.4;True;284
33;7;285;12;59;stop;stop;0.6;False;142
33;8;260;12;59;stop;stop;0.6;False;131
33;9;200;12;59;stop;stop;0.6;False;168
34;0;203;21;21;stop;stop;1.0;True;124
34;1;159;21;21;stop;stop;1.0;True;107
34;2;122;21;21;stop;stop;1.0;True;100
34;3;220;21;21;stop;stop;1.0;True;63
34;4;129;21;21;stop;stop;1.0;True;76
34;5;256;21;21;stop;stop;1.0;True;87
34;6;207;21;21;stop;stop;1.0;True;79
34;7;164;21;21;stop;stop;1.0;True;74
