id;amount_answer_tokens;confidence_per_choice
('easy', 301);2;[0.034285694346435205, 0.8981644407133526, 0.009227867246892599, 0.05832193071694604]
('easy', 302);2;[0.1785056981097884, 0.19001832652313397, 0.27647503371127796, 0.3550009703648811]
('easy', 303);2;[0.07315700805428102, 0.07787522970479135, 0.6940943669973714, 0.1548733872662465]
('easy', 304);2;[0.8250910157159689, 0.021987928168001818, 0.018228632699732534, 0.13469238962512536]
('easy', 305);2;[0.8640895371371746, 0.01738184404159708, 0.018502881079484595, 0.10002563008365457]
('easy', 306);2;[0.041887877334602995, 0.7424803913035983, 0.027903341852377226, 0.1877284420301518]
('easy', 307);2;[0.02140247366809567, 0.8820568873164925, 0.009205089221088003, 0.08733545487979423]
('easy', 308);2;[0.035328719475108454, 0.014727201353049163, 0.791611793335018, 0.15833231706594894]
('easy', 309);2;[0.84061094715129, 0.03993502890219615, 0.014239273068210125, 0.10521478750899699]
('easy', 310);2;[0.06727846997514568, 0.023250817070937978, 0.023250817070937978, 0.8862199496308376]
('easy', 311);2;[0.2378119874658265, 0.0514304430124571, 0.47294561018912346, 0.2378119874658265]
('easy', 312);2;[0.05448623351911622, 0.8260853919709632, 0.011069549759726016, 0.10835881417587705]
('easy', 313);2;[0.8720635802727613, 0.014095597060682818, 0.009687752737964841, 0.10415313259726247]
('easy', 314);2;[0.025570582878104202, 0.005194979011626197, 0.009705498537415884, 0.9595289541673917]
('easy', 315);2;[0.08812261105071031, 0.02687587790429342, 0.7151406748115585, 0.16986079884972005]
('easy', 316);2;[0.04239707086503355, 0.7999741348349846, 0.014201239882716678, 0.14342745907154122]
('easy', 317);2;[0.23209232226823232, 0.49133945009752206, 0.029507231017005753, 0.24706099101191142]
('easy', 318);2;[0.04499343325308246, 0.8489638037425443, 0.013722221847341332, 0.09232053071714895]
('easy', 319);2;[0.8738825188914772, 0.01651378992621944, 0.01457336845982135, 0.09503032235741059]
('easy', 320);2;[0.8188387159001218, 0.024343431919377437, 0.01673097976716605, 0.1400867784664127]
('easy', 321);2;[0.7201245162674523, 0.04191626957517558, 0.03164006024298947, 0.20631913439603836]
('easy', 322);2;[0.05954237144157214, 0.02901863425584684, 0.7966680635559936, 0.11477092487624552]
('easy', 323);2;[0.031111799901332577, 0.9092199676482849, 0.008373627345836646, 0.051294686267093166]
('easy', 324);2;[0.8778832409479577, 0.016589391222865253, 0.010061974402635432, 0.09546537788512338]
('easy', 325);2;[0.02883485233103766, 0.01920815264589931, 0.7321312752721579, 0.2198256662066809]
('easy', 326);2;[0.03341409423605833, 0.009278758857858237, 0.01084796813828075, 0.9464592047839068]
('easy', 327);2;[0.06759899720046914, 0.08153995525373006, 0.5572244321486747, 0.29363665880212514]
('easy', 328);2;[0.8512149877107712, 0.01685740295776464, 0.018514230758556977, 0.11341341320962016]
('easy', 329);2;[0.8539040298608863, 0.015158610281910163, 0.03209077821862888, 0.09884655576391242]
('easy', 330);2;[0.02581792383437539, 0.026637472711430764, 0.4166802296221704, 0.5308643844951147]
('easy', 331);2;[0.02654321516127106, 0.8387387578659783, 0.019419431054479366, 0.11529847093304892]
('easy', 332);2;[0.08316476134306698, 0.729747553312577, 0.021694824212811773, 0.16539287703182623]
('easy', 333);2;[0.03403995916862018, 0.020011059669554767, 0.8642914554250485, 0.08165761705725175]
('easy', 334);2;[0.01845673339909729, 0.02369891479347045, 0.011194572015700403, 0.9466497495236793]
('easy', 335);2;[0.06990975258654063, 0.015598974290571915, 0.775459107629184, 0.13903216103200502]
('easy', 336);2;[0.6968784286739514, 0.059019091405415704, 0.03810558939701972, 0.20599687004268938]
('easy', 337);2;[0.05016191963859288, 0.026023661084581602, 0.7487320871748584, 0.1750823029433295]
('easy', 338);2;[0.0208908809083702, 0.00657360733579267, 0.0045179698448719885, 0.9680175790691027]
('easy', 339);2;[0.025386675809302532, 0.894911143327614, 0.008503469218077615, 0.07119869303149878]
('easy', 340);2;[0.7327224435433553, 0.06503280616308829, 0.025467212812046988, 0.1767775163203432]
('easy', 341);2;[0.8755123689352069, 0.026028296276981378, 0.027706977161919027, 0.0707522447954667]
('easy', 342);2;[0.022129363105665746, 0.008665985173084294, 0.013422140403587118, 0.9557825365487153]
('easy', 343);2;[0.043711768093338405, 0.01558591089791577, 0.006103530404507056, 0.9345987627606175]
('easy', 344);2;[0.7838266037066354, 0.0259958734573482, 0.015282185631901169, 0.17489535300751752]
('easy', 345);2;[0.02624623935120606, 0.7670275241306596, 0.012791395469887145, 0.19393493495202277]
('easy', 346);2;[0.015932468774441884, 0.009078047063238724, 0.004564728729702794, 0.9704247814152915]
('easy', 347);2;[0.03878616280189526, 0.016681724729320724, 0.8423441487883699, 0.10218792848466807]
('easy', 348);2;[0.028984393657065764, 0.8739364180498485, 0.00780104558284255, 0.08927821769816688]
('easy', 349);2;[0.09853079398628088, 0.5759346778942601, 0.15260749726665992, 0.1729269494541156]
('easy', 350);2;[0.062450338792757715, 0.026859556020921268, 0.6927170385152948, 0.21797310019640792]
('easy', 351);2;[0.8786768996616429, 0.022695513299231376, 0.019412501251341023, 0.0792151250099538]
('easy', 352);2;[0.8930834673505231, 0.011967325040616997, 0.014435349468645388, 0.08051391467836144]
('easy', 353);2;[0.048244582886688606, 0.2690866456414716, 0.01667288170757294, 0.6659958441422598]
('easy', 354);2;[0.15891379758971425, 0.04277106838396017, 0.04017970035038064, 0.7581353724221211]
('easy', 355);2;[0.01864700064449505, 0.005018772138216582, 0.004864360752623415, 0.9714698315001363]
('easy', 356);2;[0.01409160517120275, 0.9136559703894926, 0.009098224113790718, 0.06315417782216759]
('easy', 357);2;[0.10772031089111629, 0.05765852748808865, 0.6395648955443841, 0.19505628423978588]
('easy', 358);2;[0.09215212480242203, 0.6199822577783136, 0.02121462371881179, 0.26665104636237824]
('easy', 359);2;[0.5899994894701701, 0.06027223874029164, 0.06218548497550792, 0.28754276930978256]
('easy', 360);2;[0.03427017477593681, 0.01670194927796447, 0.8047450069166676, 0.14428282500223205]
('easy', 361);2;[0.04555887262464459, 0.010165558544918863, 0.014790800407655642, 0.9294847227797218]
('easy', 362);2;[0.27311302373940494, 0.027900248529921203, 0.012380660235746136, 0.6866060455763494]
('easy', 363);2;[0.036457291545181174, 0.010445186417898057, 0.829764093869096, 0.12333342754406396]
('easy', 364);2;[0.028148452227776236, 0.00537222611968225, 0.004740972910603646, 0.9617383585381635]
('easy', 365);2;[0.8497288358181977, 0.019068586530438685, 0.04574316111874314, 0.08545947584026269]
('easy', 366);2;[0.01370865782341739, 0.00536838753783717, 0.004737585374015045, 0.9761853858704885]
('easy', 367);2;[0.017618396209310168, 0.003061618186564202, 0.0022399277151576454, 0.9770800036307372]
('easy', 368);2;[0.857937031078026, 0.03326583221944644, 0.018371137349901243, 0.09042590723068869]
('easy', 369);2;[0.013700149554569952, 0.004447787356069531, 0.006272385527342645, 0.9755797115325161]
('easy', 370);2;[0.10111237657410088, 0.5297910043007492, 0.047762104761759364, 0.32133446819532463]
('easy', 371);2;[0.04977973314809619, 0.01566388801082183, 0.8034042371264765, 0.13115212858011688]
('easy', 372);2;[0.01948746209456282, 0.03314928969045001, 0.6632255501742953, 0.2841376797313032]
('easy', 373);2;[0.030283310482562168, 0.007192916710740239, 0.0056018491668918926, 0.9569219023758949]
('easy', 374);2;[0.8111524728673071, 0.02527222465743725, 0.013527250297140123, 0.15004812444104862]
('easy', 375);2;[0.045138463189896415, 0.013342904232735615, 0.0061088267006700475, 0.935409775260913]
('easy', 376);2;[0.035782373960922195, 0.01743893630096441, 0.7650608210422524, 0.18171786745618493]
('easy', 377);2;[0.8100697797242261, 0.01102588368083537, 0.011736992082922103, 0.16716733757891497]
('easy', 378);2;[0.024814083627992502, 0.007808097843427415, 0.006678620005534802, 0.9606991655971698]
('easy', 379);2;[0.05360532173254061, 0.006815151867524126, 0.004133598558251194, 0.9354459677744398]
('easy', 380);2;[0.0807885779571755, 0.057287680099758875, 0.6556228585205431, 0.20630088559631884]
('easy', 381);2;[0.2832622919902464, 0.04922359964204586, 0.42522706431291046, 0.24228707785624798]
('easy', 382);2;[0.8996917465037919, 0.015480054702947249, 0.01097700249432902, 0.07385119302252548]
('easy', 383);2;[0.04511507299413673, 0.851258875799582, 0.01105592411604441, 0.09257011926015389]
('easy', 384);2;[0.8348036544181028, 0.020898901494007496, 0.016276080848865192, 0.1280212924683109]
('easy', 385);2;[0.03679210059614423, 0.8913909140499148, 0.007244794162667987, 0.06457214749061471]
('easy', 386);2;[0.05876993857447951, 0.055209247997611635, 0.715964379079707, 0.17005645589833743]
('easy', 387);2;[0.02418651414830937, 0.006309429189650408, 0.0033771940811916923, 0.9661268537549464]
('easy', 388);2;[0.04396545686570383, 0.01776365035328959, 0.570152651797646, 0.36811821947210516]
('easy', 389);2;[0.5101352302509417, 0.08327728211942007, 0.16561665131586611, 0.24097080578240143]
('easy', 390);2;[0.8138690821201249, 0.0405201562378027, 0.01275022982298178, 0.1328604773609079]
('easy', 391);2;[0.0788426579130087, 0.6810966124990739, 0.044923192334967964, 0.19513745242175998]
('easy', 392);2;[0.0393643571063773, 0.8820385257980198, 0.011636078960380578, 0.06696102708837108]
('easy', 393);2;[0.07327785865930393, 0.01635050033798449, 0.7173102187624975, 0.19306142053237954]
('easy', 394);2;[0.7148194557158947, 0.048644072985453216, 0.025236212614422115, 0.21130022120914052]
('easy', 395);2;[0.03815259731937865, 0.016930112433080895, 0.309619448033527, 0.6352978389123299]
('easy', 396);2;[0.02668887536572126, 0.8047219952979862, 0.010129954489582088, 0.15845914908411188]
('easy', 397);2;[0.8656291696653744, 0.019731310223639036, 0.014435734939208978, 0.10020386146823446]
('easy', 398);2;[0.23144732097674825, 0.24637439071113176, 0.09648159767154728, 0.42569674767161664]
('easy', 399);2;[0.01351429785828742, 0.0054602699264133985, 0.0035254152318873453, 0.9775000189918955]
('easy', 400);2;[0.7780175587208761, 0.016922162487110506, 0.023129853734090572, 0.18193039203585168]
('easy', 401);2;[0.15915860985095195, 0.3700548549363317, 0.1542618142205967, 0.3165246910172174]
('easy', 402);2;[0.027125301266185613, 0.009374253278458245, 0.007300675793972966, 0.9561998086095985]
('easy', 403);2;[0.017908684421641625, 0.8106088075452608, 0.006797369903136596, 0.1646851583677439]
('easy', 404);2;[0.01905916891220327, 0.8900683952862047, 0.013099162456023503, 0.07777330846851645]
('easy', 405);2;[0.0437726418901185, 0.7758885961726433, 0.012541068882738069, 0.16779768669420494]
('easy', 406);2;[0.0522693456333682, 0.01863720913769656, 0.7680924499772769, 0.16100091910182085]
('easy', 407);2;[0.9156460541069145, 0.011892168213106919, 0.008173359714447178, 0.06428843864168328]
('easy', 408);2;[0.058100441954579564, 0.05631287928014223, 0.5512416780972963, 0.33434495874893916]
('easy', 409);2;[0.03522508328989066, 0.008632277905989168, 0.004077599356754528, 0.9520650468332673]
('easy', 410);2;[0.9085633226392681, 0.014685560865052561, 0.012959961976126436, 0.06379115335317938]
('easy', 411);2;[0.05019554915545919, 0.022981197015816194, 0.8101150833803098, 0.11670814842230703]
('easy', 412);2;[0.8591303502303789, 0.022540091152775783, 0.014105231981385965, 0.10422432554987306]
('easy', 413);2;[0.7879329119564484, 0.034619357599934446, 0.04882111939983082, 0.1286265177417234]
('easy', 414);2;[0.9207417134052376, 0.012729593516943766, 0.011233826849863819, 0.055294833696122044]
('easy', 415);2;[0.03245744439491833, 0.013530275824068537, 0.005466725608162813, 0.9485455834787848]
('easy', 416);2;[0.7668914782295084, 0.04064376056352179, 0.01591632532597972, 0.1765484481616436]
('easy', 417);2;[0.018902167524486153, 0.00787959573055881, 0.0037220574722368824, 0.9694961381101458]
