confidence_per_choice;id
[8.591658598218467e-10, 0.9999415908602124, 1.6051331443759446e-09, 8.591658598218467e-10];('abstract_algebra', 0)
[1.955217524899302e-08, 3.2236087221471365e-08, 0.9998197880342641, 3.465702682702249e-07];('abstract_algebra', 1)
[1.5227220351019488e-08, 5.713972281622487e-07, 6.474778851787245e-07, 0.9998190730386237];('abstract_algebra', 2)
[8.15197406836693e-09, 1.8553825154416246e-07, 7.734377650551034e-08, 0.9999948740268748];('abstract_algebra', 3)
[4.356908935680043e-09, 0.9984978386505637, 7.183328436759143e-09, 1.3420224312883195e-08];('abstract_algebra', 4)
[0.9999965429424904, 1.3440358680137724e-08, 3.224174437983862e-08, 0];('abstract_algebra', 5)
[0.9999897481064004, 3.2241559891625255e-08, 2.8453076738855012e-08, 1.1032455109242994e-09];('abstract_algebra', 6)
[3.653405561417804e-08, 1.9555270797637174e-08, 0.9999784235841962, 1.5229660210373208e-08];('abstract_algebra', 7)
[3.397127235008719e-09, 0.9996644193054423, 2.2152052228239022e-08, 1.046388854719218e-08];('abstract_algebra', 8)
[1.955549459123185e-08, 1.855371898888086e-07, 0.9999895096921129, 6.023516392883777e-08];('abstract_algebra', 9)
[7.19376255343036e-09, 3.850543620775554e-09, 0.9999485042370907, 9.23697396022109e-09];('abstract_algebra', 10)
[8.149284594525175e-09, 7.191718412948828e-09, 0.9996643001652582, 1.046388854719218e-08];('abstract_algebra', 11)
[0.9992589485806092, 1.1852322955007853e-08, 4.136867195557498e-08, 3.3957473805458928e-09];('abstract_algebra', 12)
[8.15073027073605e-09, 1.4447515094843236e-07, 0.9998413576080499, 4.6904214227378586e-08];('abstract_algebra', 13)
[3.2235287920441394e-08, 3.0583989639810695e-07, 0.9997957170137678, 3.652736664121192e-08];('abstract_algebra', 14)
[4.944412778918927e-09, 0.9999929667012066, 2.335575219706554e-09, 3.850712544050321e-09];('abstract_algebra', 15)
[4.082974747119349e-06, 2.4764493669603218e-06, 0.9668761715061229, 5.242643350995449e-06];('abstract_algebra', 16)
[4.686888977371154e-08, 7.727373550401794e-08, 0.9990878088848497, 9.922144042956496e-08];('abstract_algebra', 17)
[1.818944340665323e-09, 6.023516392883777e-08, 3.653447371565659e-08, 0.9999896288992495];('abstract_algebra', 18)
[0.9999995231630692, 1.3440409951135022e-08, 4.944450501938644e-09, 0];('abstract_algebra', 19)
[0.9999866487378297, 1.275173565969774e-07, 8.315176170715234e-07, 1.9555419993082388e-08];('abstract_algebra', 20)
[0.9992859697418347, 3.221887588987287e-08, 2.5092085772713398e-08, 2.333927541379093e-09];('abstract_algebra', 21)
[4.682117697910161e-08, 9.404275821387907e-07, 3.9202854125175264e-07, 0.9980711067978645];('abstract_algebra', 22)
[3.4595902436049004e-07, 6.948772757702604e-06, 7.873991101103611e-06, 0.9980561445599155];('abstract_algebra', 23)
[0.9998570884900959, 1.725535941243434e-08, 4.1393455383011366e-08, 4.362838099305527e-09];('abstract_algebra', 24)
[1.8513314094972997e-07, 3.052329473953448e-07, 0.9978118244133719, 6.461781547066804e-07];('abstract_algebra', 25)
[4.1390929004094085e-08, 2.2154967786459505e-08, 0.9997959553400235, 1.125122101748674e-07];('abstract_algebra', 26)
[1.8189304632742557e-09, 0.9999831917733143, 2.0611182406953487e-09, 8.592019126124771e-10];('abstract_algebra', 27)
[3.6522490037169975e-08, 3.0579935672522695e-07, 2.1017261933842445e-07, 0.9996633471315791];('abstract_algebra', 28)
[0.9999992847447459, 9.237449661970594e-09, 4.944450501938644e-09, 1.917171513758312e-10];('abstract_algebra', 29)
[1.6052280551856116e-09, 0.9999997615814777, 4.058652126475693e-10, 1.2501528663867426e-09];('abstract_algebra', 30)
[2.6463212540133674e-09, 0.9999038073576505, 6.348194676152696e-09, 2.6463212540133674e-09];('abstract_algebra', 31)
[0.9999482658453687, 1.3439717809173573e-08, 3.653294070029393e-08, 6.691241494101233e-10];('abstract_algebra', 32)
