id;iter;answer_token_len;correct_answer_idx;finish_reasons;frequency_of_answer;is_correct;model_guessed_its_correct;reasoning_token_len;yes_no_probabilities
(0, 0);0;248;0;stop;1.0;True;True;99;[1.0, 5.905303998944039e-10]
(0, 0);1;335;0;stop;1.0;True;True;226;[1.0, 2.7894680928689246e-10]
(0, 0);2;168;0;stop;1.0;True;True;128;[1.0, 1.3176514270095466e-10]
(0, 0);3;313;0;stop;1.0;True;True;228;[1.0, 4.5990553786523166e-10]
(0, 0);4;131;0;stop;1.0;True;True;184;[1.0, 2.172439935079017e-10]
(0, 0);5;192;0;stop;1.0;True;True;90;[1.0, 6.224144622907783e-11]
(0, 0);6;566;0;stop;1.0;True;True;204;[1.0, 9.237449661970594e-09]
(0, 0);7;98;0;stop;1.0;True;True;136;[1.0, 1.3176514270095466e-10]
(0, 0);8;205;0;stop;1.0;True;True;118;[1.0, 2.7894680928689246e-10]
(0, 0);9;210;0;stop;1.0;True;True;82;[1.0, 4.5990553786523166e-10]
(0, 1);0;884;0;stop;1.0;True;False;212;[2.289734845645553e-11, 1.0]
(0, 1);1;723;0;stop;1.0;True;False;185;[0, 1.0]
(0, 1);2;399;0;stop;1.0;True;False;89;[1.3887943864964021e-11, 1.0]
(0, 1);3;513;0;stop;1.0;True;False;302;[0, 1.0]
(0, 1);4;551;0;stop;1.0;True;False;183;[0, 1.0]
(0, 1);5;584;0;stop;1.0;True;False;298;[2.9400777392844726e-11, 1.0]
(0, 1);6;562;0;stop;1.0;True;False;371;[0, 1.0]
(0, 1);7;452;0;stop;1.0;True;False;112;[0, 1.0]
(0, 1);8;223;0;stop;1.0;True;False;86;[0, 1.0]
(0, 1);9;445;0;stop;1.0;True;False;202;[0, 1.0]
(0, 2);0;808;0;stop;1.0;True;False;65;[1.783247290814639e-11, 1.0]
(0, 2);1;801;0;stop;1.0;True;False;235;[0, 1.0]
(0, 2);2;529;0;stop;1.0;True;False;234;[0, 1.0]
(0, 2);3;741;0;stop;1.0;True;False;351;[0, 1.0]
