id;iter;answer_token_len;correct_answer_idx;finish_reasons;frequency_of_answer;is_correct;model_guessed_its_correct;reasoning_token_len;yes_no_probabilities
(0, 0);0;295;0;stop;0.8;True;True;1183;[0.9999986886995842, 6.47594599989589e-07]
(0, 0);1;220;0;stop;0.8;True;True;438;[0.9999995231630692, 4.139937718785167e-08]
(0, 0);2;199;0;stop;0.8;True;True;538;[0.9999980926550052, 7.338201193668986e-07]
(0, 0);3;8;0;stop;0.2;False;False;743;[0, 0.9999992847447459]
(0, 0);4;155;0;stop;0.8;True;True;338;[0.999997854237364, 6.47593982395546e-07]
(0, 0);5;339;0;stop;0.8;True;True;494;[0.9999941587791524, 3.288741062985334e-06]
(0, 0);6;215;0;stop;0.8;True;True;1122;[0.999998927117538, 5.043471815847051e-07]
(0, 0);7;205;0;stop;0.2;False;False;546;[3.2241867372567335e-08, 0.9999996423722521]
(0, 0);8;93;0;stop;0.8;True;True;1064;[0.9999947548186582, 2.3823583075050818e-07]
(0, 0);9;312;0;stop;0.8;True;True;808;[0.999995112442896, 2.902306569341241e-06]
(0, 1);0;182;0;stop;1.0;True;False;1060;[2.335593038799337e-09, 0.9999998807907247]
(0, 1);1;202;0;stop;1.0;True;False;1224;[0, 0.9999995231630692]
(0, 1);2;167;0;stop;1.0;True;False;440;[0, 0.9999998807907247]
(0, 1);3;188;0;stop;1.0;True;False;732;[4.363462252943702e-09, 0.9999997615814777]
(0, 1);4;142;0;stop;1.0;True;False;1022;[0, 0.9999996423722521]
(0, 1);5;209;0;stop;1.0;True;False;418;[0, 0.9999991655356624]
(0, 1);6;110;0;stop;1.0;True;False;1558;[0, 0.9999991655356624]
(0, 1);7;333;0;stop;1.0;True;False;514;[0, 0.9999995231630692]
(0, 1);8;304;0;stop;1.0;True;False;350;[0, 0.9999988079084972]
(0, 1);9;163;0;stop;1.0;True;False;2194;[7.194133030325383e-09, 0.9999992847447459]
(0, 2);0;332;0;stop;0.3;True;False;1188;[1.0467401794744658e-08, 0.9999994039539004]
(0, 2);1;142;0;stop;0.7;False;True;130;[0.9999934435319415, 6.144171336422507e-06]
(0, 2);2;380;0;stop;0.7;False;True;214;[0.9999979734461775, 1.370956471489639e-06]
(0, 2);3;259;0;stop;0.3;True;False;382;[0, 1.0]
(0, 2);4;183;0;stop;0.7;False;True;362;[0.9999991655356624, 1.4449788680693535e-07]
(0, 2);5;110;0;stop;0.7;False;True;200;[0.9999985694905718, 1.0677029917933763e-06]
(0, 2);6;269;0;stop;0.7;False;True;439;[0.9999990463265931, 3.4663241069161144e-07]
(0, 2);7;513;0;stop;0.7;False;True;3320;[0.9999990463265931, 3.4663241069161144e-07]
(0, 2);8;136;0;stop;0.3;True;False;1014;[2.9989608248573072e-09, 0.9999996423722521]
(0, 2);9;634;0;stop;0.7;False;True;523;[0.9999940395710211, 4.785090011545999e-06]
(0, 3);0;123;0;stop;0.9;True;False;1573;[0, 0.9999984502816872]
(0, 3);1;240;0;stop;0.9;True;False;448;[0, 0.9999996423722521]
(0, 3);2;222;0;stop;0.9;True;False;678;[0, 0.9999991655356624]
(0, 3);3;116;0;stop;0.9;True;False;2325;[8.152005165739432e-09, 0.999998927117538]
(0, 3);4;283;0;stop;0.1;False;True;756;[0.9999948740268748, 3.7266354020539563e-06]
(0, 3);5;197;0;stop;0.9;True;False;1341;[0, 1.0]
(0, 3);6;152;0;stop;0.9;True;False;913;[0, 0.9999991655356624]
(0, 3);7;237;0;stop;0.9;True;False;556;[0, 0.9999994039539004]
(0, 3);8;242;0;stop;0.9;True;False;1061;[0, 0.999998927117538]
(0, 3);9;368;0;stop;0.9;True;False;693;[0, 0.999998927117538]
(1, 0);0;786;0;stop;1.0;True;True;454;[0.9999992847447459, 1.275189375371399e-07]
(1, 0);1;908;0;stop;1.0;True;True;378;[0.9999911785905904, 3.9278298325024844e-07]
