id;amount_answer_tokens;confidence_per_choice
('easy', 301);2;[0.022549352416405835, 0.9007307359857917, 0.00939996859074539, 0.06731993123519346]
('easy', 302);2;[0.02267979428618792, 0.006704132787082065, 0.8780683110644985, 0.0925477204776125]
('easy', 303);2;[0.03940632189137346, 0.02176223781642366, 0.8968837054932741, 0.04194781129970059]
('easy', 304);2;[0.9809453369180376, 0.0017789384446648166, 0.006713643552724592, 0.010562043861040838]
('easy', 305);2;[0.9135937745038916, 0.0023002344543959353, 0.01365712077945724, 0.07044878940387908]
('easy', 306);2;[0.021635716543181346, 0.8916693841051961, 0.01793663900699473, 0.06875816497432363]
('easy', 307);2;[0.019055965619144237, 0.9181678215501285, 0.018469675193113176, 0.04430644750835619]
('easy', 308);2;[0.030416314435063065, 0.0038669995068283587, 0.9171115063213213, 0.048605132071498545]
('easy', 309);2;[0.8985628411374664, 0.006546440146783377, 0.02113217269097138, 0.0737585301277994]
('easy', 310);2;[0.007753765349020997, 0.004776956254614486, 0.048245549098375515, 0.9392237122814252]
('easy', 311);2;[0.08257458249403024, 0.008435524666435103, 0.8604468314539508, 0.0485430928189798]
('easy', 312);2;[0.03752499690531774, 0.7537097558088633, 0.03525147227489074, 0.17351382774848179]
('easy', 313);2;[0.9111462214700823, 0.004154027595644649, 0.012209366078862605, 0.07249034413034375]
('easy', 314);2;[0.026390911637391525, 0.003103078535617874, 0.010662892194278111, 0.9598430668150705]
('easy', 315);2;[0.04273049172508653, 0.011500755827209646, 0.8855090614002216, 0.06025965191589467]
('easy', 316);2;[0.019070677945562785, 0.9188766737346097, 0.014852258917706869, 0.04720038122457753]
('easy', 317);2;[0.12395528810310129, 0.5731633769019433, 0.048541588277518144, 0.2543397067372255]
('easy', 318);2;[0.012028654964613118, 0.9261552879309085, 0.01983190402636416, 0.041984141153273896]
('easy', 319);2;[0.9283559915247318, 0.0031948508753039456, 0.009101283179733745, 0.0593478072283251]
('easy', 320);2;[0.9409008359767371, 0.005094124931642282, 0.020787205205667982, 0.033217859335847554]
('easy', 321);2;[0.6618359008020538, 0.012506736668398211, 0.022646779831479363, 0.3030105644357673]
('easy', 322);2;[0.049647516894758756, 0.012951331682303608, 0.852947823209422, 0.08445327113247122]
('easy', 323);2;[0.015549396018568641, 0.9620072531905435, 0.010521247633535975, 0.011922135480274296]
('easy', 324);2;[0.9721767594446982, 0.0014166394558821549, 0.0028173239668015117, 0.023589170388968933]
('easy', 325);2;[0.018265846700981858, 0.005930052199863134, 0.8800978724262286, 0.09570619363521554]
('easy', 326);2;[0.01720663961232018, 0.003084980490355331, 0.010436354475498089, 0.9692719832114234]
('easy', 327);2;[0.03607061151408613, 0.016006240648540043, 0.8739110111949938, 0.07401208926514617]
('easy', 328);2;[0.853703724157932, 0.0027599404463083082, 0.016644571081266255, 0.126891717171216]
('easy', 329);2;[0.8775395792713511, 0.002665114243476181, 0.018212750483221598, 0.10158259010366959]
('easy', 330);2;[0.027944519000812837, 0.024660951462433703, 0.7915325404156899, 0.15586199386683547]
('easy', 331);2;[0.03096947057780264, 0.9050605495177232, 0.012909996053436953, 0.051060024883945]
('easy', 332);2;[0.019337579788657223, 0.9317366823911869, 0.016031416719933633, 0.03289433129957142]
('easy', 333);2;[0.02135501977580245, 0.0065129130571036555, 0.8530233742781395, 0.1191087367796871]
('easy', 334);2;[0.005181903708512328, 0.0022994558317515176, 0.0050224732921463665, 0.9874961534879687]
('easy', 335);2;[0.025915005354374587, 0.01014846191213246, 0.8581871787619707, 0.10574940149140195]
('easy', 336);2;[0.8419498225746588, 0.009353218779346107, 0.034751423615846086, 0.11394553129252227]
('easy', 337);2;[0.022007674403916138, 0.007034073552110839, 0.9357901279596009, 0.035168163561453004]
