id;amount_answer_tokens;confidence_per_choice;finish_reason
('easy', 100);4086;[6.972461237280711e-05, 2.409618126305624e-05, 0, 0.9915781072237471];stop
('easy', 101);257;[0.00010600823782667696, 0, 0.0001278703431543512, 0.9733676535388247];stop
('easy', 102);4086;[0.0003509779158326575, 3.475151970702358e-05, 0.9828615106272219, 0.0001878649406072062];stop
('easy', 103);4086;[0.0020771504731982656, 0.5759363256589479, 0.007249967525716097, 0.017391767979504116];stop
('easy', 104);4086;[0.00041522213708376077, 0, 0, 0.9639683743034879];stop
('easy', 105);4086;[0.000510304481977637, 0.0012241568142168317, 6.487790339852716e-05, 0.982158053002778];stop
('easy', 106);4086;[0.0001569760151746709, 6.14726907957037e-05, 2.1244393475018896e-05, 0.9906263400845796];stop
('easy', 107);4086;[0.9264532465864562, 0.0009573019520152222, 0.05226691560314895, 0.006644992623303188];stop
('easy', 108);198;[0.00032969060005806356, 0, 0.001572865885479814, 0.8673124698722936];stop
('easy', 109);4086;[0.001145118862161261, 0.0001756095814030487, 0.004821130486675549, 0.9779987218528862];stop
('easy', 110);4086;[0.9890938722466838, 5.0883782456402805e-05, 4.780088992490396e-05, 0.00022804529169232022];stop
('easy', 111);4086;[0.0012248948630626875, 0.0012248948630626875, 0.0018971542765527979, 0.982750165086084];stop
('easy', 112);4086;[0.00015461338259392757, 3.0445180175557258e-05, 0.9757167876341485, 0.00022496114425924388];stop
('easy', 113);4086;[0.9881571095003393, 0.00010109869909171499, 0.0007017637308026022, 0.0007017637308026022];stop
('easy', 114);3781;[0.000513902851855577, 2.257930472420419e-05, 0.0010220178572103835, 0.9890834935299933];stop
('easy', 115);4086;[9.510966848582674e-05, 2.900681002599842e-05, 5.7686929971758357e-05, 0.9895744771629221];stop
('easy', 116);4086;[0.9832936597106109, 3.700906740018656e-05, 2.8822690672007694e-05, 0.00037377833984056147];stop
('easy', 117);314;[0.915164765881867, 0, 4.7080544819598775e-05, 3.6666365172931896e-05];stop
('easy', 118);4086;[0.016233226573965812, 0.8863041268004488, 0.020843875515822972, 0.030327659922892956];stop
('easy', 119);4086;[4.948191857723017e-05, 0.9618435611315739, 4.648396068452283e-05, 0.00014318067890491056];stop
('easy', 120);4086;[0.002737505434742668, 0.9746196667792296, 0.0002710497435083696, 0.0016603809773013897];stop
('easy', 121);4086;[0.0059214086651174225, 0.5674054865520777, 0.2680233577135056, 0.08701444439135918];stop
('easy', 122);4086;[0.00047944681916148687, 0.004842241339675452, 0.0009534938539384942, 0.9822811106167194];stop
('easy', 123);4086;[0.00013776144998708326, 0.0005448571041597002, 0.9851247321191893, 0.0006572231206493484];stop
('easy', 124);4086;[6.836649652042806e-05, 0.9722645356790268, 0.00019782501704874344, 0.001556015030682511];stop
('easy', 125);4086;[0.0002753171056282221, 2.5608479950967366e-05, 4.222124560545767e-05, 0.9899640634488261];stop
('easy', 126);188;[0.00024427872703673063, 0, 0.0001787181345192627, 0.8251416596099523];stop
('easy', 127);4086;[0.0003285039284120914, 4.1764587709724184e-05, 0.9792563982305648, 0.00012084984160686368];stop
('easy', 128);4086;[0.8934537721234544, 0, 0, 0];stop
('easy', 129);4086;[0.0036039363253006556, 0.9387287720700461, 0.0036039363253006556, 0.0412448671291045];stop
('easy', 130);1547;[0.006131835349051568, 9.911188747991922e-05, 0.0005033316961888719, 0.9100451705157895];stop
('easy', 131);4086;[0.9916082306452735, 1.7629664003969664e-05, 1.004507975523891e-05, 1.0692931738839788e-05];stop
('easy', 132);4086;[0.00015237420023002967, 0.961586110686221, 5.265911453081056e-05, 0.0006828937877724279];stop
('easy', 133);4086;[0.9872551161345732, 7.389784292406634e-05, 1.2841519577396579e-05, 1.5489829362787482e-05];stop
('easy', 134);4086;[0.003318174008371074, 0.00047802828918127314, 0.8642955509396739, 0.05525257096201091];stop
('easy', 135);295;[0.0009549211937040832, 4.466227985380255e-05, 0.0003100176694967205, 0.9241492417687663];stop
('easy', 136);4086;[0.970048848048578, 0.0007333343218915673, 0.0011358104167739757, 0.02013272135889283];stop
('easy', 137);4086;[0.9581919136791684, 9.803289785407112e-05, 0.028934888286162384, 0.00026648104482790327];stop
('easy', 138);4086;[0.0008301829656557609, 4.133237606893941e-05, 0.9691221548098757, 0.000688245851945985];stop
('easy', 139);4086;[0.00045489036657203976, 5.1037308993521754e-05, 8.957326682780209e-05, 0.9920774379899795];stop
('easy', 140);4086;[0.000195568958605863, 0, 0.9611762453698097, 0.0003653709163146332];stop
('easy', 141);4086;[0.00012987682396544399, 2.897943653097894e-05, 0.9886406494107983, 9.501991425107057e-05];stop
('easy', 142);4086;[0.0024652673545878107, 0.0004560286063974299, 0.8776958556716798, 0.004605725769198306];stop
('easy', 143);4086;[0.0002195128198918756, 0, 0.9520856854129759, 0.00024874061228881574];stop
('easy', 144);4086;[0.0017337656752509016, 0.9560363425626466, 0.00023463978061093733, 0.0030428535224270113];stop
('easy', 145);4086;[9.507294060166627e-05, 1.7586725645800217e-05, 0.000114679856855134, 0.9891921958855774];stop
('easy', 146);4086;[0.00039902572072753485, 0.986112781630863, 0.00012169596909440949, 0.0007935574021379278];stop
('easy', 147);4086;[7.167043519881034e-05, 0.957497189899163, 0.0007705294264570913, 0.0008202243048967299];stop
('easy', 148);4086;[0.00021260152327008596, 2.8772487368292386e-05, 1.9775022092376034e-05, 0.9815810101885208];stop
('easy', 149);4086;[0.9853231786085475, 0.00031051269660122, 0.00024182753126664367, 0.0012281015384987845];stop
('easy', 150);351;[5.7244120726354826e-05, 0, 4.188069338870958e-05, 0.9819790412372391];stop
('easy', 151);259;[0.00011461731585689502, 0, 3.961068444533714e-05, 0.9287539652135206];stop
('easy', 152);210;[0.8659949301593975, 0, 4.742428703681127e-05, 0.0003092451976776624];stop
('easy', 153);4086;[0.9768060316953154, 0.00010638275578260452, 0.0003713123024411967, 0.0001987491534313503];stop
('easy', 154);4086;[8.313495718676534e-05, 0.9801544785131907, 4.73688707397595e-05, 8.313495718676534e-05];stop
('easy', 155);4086;[0.00048137358689278556, 2.2514152993756513e-05, 0.9862289481621479, 0.00014681071931972492];stop
('easy', 156);4086;[0.0013459620431949845, 5.555448828883678e-05, 0.95299425083202, 0.00043696989829393744];stop
('easy', 157);4086;[0.9793215612310497, 0.00021211223685188308, 0.0001551846275716695, 0.0001992610060812449];stop
('easy', 158);4086;[7.153434251879934e-05, 0.9556792037869736, 4.075903974563086e-05, 9.777585345161685e-05];stop
('easy', 159);4086;[0.000145154992416768, 3.0426139312385825e-05, 0.9751063674884759, 0.0008891817056375732];stop
('easy', 160);4086;[0.9595760425261598, 0.00020783551584212007, 0.00019524339849866468, 0.00032190194406852993];stop
('easy', 161);336;[0.00019743092072572674, 0, 0.00011249274770033152, 0.9703268981022213];stop
('easy', 162);4086;[4.7937022290042945e-05, 0.93181399842175, 4.230427369009161e-05, 0.00020182240223235907];stop
('easy', 163);4086;[0.9912192232563275, 0.00014755352301922046, 0.001024224457018057, 0.0013151302352043866];stop
('easy', 164);4086;[0.0005423497672041356, 5.369992458232254e-05, 0.9805915853162799, 0.0003090217297027392];stop
('easy', 165);329;[0.00048556331689603963, 5.1177972672964506e-05, 0.87791907185201, 0.0010279375499354212];stop
('easy', 166);4086;[0.0005384048267927346, 3.6638890803644544e-05, 0.9734586940872235, 0.0012915660371457256];stop
