correct_answer_idx;model_guessed_its_correct;id;yes_no_probabilities;answer_token_len;reasoning_token_len;frequency_of_answer;is_correct;iter
1;False;(0, 0);[0, 1.0];381;0;1.0;True;0
1;False;(0, 0);[0, 1.0];490;0;1.0;True;1
1;False;(0, 0);[0, 1.0];444;0;1.0;True;2
1;False;(0, 0);[0, 1.0];401;0;1.0;True;3
1;False;(0, 0);[0, 1.0];528;0;1.0;True;4
1;False;(0, 0);[0, 1.0];463;0;1.0;True;5
1;False;(0, 0);[0, 1.0];480;0;1.0;True;6
1;False;(0, 0);[0, 1.0];537;0;1.0;True;7
1;False;(0, 0);[0, 1.0];600;0;1.0;True;8
1;False;(0, 0);[0, 1.0];535;0;1.0;True;9
1;True;(0, 1);[1.0, 2.413362771833214e-12];444;0;1.0;True;0
1;True;(0, 1);[1.0, 6.224144622907783e-11];541;0;1.0;True;1
1;True;(0, 1);[1.0, 2.543665647376923e-13];385;0;1.0;True;2
1;True;(0, 1);[1.0, 1.0815941557285693e-11];530;0;1.0;True;3
1;True;(0, 1);[1.0, 4.1937956583795446e-13];536;0;1.0;True;4
1;True;(0, 1);[1.0, 3.97896253583724e-12];475;0;1.0;True;5
1;True;(0, 1);[1.0, 3.775134544279098e-11];480;0;1.0;True;6
1;True;(0, 1);[1.0, 1.3887943864964021e-11];479;0;1.0;True;7
1;True;(0, 1);[1.0, 2.543665647376923e-13];370;0;1.0;True;8
1;True;(0, 1);[1.0, 0];464;0;1.0;True;9
1;False;(0, 2);[1.8064461965456932e-16, 1.0];455;0;1.0;True;0
1;False;(0, 2);[0, 1.0];492;0;1.0;True;1
1;False;(0, 2);[0, 1.0];433;0;1.0;True;2
1;False;(0, 2);[0, 1.0];483;0;1.0;True;3
1;False;(0, 2);[0, 1.0];454;0;1.0;True;4
1;False;(0, 2);[5.175555005801869e-17, 1.0];528;0;1.0;True;5
1;False;(0, 2);[2.444759076612131e-17, 1.0];436;0;1.0;True;6
1;False;(0, 2);[1.1548224173015786e-17, 1.0];483;0;1.0;True;7
1;False;(0, 2);[5.175555005801869e-17, 1.0];427;0;1.0;True;8
1;False;(0, 2);[3.8242466280971355e-16, 1.0];476;0;1.0;True;9
1;False;(0, 3);[0, 1.0];598;0;1.0;True;0
1;False;(0, 3);[0, 1.0];520;0;1.0;True;1
1;False;(0, 3);[0, 1.0];446;0;1.0;True;2
1;False;(0, 3);[0, 1.0];392;0;1.0;True;3
1;False;(0, 3);[0, 1.0];552;0;1.0;True;4
1;False;(0, 3);[0, 1.0];500;0;1.0;True;5
1;False;(0, 3);[0, 1.0];437;0;1.0;True;6
1;False;(0, 3);[0, 1.0];514;0;1.0;True;7
1;False;(0, 3);[0, 1.0];491;0;1.0;True;8
1;False;(0, 3);[0, 1.0];425;0;1.0;True;9
1;False;(1, 0);[1.0956650033262367e-16, 1.0];428;0;1.0;True;0
1;False;(1, 0);[0, 1.0];467;0;1.0;True;1
1;False;(1, 0);[0, 1.0];457;0;1.0;True;2
1;False;(1, 0);[0, 1.0];524;0;1.0;True;3
1;False;(1, 0);[9.862862046580453e-15, 1.0];342;0;1.0;True;4
1;False;(1, 0);[1.4068617124461467e-16, 1.0];436;0;1.0;True;5
1;False;(1, 0);[0, 1.0];452;0;1.0;True;6
1;False;(1, 0);[1.334793228597603e-15, 1.0];270;0;1.0;True;7
1;False;(1, 0);[0, 1.0];496;0;1.0;True;8
1;False;(1, 0);[0, 1.0];500;0;1.0;True;9
1;True;(1, 1);[1.0, 3.2661313427874473e-13];315;0;1.0;True;0
1;True;(1, 1);[1.0, 6.914400106940203e-13];298;0;1.0;True;1
1;True;(1, 1);[1.0, 4.1937956583795446e-13];297;0;1.0;True;2
1;True;(1, 1);[1.0, 3.2661313427874473e-13];283;0;1.0;True;3
1;True;(1, 1);[1.0, 8.878265478459658e-13];290;0;1.0;True;4
1;True;(1, 1);[1.0, 7.287724095819692e-14];277;0;1.0;True;5
1;True;(1, 1);[1.0, 3.442477108469977e-14];290;0;1.0;True;6
1;True;(1, 1);[1.0, 5.109089028063325e-12];303;0;1.0;True;7
1;True;(1, 1);[1.0, 4.420228103641173e-14];256;0;1.0;True;8
1;True;(1, 1);[1.0, 4.420228103641173e-14];252;0;1.0;True;9
1;False;(1, 2);[5.384940217754036e-13, 1.0];386;0;1.0;True;0
1;False;(1, 2);[0, 1.0];444;0;1.0;True;1
1;False;(1, 2);[0, 1.0];457;0;1.0;True;2
1;False;(1, 2);[4.658886145103398e-15, 1.0];462;0;1.0;True;3
1;False;(1, 2);[0, 1.0];385;0;1.0;True;4
1;False;(1, 2);[9.357622968840175e-14, 1.0];292;0;1.0;True;5
1;False;(1, 2);[2.3195228302435696e-16, 1.0];488;0;1.0;True;6
1;False;(1, 2);[1.026187963170189e-10, 1.0];379;0;1.0;True;7
1;False;(1, 2);[1.4068617124461467e-16, 1.0];442;0;1.0;True;8
1;False;(1, 2);[0, 1.0];463;0;1.0;True;9
1;False;(1, 3);[9.357622968840175e-14, 1.0];304;0;1.0;True;0
1;False;(1, 3);[0, 1.0];339;0;1.0;True;1
1;False;(1, 3);[6.305116760146989e-16, 1.0];367;0;1.0;True;2
1;False;(1, 3);[4.658886145103398e-15, 1.0];327;0;1.0;True;3
1;False;(1, 3);[7.681204685202095e-15, 1.0];323;0;1.0;True;4
1;False;(1, 3);[1.463778514125909e-12, 1.0];353;0;1.0;True;5
1;False;(1, 3);[0, 1.0];438;0;1.0;True;6
1;False;(1, 3);[1.2664165549094176e-14, 1.0];437;0;1.0;True;7
1;False;(1, 3);[1.4068617124461467e-16, 1.0];384;0;1.0;True;8
1;False;(1, 3);[6.914400106940203e-13, 1.0];371;0;1.0;True;9
3;False;(2, 0);[2.825757287115611e-15, 1.0];368;0;1.0;True;0
3;False;(2, 0);[1.626111044617819e-14, 1.0];406;0;1.0;True;1
3;False;(2, 0);[0, 1.0];395;0;1.0;True;2
3;False;(2, 0);[0, 1.0];385;0;1.0;True;3
3;False;(2, 0);[0, 1.0];521;0;1.0;True;4
3;False;(2, 0);[0, 1.0];393;0;1.0;True;5
3;False;(2, 0);[0, 1.0];602;0;1.0;True;6
3;False;(2, 0);[0, 1.0];489;0;1.0;True;7
3;False;(2, 0);[0, 1.0];400;0;1.0;True;8
3;False;(2, 0);[0, 1.0];356;0;1.0;True;9
3;False;(2, 1);[0, 1.0];461;0;1.0;True;0
3;False;(2, 1);[0, 1.0];332;0;1.0;True;1
3;False;(2, 1);[0, 1.0];519;0;1.0;True;2
3;False;(2, 1);[0, 1.0];357;0;1.0;True;3
3;False;(2, 1);[0, 1.0];468;0;1.0;True;4
3;False;(2, 1);[0, 1.0];427;0;1.0;True;5
