id;iter;answer_token_len;correct_answer_idx;finish_reasons;frequency_of_answer;is_correct;model_guessed_its_correct;reasoning_token_len;yes_no_probabilities
(7, 2);0;1198;3;stop/stop;1.0;False;True;4760;[0.6861967139207956, 0.277248526579117]
(7, 2);1;875;3;stop/stop;1.0;False;True;2284;[0.9087594917536242, 0.08065699436981653]
(7, 2);2;938;3;stop;1.0;False;True;2986;[0.823532228922231, 0.16216311078172033]
(7, 2);3;732;3;stop;1.0;False;True;2818;[0.8627964995997904, 0.11098529298349835]
(7, 2);4;657;3;stop/stop;1.0;False;True;2103;[0.8947749278045473, 0.0645645734966156]
(7, 2);5;718;3;stop;1.0;False;True;2746;[0.9485850582313217, 0.03922932980490846]
(7, 2);6;813;3;stop;1.0;False;True;2899;[0.9330100998976232, 0.045553376742833926]
(7, 2);7;857;3;stop;1.0;False;True;2513;[0.9472510435517563, 0.042440174119710974]
(7, 2);8;620;3;stop;1.0;False;True;2765;[0.853895682851678, 0.13094913047368723]
(7, 2);9;899;3;stop;1.0;False;True;2971;[0.8818482562031511, 0.10409471918917353]
(7, 3);0;797;3;stop;1.0;True;True;1508;[0.9983785261229022, 1.4715294635395582e-05]
(7, 3);1;533;3;stop;1.0;True;True;1494;[0.9969384513594582, 1.4241987886857939e-05]
(7, 3);2;883;3;stop;1.0;True;True;1560;[0.9956323773010802, 3.465729345652621e-05]
(7, 3);3;679;3;stop;1.0;True;True;1292;[0.9952548484427564, 4.5896074206951885e-05]
(7, 3);4;875;3;stop;1.0;True;True;2223;[0.9969396360895221, 2.3117050189648382e-05]
(7, 3);5;636;3;stop;1.0;True;True;1644;[0.981698524448206, 4.744351254563017e-05]
(7, 3);6;709;3;stop;1.0;True;True;1964;[0.9936801406859811, 3.9812085863627824e-05]
(7, 3);7;599;3;stop;1.0;True;True;1967;[0.997504754005825, 3.58246760553729e-05]
(7, 3);8;656;3;stop;1.0;True;True;1396;[0.9976926758585167, 2.7046990948941293e-05]
(7, 3);9;823;3;stop;1.0;True;True;1199;[0.9949362504825815, 2.494526811691239e-05]
(8, 0);0;1199;0;stop;1.0;True;True;959;[0.9940075924007347, 0.0001650709699645415]
(8, 0);1;1315;0;stop;1.0;True;True;980;[0.9717578150512446, 0.011763998882283432]
(8, 0);2;833;0;stop;1.0;True;True;612;[0.961427081881306, 0.010680488771602424]
(8, 0);3;1355;0;stop;1.0;True;True;1171;[0.9780534552965628, 0.00022549985373016788]
(8, 0);4;1069;0;stop;1.0;True;True;1448;[0.9871054865028117, 8.242650140437838e-05]
(8, 0);5;1021;0;stop;1.0;True;True;617;[0.7529063708345344, 0.11785424643157878]
(8, 0);6;1339;0;stop;1.0;True;True;742;[0.887029895349682, 0.03140786512787838]
(8, 0);7;1109;0;stop;1.0;True;True;1024;[0.9574701991311628, 7.871232196843786e-05]
(8, 0);8;969;0;stop;1.0;True;True;1622;[0.9809440743560763, 7.575626386857746e-05]
(8, 0);9;775;0;stop/stop;1.0;True;True;935;[0.8013209177979175, 0.10029707760207159]
(8, 1);0;1233;0;stop;1.0;False;True;2537;[0.9320889919512751, 0.04095312972947508]
(8, 1);1;1574;0;stop;1.0;False;True;1171;[0.9235738594438584, 0.033575534574465375]
(8, 1);2;1152;0;stop/stop;1.0;False;True;2448;[0.9164635420337852, 0.05090174533324383]
(8, 1);3;1171;0;stop;1.0;False;True;913;[0.8865314609506256, 0.06523144925902585]
(8, 1);4;1355;0;stop;1.0;False;True;1278;[0.9573720692937894, 0.016699249662863545]
(8, 1);5;1280;0;stop/stop;1.0;False;True;948;[0.9430193653184336, 0.023424310749248403]
(8, 1);6;1365;0;stop;1.0;False;True;2501;[0.8444820997449198, 0.11699850523612175]
(8, 1);7;1321;0;stop;1.0;False;True;1569;[0.8843218425507064, 0.04629871211988225]
(8, 1);8;1291;0;stop;1.0;False;True;1118;[0.9587395844940239, 0.015196852187798164]
(8, 1);9;1112;0;stop;1.0;False;True;809;[0.9484446654792464, 0.02875264443607501]
(8, 2);0;1300;0;stop;1.0;False;True;727;[0.9855115165846985, 3.222657684247173e-05]
(8, 2);1;1108;0;stop;1.0;False;True;725;[0.995129226214428, 1.421613725062566e-05]
(8, 2);2;1263;0;stop;1.0;False;True;631;[0.9892422398328854, 4.780809313158347e-05]
(8, 2);3;1039;0;stop;1.0;False;True;1004;[0.995284841631923, 1.7150616972747258e-05]
(8, 2);4;1054;0;stop;1.0;False;True;731;[0.9985874606862609, 8.788747522417677e-06]
(8, 2);5;1354;0;stop;1.0;False;True;697;[0.9981194403071354, 2.0108206289700953e-05]
(8, 2);6;1166;0;stop;1.0;False;True;2409;[0.9865587006326556, 2.0506213123381193e-05]
(8, 2);7;1011;0;stop/stop;1.0;False;True;650;[0.9966377200790678, 3.2085113872313504e-05]
(8, 2);8;1244;0;stop;1.0;False;True;1067;[0.9667776683135725, 2.9238133068089862e-05]
(8, 2);9;1438;0;stop/stop;1.0;False;True;2205;[0.9025620046245647, 0.02481597094796288]
(8, 3);0;1236;0;stop/stop;1.0;False;True;1081;[0.9952646491031371, 7.3762407170120245e-06]
