id;iter;answer_token_len;correct_answer;extracted_number;finish_reasons;finish_reasons_post;frequency_of_answer;is_correct;reasoning_token_len
0;0;113;72.0;72;stop;stop;1.0;True;106
0;1;151;72.0;72;stop;stop;1.0;True;194
0;2;152;72.0;72;stop;stop;1.0;True;131
0;3;88;72.0;72;stop;stop;1.0;True;110
0;4;90;72.0;72;stop;stop;1.0;True;129
0;5;151;72.0;72;stop;stop;1.0;True;117
0;6;84;72.0;72;stop;stop;1.0;True;126
0;7;62;72.0;72;stop;stop;1.0;True;52
0;8;148;72.0;72;stop;stop;1.0;True;107
0;9;77;72.0;72;stop;stop;1.0;True;117
1;0;124;10.0;10;stop;stop;1.0;True;71
1;1;121;10.0;10;stop;stop;1.0;True;97
1;2;126;10.0;10;stop;stop;1.0;True;81
1;3;114;10.0;10;stop;stop;1.0;True;83
1;4;98;10.0;10;stop;stop;1.0;True;74
1;5;127;10.0;10;stop;stop;1.0;True;63
1;6;85;10.0;10;stop;stop;1.0;True;77
1;7;128;10.0;10;stop;stop;1.0;True;103
1;8;117;10.0;10.0;stop;stop;1.0;True;67
1;9;103;10.0;10;stop;stop;1.0;True;98
2;0;131;5.0;5;stop;stop;1.0;True;122
2;1;192;5.0;5;stop;stop;1.0;True;132
2;2;128;5.0;5;stop;stop;1.0;True;133
2;3;166;5.0;5;stop;stop;1.0;True;182
2;4;130;5.0;5;stop;stop;1.0;True;126
2;5;202;5.0;5;stop;stop;1.0;True;145
2;6;183;5.0;5;stop;stop;1.0;True;100
2;7;200;5.0;5;stop;stop;1.0;True;112
2;8;173;5.0;5;stop;stop;1.0;True;149
2;9;197;5.0;5;stop;stop;1.0;True;161
3;0;136;42.0;42;stop;stop;1.0;True;81
3;1;143;42.0;42;stop;stop;1.0;True;145
3;2;112;42.0;42;stop;stop;1.0;True;97
3;3;136;42.0;42;stop;stop;1.0;True;132
3;4;104;42.0;42;stop;stop;1.0;True;127
3;5;163;42.0;42;stop;stop;1.0;True;97
3;6;113;42.0;42;stop;stop;1.0;True;91
3;7;129;42.0;42;stop;stop;1.0;True;75
3;8;156;42.0;42;stop;stop;1.0;True;148
3;9;117;42.0;42;stop;stop;1.0;True;86
4;0;205;624.0;624;stop;stop;1.0;True;294
4;1;216;624.0;624;stop;stop;1.0;True;428
4;2;130;624.0;624;stop;stop;1.0;True;137
4;3;125;624.0;624;stop;stop;1.0;True;143
4;4;233;624.0;624;stop;stop;1.0;True;322
4;5;208;624.0;624;stop;stop;1.0;True;491
4;6;200;624.0;624;stop;stop;1.0;True;273
4;7;146;624.0;624;stop;stop;1.0;True;147
4;8;188;624.0;624;stop;stop;1.0;True;466
4;9;202;624.0;624;stop;stop;1.0;True;268
5;0;246;35.0;35;stop;stop;1.0;True;308
5;1;274;35.0;35;stop;stop;1.0;True;328
5;2;266;35.0;35;stop;stop;1.0;True;302
5;3;213;35.0;35;stop;stop;1.0;True;200
5;4;240;35.0;35;stop;stop;1.0;True;230
5;5;266;35.0;35;stop;stop;1.0;True;258
