correct_answer_idx;id;model_guessed_its_correct;yes_no_probabilities;answer_token_len;reasoning_token_len;frequency_of_answer;is_correct;iter
1;(0, 0);False;[3.114788234688097e-05, 0.9982370279927745];473;0;1.0;True;0
1;(0, 0);False;[2.428227510969928e-05, 0.9992359757763258];420;0;1.0;True;1
1;(0, 0);False;[2.746650077715577e-05, 0.9974594452137318];413;0;1.0;True;2
1;(0, 0);False;[1.8899497976068055e-05, 0.9986255013727182];444;0;1.0;True;3
1;(0, 0);False;[1.889223571349032e-05, 0.9982423734385705];431;0;1.0;True;4
1;(0, 0);False;[1.667884386112095e-05, 0.9986318021978396];376;0;1.0;True;5
1;(0, 0);False;[1.8895947588325878e-05, 0.9984382976516581];485;0;1.0;True;6
1;(0, 0);False;[1.8902472164424603e-05, 0.9987826878975272];499;0;1.0;True;7
1;(0, 0);False;[1.4721203966595687e-05, 0.9987794771232754];449;0;1.0;True;8
1;(0, 0);False;[1.6664200696456072e-05, 0.9977546202177331];329;0;1.0;True;9
1;(0, 1);True;[0.9983079501567792, 0.000625666392184943];522;0;1.0;True;0
1;(0, 1);True;[0.9977661316027424, 0.001030989388667885];536;0;1.0;True;1
1;(0, 1);True;[0.9974664428353421, 0.0008026941717329327];576;0;1.0;True;2
1;(0, 1);True;[0.9979776595181362, 0.00048710825320746485];504;0;1.0;True;3
1;(0, 1);True;[0.9963151599422032, 0.001166565084611397];391;0;1.0;True;4
1;(0, 1);True;[0.996173772871785, 0.001321703596943456];526;0;1.0;True;5
1;(0, 1);True;[0.996985253445845, 0.0008023069177162942];674;0;1.0;True;6
1;(0, 1);True;[0.9979803902140163, 0.0004871094145654253];441;0;1.0;True;7
1;(0, 1);True;[0.997916399742183, 0.0005519320121156308];426;0;1.0;True;8
1;(0, 1);True;[0.9971255672549528, 0.0009092607366447843];463;0;1.0;True;9
1;(0, 2);False;[2.7422529929138612e-05, 0.9958628625194023];411;0;1.0;True;0
1;(0, 2);False;[4.518710708231341e-05, 0.995312238852228];498;0;1.0;True;1
1;(0, 2);False;[5.134173797875252e-05, 0.9979958251064076];550;0;1.0;True;2
1;(0, 2);False;[2.1412117979839363e-05, 0.9984473293853817];511;0;1.0;True;3
1;(0, 2);False;[2.7487909693191855e-05, 0.9982373842929583];462;0;1.0;True;4
1;(0, 2);False;[2.4263224061531615e-05, 0.9984520829255566];573;0;1.0;True;5
1;(0, 2);False;[3.995003338391693e-05, 0.9971229596216566];583;0;1.0;True;6
1;(0, 2);False;[6.583996714084917e-05, 0.9967220345013584];580;0;1.0;True;7
1;(0, 2);False;[3.103793096735152e-05, 0.9947131532652341];491;0;1.0;True;8
1;(0, 2);False;[5.131320031077181e-05, 0.9974411804705229];492;0;1.0;True;9
1;(0, 3);False;[1.6664391404189802e-05, 0.9977661316027424];489;0;1.0;True;0
1;(0, 3);False;[2.7506606997388012e-05, 0.9989160141378461];499;0;1.0;True;1
1;(0, 3);False;[3.532312364203528e-05, 0.9990273646846385];464;0;1.0;True;2
1;(0, 3);False;[3.529500639756893e-05, 0.9982323951722814];476;0;1.0;True;3
1;(0, 3);False;[1.6675726540211628e-05, 0.9984444772256461];528;0;1.0;True;4
1;(0, 3);False;[2.7493310413457026e-05, 0.9984335441771136];433;0;1.0;True;5
1;(0, 3);False;[1.8883265357893806e-05, 0.997768149221741];526;0;1.0;True;6
1;(0, 3);False;[1.8892343816039483e-05, 0.9982477191454135];471;0;1.0;True;7
1;(0, 3);False;[1.6672546201100278e-05, 0.9982541339152006];390;0;1.0;True;8
1;(0, 3);False;[1.8892325798905e-05, 0.998246887537486];514;0;1.0;True;9
1;(1, 0);False;[5.8229321689618995e-05, 0.9988789027796802];393;0;1.0;True;0
1;(1, 0);False;[7.475623606279381e-05, 0.9987225183503764];504;0;1.0;True;1
1;(1, 0);False;[5.822154775539864e-05, 0.9987453486052911];439;0;1.0;True;2
1;(1, 0);False;[3.531871095267376e-05, 0.9989031676440537];418;0;1.0;True;3
1;(1, 0);False;[5.8229321689618995e-05, 0.9988793786172318];551;0;1.0;True;4
1;(1, 0);False;[4.5349733306327196e-05, 0.9988943655229748];388;0;1.0;True;5
1;(1, 0);False;[8.464474429780706e-05, 0.9979541519559779];457;0;1.0;True;6
1;(1, 0);False;[5.8145695361861306e-05, 0.9974447385473438];545;0;1.0;True;7
1;(1, 0);False;[5.8212275919827037e-05, 0.9985865096382596];378;0;1.0;True;8
1;(1, 0);False;[5.140876348098596e-05, 0.999298111872412];369;0;1.0;True;9
1;(1, 1);True;[0.9993315637550668, 0.000261083957611556];389;0;1.0;True;0
1;(1, 1);True;[0.9990859050225344, 0.0003351559628712104];398;0;1.0;True;1
1;(1, 1);True;[0.9992200263939693, 0.00020330970409416458];491;0;1.0;True;2
1;(1, 1);True;[0.9987352413695592, 0.0004301977695533372];359;0;1.0;True;3
1;(1, 1);True;[0.999122317759627, 0.0002303574479202881];414;0;1.0;True;4
1;(1, 1);True;[0.9987380951737715, 0.00043019900036078923];442;0;1.0;True;5
1;(1, 1);True;[0.9993148970921532, 0.00023040182876326096];393;0;1.0;True;6
1;(1, 1);True;[0.9986056485346647, 0.00033499490824448816];428;0;1.0;True;7
1;(1, 1);True;[0.9990128496493205, 0.0003351313522930337];389;0;1.0;True;8
1;(1, 1);True;[0.9986019633214296, 0.0003349936303427651];426;0;1.0;True;9
1;(1, 2);False;[8.468794239952682e-05, 0.9984637294038565];398;0;1.0;True;0
1;(1, 2);False;[0.00015834319294333844, 0.9992543063060755];369;0;1.0;True;1
1;(1, 2);False;[7.457487288669201e-05, 0.9962998953275906];351;0;1.0;True;2
1;(1, 2);False;[7.469908085500494e-05, 0.9979597319602734];393;0;1.0;True;3
1;(1, 2);False;[5.8162333358715215e-05, 0.9977302923069986];498;0;1.0;True;4
1;(1, 2);False;[4.534960355988507e-05, 0.9988918676897358];387;0;1.0;True;5
1;(1, 2);False;[5.140861639954425e-05, 0.9992957310497261];341;0;1.0;True;6
1;(1, 2);False;[0.00012318039899471712, 0.9981414116606654];434;0;1.0;True;7
1;(1, 2);False;[7.468013379209151e-05, 0.9977065592041235];380;0;1.0;True;8
1;(1, 2);False;[6.59817736157404e-05, 0.9988684360388663];436;0;1.0;True;9
1;(1, 3);False;[5.820228397802684e-05, 0.9984153626015214];375;0;1.0;True;0
1;(1, 3);False;[5.1353490514921034e-05, 0.9982243175956619];472;0;1.0;True;1
1;(1, 3);False;[4.536024400101553e-05, 0.9991257687766337];345;0;1.0;True;2
1;(1, 3);False;[5.140876348098596e-05, 0.9992985880259965];473;0;1.0;True;3
1;(1, 3);False;[5.8274764431782785e-05, 0.9996583437269434];272;0;1.0;True;4
1;(1, 3);False;[5.82485944159258e-05, 0.9992099095271114];331;0;1.0;True;5
1;(1, 3);False;[9.601179542777637e-05, 0.9989607416826303];374;0;1.0;True;6
1;(1, 3);False;[6.602224687782042e-05, 0.9994813510835698];346;0;1.0;True;7
1;(1, 3);False;[3.532699783139365e-05, 0.999136955003941];404;0;1.0;True;8
1;(1, 3);False;[5.134183590543964e-05, 0.9979970124872067];368;0;1.0;True;9
3;(2, 0);False;[3.531884568312084e-05, 0.9989067360527563];499;0;1.0;True;0
3;(2, 0);False;[0.000260911962845329, 0.9986732941438677];632;0;1.0;True;1
3;(2, 0);False;[0.04200571781320258, 0.9560457129490385];526;0;1.0;True;2
3;(2, 0);False;[6.59616406486322e-05, 0.9985639244615935];534;0;1.0;True;3
3;(2, 0);False;[0.00023026014758546545, 0.9986999269584542];527;0;1.0;True;4
3;(2, 0);False;[0.00015812589090270535, 0.9978828050045869];546;0;1.0;True;5
3;(2, 0);False;[6.595012986927834e-05, 0.9983896955575496];549;0;1.0;True;6
3;(2, 0);False;[7.479695551006225e-05, 0.9992670428470006];566;0;1.0;True;7
3;(2, 0);False;[3.9985100140224825e-05, 0.9979986745903342];602;0;1.0;True;8
3;(2, 0);False;[3.996363715708528e-05, 0.9974622917727444];568;0;1.0;True;9
3;(2, 1);False;[2.4271023229735144e-05, 0.9987732933830004];552;0;1.0;True;0
3;(2, 1);False;[0.0001230851644280382, 0.9973690769358221];651;0;1.0;True;1
3;(2, 1);False;[5.129685826247311e-05, 0.997123315059875];453;0;1.0;True;2
3;(2, 1);False;[5.8236374656412945e-05, 0.9990002385784845];642;0;1.0;True;3
3;(2, 1);False;[5.822149223103036e-05, 0.9987448729478569];543;0;1.0;True;4
3;(2, 1);False;[7.476650297448526e-05, 0.998860348199044];676;0;1.0;True;5
3;(2, 1);False;[5.820172892043971e-05, 0.998406212602579];595;0;1.0;True;6
3;(2, 1);False;[0.00010874893746855909, 0.9985327821865947];572;0;1.0;True;7
3;(2, 1);False;[5.82763761333076e-05, 0.9996866969655822];1563;0;1.0;True;8
3;(2, 1);False;[4.5328459850605e-05, 0.9984257010400848];674;0;1.0;True;9
3;(2, 2);False;[6.5905363868562e-05, 0.9977118990217447];493;0;1.0;True;0
3;(2, 2);False;[9.575274476673456e-05, 0.9962653445863543];512;0;1.0;True;1
3;(2, 2);False;[0.001028791270760421, 0.9956387582261839];756;0;1.0;True;2
3;(2, 2);False;[0.00026087115873014614, 0.9985169741038618];569;0;1.0;True;3
3;(2, 2);False;[5.1394106432810166e-05, 0.9990130875999721];400;0;1.0;True;4
3;(2, 2);False;[8.473108174132749e-05, 0.9989720432301541];396;0;1.0;True;5
3;(2, 2);False;[0.0008024656998727917, 0.9971823439386781];575;0;1.0;True;6
3;(2, 2);False;[7.440069003593444e-05, 0.9939733183305688];675;0;1.0;True;7
3;(2, 2);False;[0.00015828249942814528, 0.9988712905725233];428;0;1.0;True;8
3;(2, 2);False;[6.592214755680225e-05, 0.9979663803733947];533;0;1.0;True;9
3;(2, 3);True;[0.9974584962851198, 0.0008026876649343738];425;0;1.0;True;0
3;(2, 3);True;[0.9970710486616434, 0.0007080944810521806];477;0;1.0;True;1
3;(2, 3);True;[0.997000776014074, 0.0010301986850260196];365;0;1.0;True;2
3;(2, 3);True;[0.996984186814955, 0.0008023061525771576];475;0;1.0;True;3
3;(2, 3);True;[0.9978325953037003, 0.0008029889467390681];498;0;1.0;True;4
3;(2, 3);True;[0.9983129401199522, 0.0006256693756019004];510;0;1.0;True;5
3;(2, 3);True;[0.9973131088391498, 0.0013232157705847247];350;0;1.0;True;6
3;(2, 3);True;[0.9965357804281525, 0.0006245554627847149];402;0;1.0;True;7
3;(2, 3);True;[0.9953384563154718, 0.0010284807894018462];465;0;1.0;True;8
3;(2, 3);True;[0.9971256856572676, 0.0009092607366447843];438;0;1.0;True;9
0;(3, 0);True;[0.9889433348702769, 0.00855603487213806];541;0;1.0;True;0
0;(3, 0);True;[0.9954667300383967, 0.0031683517427637652];330;0;1.0;True;1
0;(3, 0);True;[0.985111890390671, 0.014051869009172827];326;0;1.0;True;2
0;(3, 0);True;[0.99211169842928, 0.006684794640406472];376;0;1.0;True;3
0;(3, 0);True;[0.9917873711912982, 0.006682611519407597];401;0;1.0;True;4
0;(3, 0);True;[0.9889391377671063, 0.009695216072306263];389;0;1.0;True;5
0;(3, 0);True;[0.9851129317048506, 0.012400742702383668];354;0;1.0;True;6
0;(3, 0);True;[0.9927342044310522, 0.005903013648124755];413;0;1.0;True;7
0;(3, 0);True;[0.9945743430154687, 0.004064598807731577];423;0;1.0;True;8
0;(3, 0);True;[0.9813192034670651, 0.015861547752680893];339;0;1.0;True;9
0;(3, 1);False;[0.0005519238535434732, 0.9979019170541246];381;0;1.0;True;0
0;(3, 1);False;[0.00013971592346932784, 0.9991011361971082];344;0;1.0;True;1
0;(3, 1);False;[0.0002954961066868842, 0.9981467562458481];374;0;1.0;True;2
0;(3, 1);False;[0.003170760854023419, 0.9962234609465846];522;0;1.0;True;3
0;(3, 1);False;[0.00023025861043827434, 0.9986937441757509];316;0;1.0;True;4
0;(3, 1);False;[0.00017939161129747555, 0.9990607984902149];455;0;1.0;True;5
0;(3, 1);False;[7.481514736551443e-05, 0.999510170640444];288;0;1.0;True;6
0;(3, 1);False;[0.005208432512529266, 0.9925513168727271];558;0;1.0;True;7
0;(3, 1);False;[0.00015824355913068654, 0.9986257391148536];389;0;1.0;True;8
0;(3, 1);False;[0.0002601117271038527, 0.9956101614485738];427;0;1.0;True;9
0;(3, 2);False;[9.602168484726117e-05, 0.9990643680435584];369;0;1.0;True;0
0;(3, 2);False;[6.59378664953231e-05, 0.998203649295741];416;0;1.0;True;1
0;(3, 2);False;[0.0002032552279545133, 0.9989528903339621];451;0;1.0;True;2
0;(3, 2);False;[0.00020318003222280213, 0.9985831812680137];455;0;1.0;True;3
0;(3, 2);False;[4.5336068720630194e-05, 0.9985931665282842];435;0;1.0;True;4
0;(3, 2);False;[0.0001397184551185326, 0.9991194617525615];369;0;1.0;True;5
0;(3, 2);False;[9.579366349346263e-05, 0.996691007104396];430;0;1.0;True;6
0;(3, 2);False;[7.473150144916386e-05, 0.9983926662297846];405;0;1.0;True;7
0;(3, 2);False;[9.60464128527145e-05, 0.9993212065132902];473;0;1.0;True;8
0;(3, 2);False;[6.596226971085734e-05, 0.9985733150305481];409;0;1.0;True;9
0;(3, 3);False;[5.824759452111569e-05, 0.9991926517704652];311;0;1.0;True;0
0;(3, 3);False;[5.8267095566265875e-05, 0.9995270820949422];285;0;1.0;True;1
0;(3, 3);False;[8.478321755198723e-05, 0.9995873485812236];317;0;1.0;True;2
0;(3, 3);False;[5.1418226604798885e-05, 0.9994824228877033];366;0;1.0;True;3
0;(3, 3);False;[4.5367598610128325e-05, 0.9992882314749832];333;0;1.0;True;4
