id;amount_answer_tokens;confidence_per_choice;finish_reason
0;1468;[0.606146123906894, 0.018304026913568656, 0.34537165067937015, 0.03017823851186826];stop
1;1761;[0.8090441306797338, 0.014818162350657964, 0.1405907932035867, 0.03554691508994081];stop
2;3430;[0.03685401221070162, 0.00931815355113699, 0.8654196656187624, 0.08840817937581387];stop
3;9536;[0, 0, 0, 0];length
4;4689;[0.024909635281160632, 0.03299990516597643, 0.9347271679321826, 0.007363274124567317];stop
5;1682;[0.07829237151404972, 0.8417222307182622, 0.04061754726432425, 0.03936787671149677];stop
6;3267;[0.01635229363732731, 0.0027114760950713683, 0.030550113766395246, 0.9503861432357725];stop
7;1524;[0.018984067634514476, 0.0009600451943682688, 0.006358866141618403, 0.9736969969290796];stop
8;546;[0.03710435647020669, 0.006057121130383279, 0.23450678163064773, 0.7223317184370995];stop
9;9387;[0, 0, 0, 0];length
10;2131;[0.014857939855265408, 0.49202748146354336, 0.17543781176116116, 0.3176768373039782];stop
11;4397;[0.006907761964912711, 0.0009203702003456491, 0.029082771094164645, 0.9630890838799495];stop
12;1753;[0.9020786547410685, 0.0041126875058856436, 0.054174033622293026, 0.03963456968115043];stop
13;8104;[0.028760412386727132, 0.05047609569542411, 0.15547732042864426, 0.7652861924540683];stop
14;2005;[0.016137657085506966, 0.8810860520582572, 0.07698843778156654, 0.025787896447189367];stop
15;881;[0.9435071619708044, 0.00450800197309532, 0.024370028420988905, 0.027614860006438167];stop
16;2288;[0.03307694193678147, 0.009185135045665043, 0.908083558417295, 0.049654370927389405];stop
17;1520;[0.008381836687799923, 0.007631749151637136, 0.9688087662104848, 0.01517754549631364];stop
18;3312;[0.3074505630624316, 0.011554376740878808, 0.47618877578628027, 0.20480622819122854];stop
19;795;[0.05405104429871448, 0.28320722255707487, 0.5995496591222114, 0.06319207292435212];stop
20;748;[0.006364924216432482, 0.0037417459185626707, 0.9746246499842515, 0.01526865945077277];stop
21;1964;[0.0036647384932495305, 0.001189766394056581, 0.01027801327679062, 0.9848675065095419];stop
22;5372;[0.24812581767690864, 0.1458656433309392, 0.43547437182594045, 0.1705342142805828];stop
23;1000;[0.5447185664130456, 0.03073091863305599, 0.31037128345420406, 0.1141792143127959];stop
24;9532;[0, 0, 0, 0];length
25;1466;[0.006149790861639028, 0.010793219091051463, 0.041374637610598695, 0.9416823413891072];stop
26;2028;[0.024157013367412827, 0.008348438439233165, 0.9649484960060962, 0.002546129869611165];stop
27;2859;[0.02360193491620946, 0.025124128938044926, 0.7342345863141732, 0.21703932914900695];stop
28;5232;[0.024929580215706567, 0.015600528945687754, 0.9066940242509823, 0.05277592173079781];stop
