correct_answer_idx;model_guessed_its_correct;id;yes_no_probabilities;answer_token_len;reasoning_token_len;frequency_of_answer;is_correct;iter
1;False;(0, 0);[0, 1.0];335;0;1.0;True;0
1;False;(0, 0);[0, 1.0];435;0;1.0;True;1
1;False;(0, 0);[0, 1.0];313;0;1.0;True;2
1;False;(0, 0);[0, 1.0];347;0;1.0;True;3
1;False;(0, 0);[0, 0.9999998807907247];364;0;1.0;True;4
1;False;(0, 0);[0, 0.9999998807907247];318;0;1.0;True;5
1;False;(0, 0);[0, 1.0];350;0;1.0;True;6
1;False;(0, 0);[0, 0.9999998807907247];381;0;1.0;True;7
1;False;(0, 0);[0, 0.9999998807907247];284;0;1.0;True;8
1;False;(0, 0);[0, 1.0];350;0;1.0;True;9
1;True;(0, 1);[1.0, 1.2501528663867426e-09];382;0;1.0;True;0
1;True;(0, 1);[1.0, 9.736200313009565e-10];499;0;1.0;True;1
1;True;(0, 1);[1.0, 2.061153622438558e-09];328;0;1.0;True;2
1;True;(0, 1);[1.0, 0];386;0;1.0;True;3
1;True;(0, 1);[1.0, 0];381;0;1.0;True;4
1;True;(0, 1);[1.0, 0];391;0;1.0;True;5
1;True;(0, 1);[1.0, 0];395;0;1.0;True;6
1;True;(0, 1);[1.0, 9.736200313009565e-10];481;0;1.0;True;7
1;True;(0, 1);[1.0, 0];396;0;1.0;True;8
1;True;(0, 1);[1.0, 0];358;0;1.0;True;9
1;False;(0, 2);[0, 1.0];420;0;1.0;True;0
1;False;(0, 2);[0, 1.0];279;0;1.0;True;1
1;False;(0, 2);[0, 1.0];462;0;1.0;True;2
1;False;(0, 2);[0, 1.0];492;0;1.0;True;3
1;False;(0, 2);[0, 1.0];386;0;1.0;True;4
1;False;(0, 2);[0, 1.0];345;0;1.0;True;5
1;False;(0, 2);[0, 1.0];397;0;1.0;True;6
1;False;(0, 2);[0, 1.0];364;0;1.0;True;7
1;False;(0, 2);[0, 0.9999998807907247];332;0;1.0;True;8
1;False;(0, 2);[0, 1.0];387;0;1.0;True;9
1;False;(0, 3);[0, 1.0];361;0;1.0;True;0
1;False;(0, 3);[0, 1.0];340;0;1.0;True;1
1;False;(0, 3);[0, 1.0];274;0;1.0;True;2
1;False;(0, 3);[0, 0.9999998807907247];458;0;1.0;True;3
1;False;(0, 3);[0, 1.0];466;0;1.0;True;4
1;False;(0, 3);[0, 0.9999998807907247];394;0;1.0;True;5
1;False;(0, 3);[0, 1.0];293;0;1.0;True;6
1;False;(0, 3);[0, 1.0];458;0;1.0;True;7
1;False;(0, 3);[0, 1.0];408;0;1.0;True;8
1;False;(0, 3);[0, 1.0];312;0;1.0;True;9
2;False;(1, 0);[0, 1.0];440;0;1.0;True;0
2;False;(1, 0);[0, 0.9999998807907247];398;0;1.0;True;1
2;False;(1, 0);[0, 0.9999998807907247];427;0;1.0;True;2
2;False;(1, 0);[0, 0.9999998807907247];399;0;1.0;True;3
2;False;(1, 0);[0, 0.9999998807907247];402;0;1.0;True;4
2;False;(1, 0);[0, 0.9999998807907247];479;0;1.0;True;5
2;False;(1, 0);[0, 0.9999998807907247];383;0;1.0;True;6
2;False;(1, 0);[0, 0.9999998807907247];487;0;1.0;True;7
2;False;(1, 0);[0, 0.9999998807907247];403;0;1.0;True;8
2;False;(1, 0);[0, 0.9999998807907247];453;0;1.0;True;9
2;False;(1, 1);[0, 0.9999998807907247];353;0;1.0;True;0
2;False;(1, 1);[0, 0.9999998807907247];431;0;1.0;True;1
2;False;(1, 1);[0, 0.9999998807907247];423;0;1.0;True;2
2;False;(1, 1);[0, 0.9999998807907247];418;0;1.0;True;3
2;False;(1, 1);[0, 0.9999998807907247];355;0;1.0;True;4
2;False;(1, 1);[0, 0.9999998807907247];428;0;1.0;True;5
2;False;(1, 1);[0, 0.9999998807907247];385;0;1.0;True;6
2;False;(1, 1);[0, 0.9999998807907247];374;0;1.0;True;7
2;False;(1, 1);[0, 0.9999998807907247];405;0;1.0;True;8
2;False;(1, 1);[0, 0.9999998807907247];387;0;1.0;True;9
2;True;(1, 2);[1.0, 0];391;0;1.0;True;0
2;True;(1, 2);[1.0, 0];422;0;1.0;True;1
2;True;(1, 2);[1.0, 0];445;0;1.0;True;2
2;True;(1, 2);[1.0, 0];408;0;1.0;True;3
2;True;(1, 2);[1.0, 0];430;0;1.0;True;4
2;True;(1, 2);[1.0, 0];398;0;1.0;True;5
2;True;(1, 2);[0.9999998807907247, 0];383;0;1.0;True;6
2;True;(1, 2);[1.0, 0];382;0;1.0;True;7
2;True;(1, 2);[1.0, 0];454;0;1.0;True;8
2;True;(1, 2);[1.0, 0];429;0;1.0;True;9
2;False;(1, 3);[0, 0.9999998807907247];325;0;1.0;True;0
2;False;(1, 3);[0, 0.9999998807907247];327;0;1.0;True;1
2;False;(1, 3);[0, 0.9999998807907247];357;0;1.0;True;2
