id;iter;answer_token_len;correct_answer_idx;finish_reasons;frequency_of_answer;is_correct;model_guessed_its_correct;reasoning_token_len;yes_no_probabilities
(0, 0);0;468;1;stop;1.0;True;False;145;[1.0815941557285693e-11, 1.0]
(0, 0);1;678;1;stop;1.0;True;False;211;[1.3887943864964021e-11, 1.0]
(0, 0);2;644;1;stop;1.0;True;False;200;[2.9400777392844726e-11, 1.0]
(0, 0);3;603;1;stop;1.0;True;False;297;[0, 1.0]
(0, 0);4;351;1;stop;1.0;True;False;339;[2.289734845645553e-11, 1.0]
(0, 0);5;539;1;stop;1.0;True;False;267;[2.9400777392844726e-11, 1.0]
(0, 0);6;188;1;stop;1.0;True;False;88;[0, 1.0]
(0, 0);7;384;1;stop;1.0;True;False;100;[0, 1.0]
(0, 0);8;488;1;stop;1.0;True;False;206;[0, 1.0]
(0, 0);9;471;1;stop;1.0;True;False;221;[0, 1.0]
(0, 1);0;578;1;stop;1.0;True;True;108;[1.0, 4.8473687062702556e-11]
(0, 1);1;320;1;stop;1.0;True;True;96;[1.0, 1.0815941557285693e-11]
(0, 1);2;505;1;stop;1.0;True;True;144;[1.0, 2.9400777392844726e-11]
(0, 1);3;470;1;stop;1.0;True;True;120;[1.0, 1.783247290814639e-11]
(0, 1);4;348;1;stop;1.0;True;True;86;[1.0, 2.289734845645553e-11]
(0, 1);5;595;1;stop;1.0;True;True;125;[1.0, 1.026187963170189e-10]
(0, 1);6;194;1;stop;1.0;True;True;122;[1.0, 4.8473687062702556e-11]
(0, 1);7;636;1;stop;1.0;True;True;139;[1.0, 1.6918979226151304e-10]
(0, 1);8;509;1;stop;1.0;True;True;88;[1.0, 1.026187963170189e-10]
(0, 1);9;120;1;stop;1.0;True;True;84;[1.0, 0]
(0, 2);0;765;1;stop;1.0;True;False;157;[0, 1.0]
(0, 2);1;570;1;stop;1.0;True;False;136;[0, 1.0]
(0, 2);2;506;1;stop;1.0;True;False;153;[0, 1.0]
