id;iter;answer_token_len;correct_answer_idx;finish_reasons;frequency_of_answer;is_correct;model_guessed_its_correct;reasoning_token_len;yes_no_probabilities
(0, 0);0;34;1;stop;1.0;True;False;251;[0.011329722476065085, 0.9884910647931515]
(0, 0);1;106;1;stop;1.0;True;False;591;[0.022972245837662095, 0.976804779919322]
(0, 0);2;49;1;stop;1.0;True;False;423;[0.01242987540608013, 0.9874272242287939]
(0, 0);3;46;1;stop;1.0;True;False;462;[0.016400896625227895, 0.9834691155182973]
(0, 0);4;93;1;stop;1.0;True;False;403;[0.0066923310862023935, 0.9932301143533805]
(0, 0);5;164;1;stop;1.0;True;False;465;[0.010011784176189352, 0.9898098740697998]
(0, 0);6;109;1;stop;1.0;True;False;441;[0.012050315275885803, 0.9876622979995544]
(0, 0);7;120;1;stop;1.0;True;False;518;[0.024410577113220817, 0.9750770114428727]
(0, 0);8;57;1;stop;1.0;True;False;400;[0.013634711090546741, 0.9862094688641398]
(0, 0);9;86;1;stop;1.0;True;False;459;[0.025173805624851317, 0.9746261204430607]
(0, 1);0;76;1;stop;1.0;True;True;536;[0.9808738777371103, 0.0007591023599480113]
(0, 1);1;93;1;stop;1.0;True;True;344;[0.9728577522056995, 0.003960347247785028]
(0, 1);2;60;1;stop;1.0;True;True;502;[0.9778023023803231, 0.004388808126842251]
(0, 1);3;58;1;stop;1.0;True;True;404;[0.995671847615886, 0.0025068900679908485]
(0, 1);4;66;1;stop;1.0;True;True;400;[0.9886939001953089, 0.005352879391290469]
(0, 1);5;119;1;stop;1.0;True;True;387;[0.9966435222191945, 0.001241150296396565]
(0, 1);6;105;1;stop;1.0;True;True;480;[0.9826429887959807, 0.00214114250740174]
(0, 1);7;111;1;stop;1.0;True;True;368;[0.9918468252482054, 0.002144378382073113]
(0, 1);8;92;1;stop;1.0;True;True;501;[0.9730789409692681, 0.007415054211197313]
(0, 1);9;54;1;stop;1.0;True;True;344;[0.9650076632057051, 0.002546286491951948]
(0, 2);0;107;1;stop;1.0;True;False;486;[0.014499236770973584, 0.9852010923453253]
(0, 2);1;90;1;stop;1.0;True;False;447;[0.040772563236353934, 0.9574364287488499]
(0, 2);2;123;1;stop;1.0;True;False;504;[0.014501269563267204, 0.9853392661272348]
(0, 2);3;69;1;stop;1.0;True;False;465;[0.0032729500611130558, 0.9966920729575045]
(0, 2);4;102;1;stop;1.0;True;False;345;[0.012051608203813232, 0.9877684790171156]
(0, 2);5;84;1;stop;1.0;True;False;446;[0.0035932014666359147, 0.9962953988478132]
(0, 2);6;68;1;stop;1.0;True;False;478;[0.008061064128153201, 0.9918237230464928]
(0, 2);7;192;1;stop;1.0;True;False;697;[0.01205242425639503, 0.9878352452718292]
(0, 2);8;73;1;stop;1.0;True;False;349;[0.0055541618976486466, 0.99430862391402]
(0, 2);9;51;1;stop;1.0;True;False;414;[0.035132806114060965, 0.9645246681695856]
(0, 3);0;68;1;stop;1.0;True;False;358;[0.017437705645531244, 0.9822882425837971]
(0, 3);1;46;1;stop;1.0;True;False;343;[0.006096869248703918, 0.9937893847815222]
(0, 3);2;60;1;stop;1.0;True;False;313;[0.01798220653729507, 0.9817951519306705]
(0, 3);3;157;1;stop;1.0;True;False;556;[0.012819874787372435, 0.9870757517515338]
(0, 3);4;136;1;stop;1.0;True;False;297;[0.03307129592993533, 0.966484832856964]
(0, 3);5;70;1;stop;1.0;True;False;312;[0.0229637580402587, 0.9764437786400866]
(0, 3);6;86;1;stop;1.0;True;False;277;[0.04206815727222638, 0.957466810625437]
(0, 3);7;57;1;stop;1.0;True;False;421;[0.007120668647153322, 0.9927725058174424]
(0, 3);8;250;1;stop;1.0;True;False;546;[0.00382433210169088, 0.9961362735538544]
(0, 3);9;84;1;stop;1.0;True;False;371;[0.04329662359615452, 0.955108160985508]
(1, 0);0;50;1;stop;1.0;True;False;377;[0.010644994667594157, 0.9886492712891696]
(1, 0);1;26;1;stop;1.0;True;False;404;[0.018541981140937004, 0.9812108472227555]
(1, 0);2;38;1;stop;1.0;True;False;298;[0.047945828086246776, 0.9480874947570037]
(1, 0);3;34;1;stop;1.0;True;False;480;[0.019707614735915844, 0.9797086083269843]
(1, 0);4;30;1;stop;1.0;True;False;361;[0.03206261945914457, 0.9667509273419517]
(1, 0);5;54;1;stop;1.0;True;False;314;[0.006689823310601779, 0.9928578122891384]
(1, 0);6;89;1;stop;1.0;True;False;406;[0.016398589723187217, 0.9833307744775306]
(1, 0);7;37;1;stop;1.0;True;False;490;[0.030167368745206223, 0.9682697644941877]
(1, 0);8;58;1;stop;1.0;True;False;554;[0.010011583670587102, 0.9897900198452736]
(1, 0);9;32;1;stop;1.0;True;False;528;[0.0046089135307651515, 0.9952482359365251]
(1, 1);0;40;1;stop;1.0;True;True;319;[0.9978156226393983, 0.0008682231637905955]
(1, 1);1;47;1;stop;1.0;True;True;217;[0.9838169856467843, 0.0008832162706690282]
(1, 1);2;211;1;stop;1.0;True;True;456;[0.9753586319698485, 0.0004989148951968881]
(1, 1);3;40;1;stop;1.0;True;True;284;[0.9991636125132288, 0.0002866965059222274]
(1, 1);4;76;1;stop;1.0;True;True;460;[0.9969292098633544, 0.0015224253364665016]
(1, 1);5;69;1;stop;1.0;True;True;377;[0.9918531574330367, 0.00016215942231160676]
(1, 1);6;62;1;stop;1.0;True;True;323;[0.9828159102251767, 0.001263861568890534]
(1, 1);7;52;1;stop;1.0;True;True;297;[0.9867859315030588, 0.001432321712365982]
(1, 1);8;82;1;stop;1.0;True;True;427;[0.997428016091439, 0.0015231870474259575]
(1, 1);9;46;1;stop;1.0;True;True;391;[0.9760470422185189, 0.0016628133724811169]
(1, 2);0;87;1;stop;1.0;True;False;362;[0.0043305345788118305, 0.9954459395601493]
(1, 2);1;77;1;stop;1.0;True;False;354;[0.010651001185582898, 0.9892071268108267]
(1, 2);2;90;1;stop;1.0;True;False;542;[0.006691089843143571, 0.9930456330223367]
(1, 2);3;254;1;stop;1.0;True;False;640;[0.011329122821908523, 0.9884388844920518]
(1, 2);4;51;1;stop;1.0;True;False;428;[0.007119198590978994, 0.9925677585906735]
(1, 2);5;80;1;stop;1.0;True;False;518;[0.0028892443750084015, 0.9969942586880112]
(1, 2);6;23;1;stop;1.0;True;False;427;[0.008313516071275126, 0.9914145097800601]
(1, 2);7;211;1;stop;1.0;True;False;492;[0.00793571428349519, 0.9917769346540457]
(1, 2);8;58;1;stop;1.0;True;False;371;[0.021607879339975083, 0.9780471829745325]
(1, 2);9;49;1;stop;1.0;True;False;418;[0.030182383146832817, 0.9687517081162473]
(1, 3);0;33;1;stop;1.0;True;False;429;[0.017980200196513148, 0.9816856569840022]
(1, 3);1;89;1;stop;1.0;True;False;348;[0.010986229105419257, 0.9889490480064221]
(1, 3);2;52;1;stop;1.0;True;False;521;[0.008061183287296141, 0.9918384987868946]
(1, 3);3;41;1;stop;1.0;True;False;406;[0.013001531982595954, 0.9855423148221467]
(1, 3);4;58;1;stop;1.0;True;False;373;[0.015903026499642273, 0.9838852963603983]
(1, 3);5;65;1;stop;1.0;True;False;388;[0.007344254618248264, 0.9924416399775039]
(1, 3);6;49;1;stop;1.0;True;False;442;[0.0033763519618407348, 0.9965464352623011]
(1, 3);7;36;1;stop;1.0;True;False;429;[0.02930771856087313, 0.9705382917884143]
(1, 3);8;37;1;stop;1.0;True;False;293;[0.03207751406118721, 0.9671999099347668]
