correct_answer_idx;id;model_guessed_its_correct;yes_no_probabilities;answer_token_len;reasoning_token_len;frequency_of_answer;is_correct;iter
1;(0, 0);False;[0, 1.0];580;0;1.0;True;0
1;(0, 0);False;[0, 1.0];504;0;1.0;True;1
1;(0, 0);False;[0, 1.0];544;0;1.0;True;2
1;(0, 0);False;[0, 1.0];516;0;1.0;True;3
1;(0, 0);False;[0, 1.0];579;0;1.0;True;4
1;(0, 0);False;[0, 1.0];481;0;1.0;True;5
1;(0, 0);False;[0, 1.0];580;0;1.0;True;6
1;(0, 0);False;[0, 1.0];507;0;1.0;True;7
1;(0, 0);False;[0, 1.0];513;0;1.0;True;8
1;(0, 0);False;[0, 1.0];530;0;1.0;True;9
1;(0, 1);True;[1.0, 0];493;0;1.0;True;0
1;(0, 1);True;[1.0, 0];495;0;1.0;True;1
1;(0, 1);True;[1.0, 0];638;0;1.0;True;2
1;(0, 1);True;[1.0, 0];542;0;1.0;True;3
1;(0, 1);True;[1.0, 0];558;0;1.0;True;4
1;(0, 1);True;[1.0, 0];508;0;1.0;True;5
1;(0, 1);True;[1.0, 0];427;0;1.0;True;6
1;(0, 1);True;[1.0, 0];551;0;1.0;True;7
1;(0, 1);True;[1.0, 0];530;0;1.0;True;8
1;(0, 1);True;[1.0, 0];482;0;1.0;True;9
1;(0, 2);False;[0, 1.0];567;0;1.0;True;0
1;(0, 2);False;[0, 1.0];541;0;1.0;True;1
1;(0, 2);False;[0, 1.0];541;0;1.0;True;2
1;(0, 2);False;[0, 1.0];720;0;1.0;True;3
1;(0, 2);False;[0, 1.0];552;0;1.0;True;4
1;(0, 2);False;[0, 1.0];579;0;1.0;True;5
1;(0, 2);False;[0, 1.0];572;0;1.0;True;6
1;(0, 2);False;[0, 1.0];529;0;1.0;True;7
1;(0, 2);False;[0, 1.0];676;0;1.0;True;8
1;(0, 2);False;[0, 1.0];645;0;1.0;True;9
1;(0, 3);False;[0, 1.0];541;0;1.0;True;0
1;(0, 3);False;[0, 1.0];735;0;1.0;True;1
1;(0, 3);False;[0, 1.0];531;0;1.0;True;2
1;(0, 3);False;[0, 1.0];632;0;1.0;True;3
1;(0, 3);False;[0, 1.0];672;0;1.0;True;4
