id;amount_answer_tokens;confidence_per_choice;finish_reason
100;4086;[0.005041652268736875, 0.002101673347262388, 0.9607689277228901, 0.0008761077962442902];stop
101;4086;[0.00035197192884409346, 0.000274116144511665, 0.00015618667112420636, 0.9856449128005698];stop
102;4086;[0.000901936624943929, 0.00017760185174572592, 5.765887937666175e-05, 0.9890936391918519];stop
103;475;[0.006710123029915, 0.6844510955827177, 0, 0.0004029742100982028];stop
104;4086;[0.0011426975752507368, 0.00030755288008042764, 0.9759309915824985, 0.0027411889817451013];stop
105;4086;[0.9839949358439111, 0.00010716570655084232, 6.919138051815524e-05, 0.00039816871362462376];stop
106;4086;[0.00975712119919938, 0.728142826356194, 0.00975712119919938, 0.16247061577178426];stop
107;4086;[0.0005282422049412086, 0.0002656168614614371, 0.9550843472191611, 0.00030098333567349296];stop
108;4086;[0.005839643784913374, 0.005839643784913374, 0.16031967637024785, 0.13290967992819375];length
109;4086;[0.007326650117455146, 0.0010555040248766809, 0.9596018379031764, 0.0017402319371237808];stop
110;253;[0.00042195444773439664, 0.00012089203097819576, 0.8644920425285109, 0.013973212242704959];stop
111;4086;[0.0022811305436194825, 0.0020130906391353075, 0.9796263457411017, 0.006200755705063742];stop
112;4086;[0.9545731011398841, 0.00018245797795234605, 0.0006779133055719546, 0.00019422550651562932];stop
113;4086;[0.011227598727801769, 0.0015194902538940847, 0.0013409454425690102, 0.9494425648580043];stop
114;4086;[0.0033061314207919715, 0.0011425684458298794, 0.0035193585778872834, 0.9758205293306348];stop
115;4086;[0.017109295713700814, 0.0014949935983526572, 0.7275055925547247, 0.0038175998926249064];stop
116;4086;[0.9486742013823453, 0.00010998247178180689, 0, 0.0010434841413234084];stop
117;4086;[0.0015713471173961489, 0.0006972810565481998, 5.37685415717568e-05, 0.9818446808364006];stop
118;4086;[0.0025448250580316083, 0.00014356913702750387, 4.961616611216184e-05, 0.9644536955973143];stop
119;4086;[0.008561185173843931, 0.8203561871817155, 0.0005825959625463349, 0.004878016271397294];stop
120;4086;[0.01699821484141924, 0.8718419698093351, 0.0017915986632215618, 0.01168269081909303];stop
121;4086;[0.02981526137204551, 0.004295295650323093, 0.598855604551858, 0.05232741331949698];stop
122;4086;[0.003625910364808853, 0.001038840712502818, 0.00014965919426671685, 0.9444525819657922];stop
123;4086;[0.0012744017390665648, 0.00023574061773683626, 0.9605221703365169, 0.0009323722298578788];stop
124;4086;[0.8765431253937142, 0.0026208169933424, 0.005548269618444641, 0.014168002808151052];stop
125;4086;[0.0031233328752259654, 0.0006546861365107413, 0.000509870075780558, 0.9813218428852266];stop
126;4086;[0.0012579171309516416, 0.004124551482918014, 0.00033856380279952494, 0.9480974618344292];stop
127;339;[0.002302615823083315, 0.5292947990097296, 0.0013119909479465304, 0.04344716284835045];stop
128;4086;[0.004910513863688151, 0.0009083537287692599, 0.0020470067268763587, 0.9357781219430549];stop
129;4086;[0.003997612343940101, 0.0002118655914527029, 0, 0.9189181418899802];stop
130;4086;[0.002366531317260824, 0.000768300231229532, 0.9547269381047352, 0.002223150432992];stop
131;4086;[0.0030828129490527885, 0.0025557417006683526, 0.9099070717426102, 0.005082699282693123];stop
132;4086;[0.9838979892319353, 0.0009550632709478577, 0.00012142261104959657, 0.0024388395004755464];stop
133;4086;[0.0036339503254602776, 0.0002632426041747069, 0.00010308728497586864, 0.9465468822651686];stop
134;484;[0.0026436063614387936, 0.00026175260103168495, 0.00045938990235790193, 0.7329988407512246];stop
135;4086;[0.0007184706679135169, 0.9503872195375228, 8.061013643205356e-05, 7.572621515944759e-05];stop
136;4086;[0.001017830980440809, 0.9850317262649564, 0.000200422803433327, 7.848669753882891e-05];stop
137;4086;[0.003446510565352459, 0.0010511263346131112, 0.897723830500964, 0.0015293797925411757];stop
138;4086;[0.008386002358177286, 0.0010015651535288238, 0.0008838781457258517, 0.9692901277493179];stop
139;4086;[0.0009697042034739169, 1.383208758089176e-05, 3.532147302956833e-05, 0.9989810845602307];stop
140;4086;[0.0007435618208093301, 0.9239856579942605, 0, 0.0002130340284239702];stop
141;406;[0.0007626204931628899, 0.0007164156532464737, 0.0013384406480188894, 0.8902527774445219];stop
142;4086;[0.03201991614996256, 0.01610062496418289, 0.6041715665003826, 0.038623391444008226];stop
143;4086;[0.0014409628366222503, 0.9584442600516934, 0.00025040167508453626, 0.00030204207499265155];stop
144;4086;[0.00029271236687450266, 0.0001667824792314284, 0.00011462780986593871, 0.9887440100965962];stop
145;529;[0.0032995545642840393, 0.004236711924288753, 0.8073744902232389, 0.008969119214102407];stop
146;4086;[0.0015738456917091656, 0.00047999581658143354, 0.9834058196729013, 0.00047999581658143354];stop
147;4086;[0.00028374741217057094, 0.9584610164753725, 0.000342264548550572, 0.00028374741217057094];stop
148;4086;[0.0058536222681281, 0.0017852539263224184, 0.9247845669281529, 0.018030425937489953];stop
149;4086;[0.009149665897679885, 0.7737257740491997, 0.00149364189824926, 0.0005849185715946251];stop
150;4086;[0.05758279081088144, 0.9007463055636655, 0.000930738905737696, 0.0023767250579008045];stop
151;4086;[0.0004779950108586362, 0.00019925796562278165, 0.9793069281811018, 0.0005088230404494003];stop
152;4086;[0.0030299530209588876, 0.7414051698462133, 0.0002647544706339991, 0.0010471237447860593];stop
153;4086;[0.0010650904348383091, 0.0015496974384817065, 0.9683171555492471, 0.0003248340748516595];stop
154;4086;[0.9830960284885293, 0.00014634424988564936, 0.00027340705324231543, 0.00016582976037314866];stop
155;4086;[0.9458311869541012, 0.004114692220354077, 0.010507234677069708, 0.01436168701343588];stop
156;254;[0.7021312729780135, 4.937161795072421e-05, 0, 0.00025072976449733967];stop
157;4086;[0.001147848464129099, 0.0006540243402545296, 0.9209346865418107, 0.004832622540206827];stop
158;4086;[0.9801592891917565, 0.0006539105201254132, 0.0005421108618684583, 0.00044942568977082475];stop
159;4086;[0.0009964665990532973, 0.964355794859176, 0.00023668156280840462, 0.0009964665990532973];stop
160;494;[0.0034293827689486126, 0.653524560535553, 0.00036145428457300295, 0.0014295794273145943];stop
161;4086;[0.0008918909118695724, 0.0010106448070893671, 0.9780769472580156, 0.003997177751659713];stop
162;4086;[0.0009687535315051779, 0.9375359917139128, 0, 0.0002449393681363543];stop
163;306;[0.0004890152073673358, 0.00020385196420082035, 0.7802687745073096, 0.0021916141100872914];stop
164;4086;[0.0012955234883578485, 0.0003486854165844103, 0.9172817871502273, 0.0020065460313608207];stop
165;4086;[0.0012959930662806624, 0.000447883219110475, 0.0003078251878624945, 0.9767953388872324];stop
