id;iter;estimations
(10, 0);0;0.95
(10, 0);1;0.97
(10, 0);2;0.7
(10, 0);3;0.9
(10, 0);4;0.95
(10, 0);5;0.9
(10, 0);6;0.7
(10, 0);7;0.75
(10, 0);8;
(10, 0);9;
(10, 1);0;0.85
(10, 1);1;
(10, 1);2;0.85
(10, 1);3;
(10, 1);4;0.8
(10, 1);5;0.9
(10, 1);6;0.95
(10, 1);7;0.85
(10, 1);8;
(10, 1);9;
(10, 2);0;0.2
(10, 2);1;0.85
(10, 2);2;0.85
(10, 2);3;0.85
(10, 2);4;0.85
(10, 2);5;
(10, 2);6;
(10, 2);7;0.85
(10, 2);8;0.95
(10, 2);9;0.85
(10, 3);0;0.0
(10, 3);1;0.85
(10, 3);2;0.85
(10, 3);3;
(10, 3);4;0.7
(10, 3);5;
(10, 3);6;0.85
(10, 3);7;0.95
(10, 3);8;0.9
(10, 3);9;
(11, 0);0;
(11, 0);1;0.3
(11, 0);2;0.05
(11, 0);3;0.2
(11, 0);4;
(11, 0);5;0.4
(11, 0);6;
(11, 0);7;0.05
(11, 0);8;0.5
(11, 0);9;0.5
(11, 1);0;0.02
(11, 1);1;0.1
(11, 1);2;0.1
(11, 1);3;0.1
(11, 1);4;0.5
(11, 1);5;0.15
(11, 1);6;0.2
(11, 1);7;0.85
(11, 1);8;0.1
(11, 1);9;0.25
(11, 2);0;
(11, 2);1;0.05
(11, 2);2;0.1
(11, 2);3;0.05
(11, 2);4;
(11, 2);5;0.5
(11, 2);6;0.1
(11, 2);7;0.85
(11, 2);8;0.9
(11, 2);9;0.1
(11, 3);0;
(11, 3);1;0.05
(11, 3);2;0.5
(11, 3);3;
(11, 3);4;0.1
(11, 3);5;0.35
(11, 3);6;
(11, 3);7;0.2
(11, 3);8;0.0
(11, 3);9;
(12, 0);0;0.95
(12, 0);1;0.95
(12, 0);2;0.95
(12, 0);3;0.95
(12, 0);4;0.95
(12, 0);5;0.95
(12, 0);6;0.99
(12, 0);7;0.95
(12, 0);8;0.95
(12, 0);9;0.99
(12, 1);0;0.95
(12, 1);1;0.95
(12, 1);2;0.99
(12, 1);3;0.95
(12, 1);4;0.99
(12, 1);5;0.99
(12, 1);6;0.95
(12, 1);7;0.99
(12, 1);8;0.95
(12, 1);9;0.95
(0, 0);0;0.9
(0, 0);1;0.92
(0, 0);2;0.9
(0, 0);3;0.85
(0, 0);4;0.4
(0, 0);5;0.95
(0, 0);6;0.9
(0, 0);7;
(0, 0);8;0.92
(0, 0);9;0.95
(0, 1);0;0.7
(0, 1);1;0.3
(0, 1);2;0.7
(0, 1);3;0.85
(0, 1);4;0.7
(0, 1);5;0.8
(0, 1);6;0.7
(0, 1);7;0.9
(0, 1);8;0.25
(0, 1);9;
(0, 2);0;0.95
(0, 2);1;0.8
(0, 2);2;0.7
(0, 2);3;0.7
(0, 2);4;0.95
(0, 2);5;0.6
(0, 2);6;0.92
(0, 2);7;0.8
(0, 2);8;0.7
(0, 2);9;0.8
(0, 3);0;0.9
(0, 3);1;0.7
(0, 3);2;0.2
(0, 3);3;
(0, 3);4;
(0, 3);5;0.6
(0, 3);6;0.3
(0, 3);7;0.7
(0, 3);8;0.9
(0, 3);9;0.9
(1, 0);0;0.99
(1, 0);1;0.99
(1, 0);2;0.99
(1, 0);3;0.95
(1, 0);4;0.99
(1, 0);5;0.99
(1, 0);6;0.99
(1, 0);7;0.99
(1, 0);8;0.99
(1, 0);9;0.99
(1, 1);0;0.9
(1, 1);1;0.97
(1, 1);2;0.95
(1, 1);3;
(1, 1);4;0.98
(1, 1);5;0.9
(1, 1);6;0.95
(1, 1);7;0.99
(1, 1);8;0.99
(1, 1);9;0.99
(1, 2);0;0.99
(1, 2);1;0.97
(1, 2);2;0.95
(1, 2);3;
(1, 2);4;0.99
(1, 2);5;0.99
(1, 2);6;0.95
(1, 2);7;0.99
(1, 2);8;0.99
(1, 2);9;0.95
(1, 3);0;0.95
(1, 3);1;0.99
(1, 3);2;0.99
(1, 3);3;0.99
(1, 3);4;0.9
(1, 3);5;0.95
(1, 3);6;0.95
(1, 3);7;0.98
(1, 3);8;0.99
(1, 3);9;0.99
(2, 0);0;0.85
(2, 0);1;0.8
(2, 0);2;0.95
(2, 0);3;0.2
(2, 0);4;
(2, 0);5;0.7
(2, 0);6;0.95
(2, 0);7;0.92
(2, 0);8;0.85
(2, 0);9;
(2, 1);0;0.2
(2, 1);1;0.2
(2, 1);2;0.85
(2, 1);3;0.9
(2, 1);4;0.85
(2, 1);5;
(2, 1);6;0.4
(2, 1);7;0.2
(2, 1);8;0.95
(2, 1);9;0.85
(2, 2);0;
(2, 2);1;0.85
(2, 2);2;0.8
(2, 2);3;
(2, 2);4;0.85
(2, 2);5;0.8
(2, 2);6;0.85
(2, 2);7;
(2, 2);8;0.85
(2, 2);9;
(2, 3);0;0.95
(2, 3);1;0.97
(2, 3);2;0.9
(2, 3);3;0.7
(2, 3);4;0.92
(2, 3);5;0.85
(2, 3);6;0.85
(2, 3);7;0.95
(2, 3);8;0.7
(2, 3);9;0.92
(3, 0);0;
(3, 0);1;0.2
(3, 0);2;
(3, 0);3;
(3, 0);4;0.25
(3, 0);5;0.4
(3, 0);6;
(3, 0);7;
(3, 0);8;
(3, 0);9;0.5
(3, 1);0;
(3, 1);1;
(3, 1);2;0.4
(3, 1);3;
(3, 1);4;0.4
(3, 1);5;0.12
(3, 1);6;0.35
(3, 1);7;0.4
(3, 1);8;0.5
(3, 1);9;
(3, 2);0;0.15
(3, 2);1;0.5
(3, 2);2;
(3, 2);3;0.0
(3, 2);4;
(3, 2);5;
(3, 2);6;
(3, 2);7;
(3, 2);8;0.35
(3, 2);9;
(3, 3);0;0.25
(3, 3);1;0.1
(3, 3);2;0.35
(3, 3);3;
(3, 3);4;
(3, 3);5;0.2
(3, 3);6;
(3, 3);7;
(3, 3);8;0.2
(3, 3);9;
(4, 0);0;0.8
(4, 0);1;0.55
(4, 0);2;0.75
(4, 0);3;0.85
(4, 0);4;0.6
(4, 0);5;0.7
(4, 0);6;0.9
(4, 0);7;
(4, 0);8;
(4, 0);9;0.85
(4, 1);0;
(4, 1);1;0.3
(4, 1);2;0.85
(4, 1);3;
(4, 1);4;0.6
(4, 1);5;
(4, 1);6;
(4, 1);7;0.85
(4, 1);8;
(4, 1);9;
(4, 2);0;0.8
(4, 2);1;0.05
(4, 2);2;0.1
(4, 2);3;0.35
(4, 2);4;0.05
(4, 2);5;0.92
(4, 2);6;0.45
(4, 2);7;0.85
(4, 2);8;
(4, 2);9;0.95
(4, 3);0;0.15
(4, 3);1;
(4, 3);2;
(4, 3);3;
(4, 3);4;0.85
(4, 3);5;
(4, 3);6;0.05
(4, 3);7;
(4, 3);8;0.6
(4, 3);9;0.85
(5, 0);0;0.95
(5, 0);1;0.99
(5, 0);2;0.95
(5, 0);3;0.9
(5, 0);4;0.9
