extracted_number;id;answer_token_len;correct_answer;reasoning_token_len;frequency_of_answer;is_correct;iter
72;0;129;72.0;0;1.0;True;0
72;0;141;72.0;0;1.0;True;1
72;0;180;72.0;0;1.0;True;2
72;0;136;72.0;0;1.0;True;3
72;0;195;72.0;0;1.0;True;4
72;0;130;72.0;0;1.0;True;5
72;0;201;72.0;0;1.0;True;6
72;0;142;72.0;0;1.0;True;7
72;0;165;72.0;0;1.0;True;8
72;0;214;72.0;0;1.0;True;9
10;1;172;10.0;0;1.0;True;0
10;1;171;10.0;0;1.0;True;1
10;1;139;10.0;0;1.0;True;2
10;1;197;10.0;0;1.0;True;3
10;1;188;10.0;0;1.0;True;4
10;1;167;10.0;0;1.0;True;5
10;1;190;10.0;0;1.0;True;6
10;1;183;10.0;0;1.0;True;7
10;1;161;10.0;0;1.0;True;8
10;1;168;10.0;0;1.0;True;9
5;2;227;5.0;0;1.0;True;0
5;2;219;5.0;0;1.0;True;1
5;2;219;5.0;0;1.0;True;2
5;2;231;5.0;0;1.0;True;3
5;2;255;5.0;0;1.0;True;4
5;2;204;5.0;0;1.0;True;5
5;2;211;5.0;0;1.0;True;6
5;2;212;5.0;0;1.0;True;7
5;2;219;5.0;0;1.0;True;8
5;2;234;5.0;0;1.0;True;9
42;3;211;42.0;0;1.0;True;0
42;3;157;42.0;0;1.0;True;1
42;3;169;42.0;0;1.0;True;2
42;3;165;42.0;0;1.0;True;3
42;3;168;42.0;0;1.0;True;4
42;3;166;42.0;0;1.0;True;5
42;3;204;42.0;0;1.0;True;6
42;3;155;42.0;0;1.0;True;7
42;3;169;42.0;0;1.0;True;8
42;3;170;42.0;0;1.0;True;9
624;4;195;624.0;0;1.0;True;0
624;4;201;624.0;0;1.0;True;1
624;4;184;624.0;0;1.0;True;2
624;4;187;624.0;0;1.0;True;3
624;4;198;624.0;0;1.0;True;4
624;4;200;624.0;0;1.0;True;5
624;4;178;624.0;0;1.0;True;6
624;4;210;624.0;0;1.0;True;7
624;4;224;624.0;0;1.0;True;8
624;4;179;624.0;0;1.0;True;9
35;5;239;35.0;0;1.0;True;0
35;5;233;35.0;0;1.0;True;1
35;5;234;35.0;0;1.0;True;2
35;5;225;35.0;0;1.0;True;3
35;5;291;35.0;0;1.0;True;4
35;5;263;35.0;0;1.0;True;5
35;5;230;35.0;0;1.0;True;6
35;5;241;35.0;0;1.0;True;7
35;5;221;35.0;0;1.0;True;8
35;5;234;35.0;0;1.0;True;9
48;6;204;48.0;0;1.0;True;0
48;6;203;48.0;0;1.0;True;1
48;6;167;48.0;0;1.0;True;2
48;6;219;48.0;0;1.0;True;3
48;6;207;48.0;0;1.0;True;4
48;6;210;48.0;0;1.0;True;5
48;6;222;48.0;0;1.0;True;6
48;6;179;48.0;0;1.0;True;7
48;6;213;48.0;0;1.0;True;8
48;6;243;48.0;0;1.0;True;9
16;7;189;16.0;0;1.0;True;0
16;7;177;16.0;0;1.0;True;1
16;7;161;16.0;0;1.0;True;2
16;7;173;16.0;0;1.0;True;3
16;7;160;16.0;0;1.0;True;4
16;7;176;16.0;0;1.0;True;5
16;7;187;16.0;0;1.0;True;6
16;7;151;16.0;0;1.0;True;7
16;7;167;16.0;0;1.0;True;8
16;7;183;16.0;0;1.0;True;9
41;8;257;41.0;0;1.0;True;0
41;8;197;41.0;0;1.0;True;1
41;8;241;41.0;0;1.0;True;2
41;8;204;41.0;0;1.0;True;3
41;8;171;41.0;0;1.0;True;4
41;8;179;41.0;0;1.0;True;5
41;8;266;41.0;0;1.0;True;6
41;8;177;41.0;0;1.0;True;7
41;8;173;41.0;0;1.0;True;8
41;8;246;41.0;0;1.0;True;9
990.0;9;263;990.0;0;1.0;True;0
990.0;9;277;990.0;0;1.0;True;1
990.0;9;286;990.0;0;1.0;True;2
990.0;9;278;990.0;0;1.0;True;3
990.0;9;262;990.0;0;1.0;True;4
990.0;9;279;990.0;0;1.0;True;5
990.0;9;279;990.0;0;1.0;True;6
990.0;9;248;990.0;0;1.0;True;7
990.0;9;266;990.0;0;1.0;True;8
990.0;9;274;990.0;0;1.0;True;9
121;10;203;121.0;0;1.0;True;0
121;10;200;121.0;0;1.0;True;1
121;10;246;121.0;0;1.0;True;2
121;10;211;121.0;0;1.0;True;3
121;10;147;121.0;0;1.0;True;4
121;10;193;121.0;0;1.0;True;5
121;10;217;121.0;0;1.0;True;6
121;10;204;121.0;0;1.0;True;7
121;10;211;121.0;0;1.0;True;8
121;10;222;121.0;0;1.0;True;9
5;11;357;5.0;0;1.0;True;0
5;11;286;5.0;0;1.0;True;1
5;11;316;5.0;0;1.0;True;2
5;11;373;5.0;0;1.0;True;3
5;11;288;5.0;0;1.0;True;4
5;11;363;5.0;0;1.0;True;5
5;11;354;5.0;0;1.0;True;6
5;11;365;5.0;0;1.0;True;7
5;11;345;5.0;0;1.0;True;8
5;11;343;5.0;0;1.0;True;9
85;12;178;85.0;0;1.0;True;0
85;12;172;85.0;0;1.0;True;1
85;12;128;85.0;0;1.0;True;2
85;12;154;85.0;0;1.0;True;3
85;12;172;85.0;0;1.0;True;4
85;12;157;85.0;0;1.0;True;5
85;12;179;85.0;0;1.0;True;6
85;12;173;85.0;0;1.0;True;7
85;12;141;85.0;0;1.0;True;8
85;12;171;85.0;0;1.0;True;9
32.5;13;229;35.0;0;0.9;False;0
35;13;198;35.0;0;0.1;True;1
32.5;13;255;35.0;0;0.9;False;2
32.5;13;257;35.0;0;0.9;False;3
32.5;13;256;35.0;0;0.9;False;4
32.5;13;227;35.0;0;0.9;False;5
32.5;13;256;35.0;0;0.9;False;6
32.5;13;259;35.0;0;0.9;False;7
32.5;13;255;35.0;0;0.9;False;8
32.5;13;255;35.0;0;0.9;False;9
5;14;192;5.0;0;1.0;True;0
5;14;239;5.0;0;1.0;True;1
5;14;220;5.0;0;1.0;True;2
5;14;219;5.0;0;1.0;True;3
5;14;192;5.0;0;1.0;True;4
5;14;212;5.0;0;1.0;True;5
5;14;206;5.0;0;1.0;True;6
5;14;220;5.0;0;1.0;True;7
5;14;178;5.0;0;1.0;True;8
5;14;200;5.0;0;1.0;True;9
448000;15;391;448000.0;0;1.0;True;0
448000;15;346;448000.0;0;1.0;True;1
448000;15;320;448000.0;0;1.0;True;2
448000;15;335;448000.0;0;1.0;True;3
448000;15;373;448000.0;0;1.0;True;4
448000;15;301;448000.0;0;1.0;True;5
448000;15;330;448000.0;0;1.0;True;6
448000;15;380;448000.0;0;1.0;True;7
448000;15;349;448000.0;0;1.0;True;8
448000;15;399;448000.0;0;1.0;True;9
800;16;223;800.0;0;1.0;True;0
800;16;190;800.0;0;1.0;True;1
800;16;227;800.0;0;1.0;True;2
800;16;233;800.0;0;1.0;True;3
800;16;235;800.0;0;1.0;True;4
800;16;241;800.0;0;1.0;True;5
800;16;195;800.0;0;1.0;True;6
800;16;218;800.0;0;1.0;True;7
800;16;228;800.0;0;1.0;True;8
800;16;252;800.0;0;1.0;True;9
43;17;296;43.0;0;1.0;True;0
43;17;229;43.0;0;1.0;True;1
43;17;292;43.0;0;1.0;True;2
43;17;312;43.0;0;1.0;True;3
43;17;302;43.0;0;1.0;True;4
43;17;227;43.0;0;1.0;True;5
43;17;293;43.0;0;1.0;True;6
43;17;248;43.0;0;1.0;True;7
43;17;310;43.0;0;1.0;True;8
43;17;247;43.0;0;1.0;True;9
16;18;232;16.0;0;1.0;True;0
16;18;258;16.0;0;1.0;True;1
16;18;264;16.0;0;1.0;True;2
16;18;329;16.0;0;1.0;True;3
16;18;268;16.0;0;1.0;True;4
16;18;353;16.0;0;1.0;True;5
16;18;403;16.0;0;1.0;True;6
16;18;264;16.0;0;1.0;True;7
16;18;341;16.0;0;1.0;True;8
16;18;292;16.0;0;1.0;True;9
16;19;195;16.0;0;1.0;True;0
16;19;231;16.0;0;1.0;True;1
16;19;204;16.0;0;1.0;True;2
16;19;213;16.0;0;1.0;True;3
16;19;227;16.0;0;1.0;True;4
16;19;234;16.0;0;1.0;True;5
16;19;173;16.0;0;1.0;True;6
16;19;218;16.0;0;1.0;True;7
16;19;198;16.0;0;1.0;True;8
16;19;243;16.0;0;1.0;True;9
38;20;163;38.0;0;1.0;True;0
38;20;172;38.0;0;1.0;True;1
38;20;178;38.0;0;1.0;True;2
38;20;193;38.0;0;1.0;True;3
38;20;173;38.0;0;1.0;True;4
38;20;171;38.0;0;1.0;True;5
38;20;189;38.0;0;1.0;True;6
38;20;189;38.0;0;1.0;True;7
38;20;175;38.0;0;1.0;True;8
38;20;161;38.0;0;1.0;True;9
1080;21;268;1080.0;0;1.0;True;0
1080;21;240;1080.0;0;1.0;True;1
1080;21;260;1080.0;0;1.0;True;2
1080;21;268;1080.0;0;1.0;True;3
1080;21;282;1080.0;0;1.0;True;4
1080;21;271;1080.0;0;1.0;True;5
1080;21;201;1080.0;0;1.0;True;6
1080;21;254;1080.0;0;1.0;True;7
1080;21;233;1080.0;0;1.0;True;8
1080;21;249;1080.0;0;1.0;True;9
7;22;261;7.0;0;1.0;True;0
7;22;230;7.0;0;1.0;True;1
7;22;192;7.0;0;1.0;True;2
7;22;226;7.0;0;1.0;True;3
7;22;266;7.0;0;1.0;True;4
7;22;236;7.0;0;1.0;True;5
7;22;184;7.0;0;1.0;True;6
7;22;278;7.0;0;1.0;True;7
7;22;213;7.0;0;1.0;True;8
7;22;219;7.0;0;1.0;True;9
5;23;202;5.0;0;1.0;True;0
5;23;209;5.0;0;1.0;True;1
5;23;236;5.0;0;1.0;True;2
5;23;178;5.0;0;1.0;True;3
5;23;184;5.0;0;1.0;True;4
5;23;184;5.0;0;1.0;True;5
5;23;223;5.0;0;1.0;True;6
5;23;227;5.0;0;1.0;True;7
5;23;173;5.0;0;1.0;True;8
5;23;235;5.0;0;1.0;True;9
62;24;141;62.0;0;1.0;True;0
62;24;193;62.0;0;1.0;True;1
62;24;164;62.0;0;1.0;True;2
62;24;167;62.0;0;1.0;True;3
62;24;234;62.0;0;1.0;True;4
62;24;189;62.0;0;1.0;True;5
62;24;184;62.0;0;1.0;True;6
62;24;185;62.0;0;1.0;True;7
