id;amount_answer_tokens;confidence_per_choice;finish_reason
200;1325;[0.00830373027755657, 0.9902474539285796, 0.0003764217249822195, 0.0010723257040099275];stop
201;1536;[0.03933916592422638, 0.006224359907836114, 0.0013356367053647632, 0.9531007941460024];stop
202;1448;[0.004449183107669109, 0.003805587981479889, 0.9912537762467356, 0.0004914453715388445];stop
203;820;[0.9948164900827022, 0.004065587385321094, 0.000567683196101814, 0.0005502174203156299];stop
204;1185;[0.008534223362371774, 0.0031395653213815954, 0.001904242625588485, 0.9864219240302731];stop
205;1259;[0.009626462154995767, 0.006826183829107139, 0.0016213607743856984, 0.9819259353791011];stop
206;987;[0.08983490389325414, 0.0553456787404271, 0.8261064540191029, 0.028712959879009337];stop
207;987;[0.99211768304002, 0.007115970964651618, 0.0003921559014423283, 0.0003741977752554257];stop
208;2380;[0.9947838112858747, 0.004327652854165711, 0.0005332714640972899, 0.00035523537857890403];stop
209;997;[0.9982837142780759, 0.001283752861838384, 0.0002128670921679439, 0.00021962421901777998];stop
210;1214;[0.053855186003951526, 0.01694628210908028, 0.0039626914962692696, 0.9252358185405952];stop
211;3177;[0.001127767075862275, 0.003936293870893225, 0.0011818897478742733, 0.9937540663976401];stop
212;2478;[0.9852500388158686, 0.012796166099988298, 0.0007448261843811815, 0.0012089722307838894];stop
213;1493;[0.04705332565651433, 0.01961474436576514, 0.9304390826335492, 0.0028927830938660294];stop
214;1589;[0.996882413193113, 0.0026303921703380224, 0.0001681553455845794, 0.000319102774576403];stop
215;986;[0.008051310587540461, 0.9906236498079966, 0.00034826551502480004, 0.0009767347912727296];stop
216;1301;[0.989479579531237, 0.0070970487655731855, 0.0012924685970424662, 0.002130920467655867];stop
217;2331;[0.01779464502964008, 0.0076533814593405195, 0.0029971072425816385, 0.971554892748649];stop
218;2012;[0.01126900036496276, 0.004553087732620487, 0.0009846742780862828, 0.9831932788307768];stop
219;688;[0.01156371369954387, 0.008329030525722005, 0.002241728154451993, 0.9778655635949344];stop
220;2726;[0.0026303344746093247, 0.9968608527496116, 0.0001239872569439427, 0.0003849029766177166];stop
221;1022;[0.0029704630256131345, 0.003162041431185561, 0.9934838434784852, 0.000383599147456095];stop
222;1088;[0.9926056944118117, 0.005902248078632134, 0.0008502994551322674, 0.0006418397022835105];stop
223;1066;[0.0044648378171581295, 0.9947416983382865, 0.00037813004449374496, 0.0004152946089714171];stop
224;2269;[0.04419616492881738, 0.9449555950706698, 0.004175620704558837, 0.006672622886604679];stop
225;2956;[0.996379892171137, 0.0028874635591394893, 0.000268575948067764, 0.0004640576241709822];stop
226;1296;[0.006889373707232214, 0.9910155845785665, 0.0006509028903230648, 0.0014440911793752456];stop
227;783;[0.006892754914237468, 0.991501809547611, 0.0002268215594199815, 0.001378637713573548];stop
228;1247;[0.008831678679478977, 0.9893966024787118, 0.0007961999808030356, 0.0009755246086560998];stop
229;2825;[0.9955598259569933, 0.0038221207343146738, 0.0003186794420210497, 0.0002993716306846838];stop
230;1588;[0.0026295883069414523, 0.9965779270990448, 0.00019653352991866804, 0.000595980277833206];stop
231;2149;[0.9832993063250751, 0.015404557243644179, 0.0008758818168266288, 0.00042025268845199347];stop
232;2317;[0.008798375715547603, 0.0042879858620602385, 0.0012478750274463276, 0.9856657597417856];stop
233;1165;[0.07889246836256303, 0.06748030417366695, 0.8481739170929202, 0.0054532445689125615];stop
234;1586;[0.00880343261615761, 0.9862319626748384, 0.0008061517453302855, 0.004158447117182182];stop
235;1472;[0.9937963314349261, 0.0048990047744403055, 0.00035488271557009357, 0.0009497153956769753];stop
236;934;[0.0071693340776535774, 0.006132256403226857, 0.002637450614058576, 0.98406096404932];stop
237;2500;[0.9956176062399517, 0.0026270541724891074, 0.0005337184276769902, 0.0012216936477752096];stop
238;1153;[0.007094588924680038, 0.0027782809418636038, 0.0009906265771908408, 0.9891365590536483];stop
