id;iter;answer_token_len;correct_answer_idx;finish_reasons;frequency_of_answer;is_correct;model_guessed_its_correct;reasoning_token_len;yes_no_probabilities
(0, 0);0;709;1;stop;1.0;True;False;0;[0.002182323569348377, 0.9976378579739126]
(0, 0);1;386;1;stop;1.0;True;False;0;[0.0003352732874773268, 0.9994359815394643]
(0, 0);2;946;1;stop;1.0;True;False;0;[0.0028005412914676336, 0.9970615677540554]
(0, 0);3;575;1;stop;1.0;True;False;0;[0.00020329322400646963, 0.9991393350412399]
(0, 0);4;455;1;stop;1.0;True;False;0;[0.00048775346531785977, 0.999299540392013]
(0, 0);5;725;1;stop;1.0;True;False;0;[0.0010320921767416895, 0.9988334690124372]
(0, 0);6;1504;1;stop;1.0;True;False;0;[0.000709393243326069, 0.9989000749792221]
(0, 0);7;453;1;stop;1.0;True;False;0;[0.0015007832924815669, 0.9982334643006728]
(0, 0);8;503;1;stop;1.0;True;False;0;[0.000626224240027336, 0.9991982456209207]
(0, 0);9;829;1;stop;1.0;True;False;0;[0.0015009393077647377, 0.9983370586269025]
(0, 1);0;572;1;stop;1.0;True;True;0;[0.9764940197684359, 0.022964940667807725]
(0, 1);1;883;1;stop;1.0;True;True;0;[0.9794476841277296, 0.02032778729514017]
(0, 1);2;419;1;stop;1.0;True;True;0;[0.9732980842972654, 0.025937517656408452]
(0, 1);3;329;1;stop;1.0;True;True;0;[0.9575820087115384, 0.04207321261041477]
(0, 1);4;425;1;stop;1.0;True;True;0;[0.9623192374997411, 0.03731316764430538]
(0, 1);5;360;1;stop;1.0;True;True;0;[0.9700117196591367, 0.029291819314546236]
(0, 1);6;454;1;stop;1.0;True;True;0;[0.9701685542751733, 0.029296554655316134]
(0, 1);7;1035;1;stop;1.0;True;True;0;[0.979438421878148, 0.020327598281654563]
(0, 1);8;377;1;stop;1.0;True;True;0;[0.9522938554121129, 0.0474119235246557]
(0, 1);9;408;1;stop;1.0;True;True;0;[0.9395200372607612, 0.06006151236033719]
(0, 2);0;395;1;stop;1.0;True;False;0;[0.00012336367714713627, 0.9996261802540988]
(0, 2);1;704;1;stop;1.0;True;False;0;[0.0003352521852009147, 0.9993725186536804]
(0, 2);2;599;1;stop;1.0;True;False;0;[0.00017946998358896657, 0.9994975470083918]
(0, 2);3;443;1;stop;1.0;True;False;0;[0.00026109018241238105, 0.9993554933867581]
(0, 2);4;491;1;stop;1.0;True;False;0;[0.00020341055254440458, 0.999715409232722]
(0, 2);5;897;1;stop;1.0;True;False;0;[0.00020335973418952622, 0.9994663465281493]
(0, 2);6;420;1;stop;1.0;True;False;0;[0.00010886982800758564, 0.9996427382369184]
(0, 2);7;1632;1;stop;1.0;True;False;0;[0.0002304763287012815, 0.9996372585620616]
(0, 2);8;615;1;stop;1.0;True;False;0;[9.607517861660312e-05, 0.9996208198631803]
(0, 2);9;406;1;stop;1.0;True;False;0;[0.00015841962134763193, 0.9997369742997422]
(0, 3);0;515;1;stop;1.0;True;False;0;[9.605932889768691e-05, 0.9994558674069822]
(0, 3);1;616;1;stop;1.0;True;False;0;[0.00015841856378609326, 0.9997300638364871]
(0, 3);2;410;1;stop;1.0;True;False;0;[0.00015842370057970074, 0.9997622340125312]
(0, 3);3;848;1;stop;1.0;True;False;0;[9.606281011472872e-05, 0.9994918307628191]
(0, 3);4;385;1;stop;1.0;True;False;0;[0.0001397581680402191, 0.9994035942162108]
(0, 3);5;495;1;stop;1.0;True;False;0;[0.00012336332420132977, 0.9996232022458977]
(0, 3);6;400;1;stop;1.0;True;False;0;[0.00013971952108981632, 0.9991270777701595]
(0, 3);7;384;1;stop;1.0;True;False;0;[0.00013974070895626196, 0.9992778751476347]
(0, 3);8;404;1;stop;1.0;True;False;0;[0.0001584082906985453, 0.999665253199846]
(0, 3);9;462;1;stop;1.0;True;False;0;[0.0001088724236974986, 0.9996664444870847]
(1, 0);0;874;2;stop;0.8;True;False;0;[0.2687720198810731, 0.7305980758674344]
(1, 0);1;1761;2;stop;0.8;True;False;0;[0.005909736344235386, 0.9938648579066984]
(1, 0);2;805;2;stop;0.8;True;False;0;[0.0059085951717669375, 0.9936728427185941]
(1, 0);3;1003;2;stop;0.8;True;False;0;[0.0009102888767425873, 0.9982530647646715]
(1, 0);4;1205;2;stop;0.8;True;False;0;[0.017975819606544357, 0.9814466439218669]
(1, 0);5;634;2;stop;0.2;False;True;0;[0.621964481800459, 0.3772405274642586]
(1, 0);6;1422;2;stop;0.2;False;True;0;[0.7291975102168776, 0.26825676456751735]
(1, 0);7;1062;2;stop;0.8;True;False;0;[0.0004303075303939856, 0.9989900071158365]
(1, 0);8;1063;2;stop;0.8;True;False;0;[0.004069124972106553, 0.9956818930172059]
(1, 0);9;1748;2;stop;0.8;True;False;0;[0.0017002097218432217, 0.997998199637054]
(1, 1);0;1061;2;stop;1.0;True;False;0;[0.0005525236983033491, 0.9989864380607716]
(1, 1);1;1114;2;stop;1.0;True;False;0;[0.0024718037286100315, 0.9971969243784157]
(1, 1);2;1398;2;stop;1.0;True;False;0;[0.037296793421536, 0.961897051829656]
(1, 1);3;2327;2;stop;1.0;True;False;0;[0.0006262039350814141, 0.9991658736786446]
(1, 1);4;2752;2;stop;1.0;True;False;0;[0.0015009493276490608, 0.9983440685651561]
(1, 1);5;1204;2;stop;1.0;True;False;0;[0.0006258716844548895, 0.9986358441961102]
(1, 1);6;2815;2;stop;1.0;True;False;0;[0.0015009171211160606, 0.9983225635579699]
(1, 1);7;1221;2;stop;1.0;True;False;0;[0.00037973528472335353, 0.9989645484686859]
(1, 1);8;2088;2;stop;1.0;True;False;0;[0.010980955058991404, 0.9884742915297905]
(1, 1);9;1755;2;stop;1.0;True;False;0;[0.000709340475939608, 0.9988259763371262]
(1, 2);0;2832;2;stop;0.6;False;False;0;[0.0019264898837998419, 0.9979464350345526]
(1, 2);1;928;2;stop;0.6;False;False;0;[0.000709139589891894, 0.9985431231197229]
(1, 2);2;1797;2;stop;0.6;False;False;0;[0.0014997467038623978, 0.997544017282661]
(1, 2);3;986;2;stop;0.4;True;True;0;[0.70528343928186, 0.29400587018278296]
(1, 2);4;795;2;stop;0.4;True;True;0;[0.797550706903438, 0.2016523953624002]
(1, 2);5;681;2;stop;0.4;True;True;0;[0.530871472346637, 0.46849243001643087]
