id;iter;answer_token_len;correct_answer;extracted_number;finish_reasons;finish_reasons_post;frequency_of_answer;is_correct;reasoning_token_len
70;0;7;19.0;19;stop;stop;1.0;True;42
70;1;83;19.0;19;stop;stop;1.0;True;77
70;2;65;19.0;19;stop;stop;1.0;True;53
70;3;81;19.0;19;stop;stop;1.0;True;78
70;4;56;19.0;19;stop;stop;1.0;True;49
70;5;68;19.0;19;stop;stop;1.0;True;60
70;6;67;19.0;19;stop;stop;1.0;True;45
70;7;86;19.0;19;stop;stop;1.0;True;57
70;8;94;19.0;19;stop;stop;1.0;True;66
70;9;57;19.0;19;stop;stop;1.0;True;54
71;0;80;25.0;25;stop;stop;1.0;True;148
71;1;88;25.0;25;stop;stop;1.0;True;89
71;2;111;25.0;25;stop;stop;1.0;True;67
71;3;127;25.0;25;stop;stop;1.0;True;48
71;4;84;25.0;25;stop;stop;1.0;True;137
71;5;108;25.0;25;stop;stop;1.0;True;278
71;6;89;25.0;25;stop;stop;1.0;True;99
71;7;83;25.0;25;stop;stop;1.0;True;110
71;8;82;25.0;25;stop;stop;1.0;True;157
71;9;98;25.0;25;stop;stop;1.0;True;150
72;0;230;54.0;54;stop;stop;1.0;True;376
72;1;178;54.0;54;stop;stop;1.0;True;245
72;2;219;54.0;54;stop;stop;1.0;True;428
72;3;222;54.0;54;stop;stop;1.0;True;256
72;4;158;54.0;54;stop;stop;1.0;True;229
72;5;200;54.0;54;stop;stop;1.0;True;317
72;6;165;54.0;54;stop;stop;1.0;True;289
72;7;196;54.0;54;stop;stop;1.0;True;359
72;8;170;54.0;54;stop;stop;1.0;True;282
72;9;179;54.0;54;stop;stop;1.0;True;381
73;0;143;3.0;3;stop;stop;1.0;True;122
73;1;156;3.0;3;stop;stop;1.0;True;164
73;2;205;3.0;3;stop;stop;1.0;True;64
73;3;125;3.0;3;stop;stop;1.0;True;200
73;4;135;3.0;3;stop;stop;1.0;True;43
73;5;191;3.0;3;stop;stop;1.0;True;166
73;6;116;3.0;3;stop;stop;1.0;True;207
73;7;97;3.0;3;stop;stop;1.0;True;71
73;8;170;3.0;3;stop;stop;1.0;True;187
73;9;121;3.0;3;stop;stop;1.0;True;70
74;0;164;28.0;28;stop;stop;1.0;True;153
74;1;123;28.0;28;stop;stop;1.0;True;138
74;2;233;28.0;28;stop;stop;1.0;True;131
74;3;128;28.0;28;stop;stop;1.0;True;50
74;4;115;28.0;28;stop;stop;1.0;True;112
74;5;134;28.0;28;stop;stop;1.0;True;103
74;6;142;28.0;28;stop;stop;1.0;True;121
74;7;149;28.0;28;stop;stop;1.0;True;153
74;8;140;28.0;28;stop;stop;1.0;True;132
74;9;151;28.0;28;stop;stop;1.0;True;84
75;0;164;15.0;15.0;stop;stop;1.0;True;98
75;1;150;15.0;15;stop;stop;1.0;True;169
75;2;244;15.0;15;stop;stop;1.0;True;93
75;3;258;15.0;15;stop;stop;1.0;True;82
