id;amount_answer_tokens;confidence_per_choice;finish_reason
400;2;[0.01798271244488303, 0.00012116650557671053, 0.9818226162717083, 7.349120056251671e-05];stop
401;2;[3.581747930283181e-10, 1.0, 1.2501528663867426e-09, 1.8795288165390832e-12];stop
402;2;[2.0434642481615084e-09, 0.00857744402993642, 4.74405022877568e-06, 0.9914177903653018];stop
403;2;[1.670143001672819e-05, 7.1940095359071505e-09, 0.9999833109787883, 1.0261703476375077e-10];stop
404;2;[3.927473990931289e-07, 9.610211997584463e-05, 2.9020325646082343e-06, 0.9999005893344576];stop
405;2;[2.543665647376923e-13, 1.0, 5.675685232632723e-14, 9.862862046580453e-15];stop
406;2;[2.510984787732669e-08, 4.78509457496562e-06, 8.764198070156538e-08, 0.999995112442896];stop
407;2;[6.144171336422507e-06, 3.2241682883650204e-08, 0.9999934435319415, 3.92783732425049e-07];stop
408;2;[0.9273422326008524, 0.05928300907036821, 0.00014694785273740424, 0.013227824154192661];stop
409;2;[0.006692851264215723, 8.367083202522292e-12, 1.0743547495579688e-11, 0.9933071486460123];stop
410;2;[6.47594599989589e-07, 1.4449788680693535e-07, 1.3887943864964021e-11, 0.9999991655356624];stop
411;2;[0.8787829356521276, 0.11893033395558247, 0.0021782855689906977, 0.00010845045254807129];stop
412;2;[9.274448361430511e-10, 0.047425874568977164, 0.9525741476724274, 1.1298591115198341e-08];stop
413;2;[0.6847557701751663, 0.19618580113929374, 0.11899270339126733, 6.581303578944055e-05];stop
414;2;[1.3887943864964021e-11, 0.9999995231630692, 5.04347662567888e-07, 5.905303998944039e-10];stop
415;2;[0.0005189093974401071, 3.685163399139258e-07, 0.2688017547585615, 0.7306789471940316];stop
416;2;[4.363453930307876e-09, 1.0677029917933763e-06, 1.7832438895436006e-11, 0.999998927117538];stop
417;2;[0.7706376434037518, 0.008561009637121548, 1.0023911717502467e-05, 0.2207913748961117];stop
418;2;[0.9999985694905718, 1.3709577789362383e-06, 2.1724357914826287e-10, 4.599046606658694e-10];stop
419;2;[1.317488077793474e-10, 7.58162041807597e-10, 0.0001233946226544279, 0.999876633606226];stop
420;2;[0.9975274099865513, 6.543978915938111e-12, 5.371625003096026e-13, 0.002472623024627213];stop
421;2;[0.007339097963541359, 0.6606447025214472, 0.01994974138796369, 0.3120664607166692];stop
422;2;[5.125597702651109e-05, 0.8792568494701649, 0.001697364844817265, 0.1189944623486862];stop
423;2;[0.015701368028590113, 0.6676392967372407, 0.0012888467730201479, 0.3153704824729784];stop
424;2;[0.0050931898262777725, 0.9705900586182595, 0.006539785188956083, 0.017776979241164923];stop
425;2;[1.0815302053280516e-11, 5.829127258796956e-05, 4.598783454629882e-10, 0.9999417100552707];stop
426;2;[0.9999545833252356, 1.317591111094531e-10, 1.317591111094531e-10, 4.539785156619626e-05];stop
427;2;[0.49042794633810155, 0.00012812852063187486, 0.49042794633810155, 0.019015953984358944];stop
428;2;[0.0011695103074966034, 4.358355140757578e-09, 2.643476018785641e-09, 0.9988304957495425];stop
429;2;[2.4658348072570544e-08, 0.9820135272887791, 0.01798620273753547, 1.8220191721518223e-07];stop
430;2;[9.23739680501087e-09, 0.9999948740268748, 3.059008618493715e-07, 4.78509457496562e-06];stop
431;2;[0.010929729449015702, 0.005162838622223497, 0.9838627937640968, 4.466730614237698e-05];stop
432;2;[0.030967417978013473, 0.48441191983385556, 0.00020865692052973053, 0.48441191983385556];stop
433;2;[2.510999155743982e-08, 8.764248219443636e-08, 0.9999998807907247, 5.905303998944039e-10];stop
434;2;[0.38361326891647346, 0.38361326891647346, 0.2326732090704285, 0.00010022224919889447];stop
435;2;[3.534101583929266e-05, 0.9995339897296976, 1.1248281381436408e-07, 0.00043054171202730864];stop
436;2;[0.04511733186772065, 0.906205754083703, 0.02131191852322753, 0.02736504506220242];stop
