id;amount_answer_tokens;confidence_per_choice;finish_reason
300;136;[1.6918979226151304e-10, 1.6918979226151304e-10, 5.602796437537268e-09, 1.0];stop
301;104;[1.493094676197164e-10, 5.905303998944039e-10, 1.0, 1.162823303022097e-10];stop
302;134;[1.6052280551856116e-09, 1.103256032343554e-09, 1.0, 1.3176514270095466e-10];stop
303;421;[2.9989608248573072e-09, 1.0, 5.905303998944039e-10, 7.991959892953932e-11];stop
304;210;[5.602796437537268e-09, 4.944450501938644e-09, 1.0, 5.602796437537268e-09];stop
305;48;[1.3176514270095466e-10, 8.764248219443636e-08, 0.9999998807907247, 4.058652126475693e-10];stop
306;88;[2.172439935079017e-10, 7.582560427911907e-10, 1.0, 3.331544542166412e-11];stop
307;119;[3.775134544279098e-11, 5.211412487888539e-10, 1.0, 2.020683909022217e-11];stop
308;73;[6.34880011604368e-09, 1.0, 2.7894680928689246e-10, 3.331544542166412e-11];stop
309;97;[1.0, 5.905303998944039e-10, 7.582560427911907e-10, 1.1399918530443554e-12];stop
310;149;[1.0, 1.6052280551856116e-09, 1.6052280551856116e-09, 6.560200168153779e-12];stop
311;153;[6.691586091292782e-10, 1.0, 2.172439935079017e-10, 1.0815941557285693e-11];stop
312;211;[1.186112015134383e-08, 1.0, 2.061153622438558e-09, 1.3176514270095466e-10];stop
313;68;[1.0, 1.3176514270095466e-10, 4.8473687062702556e-11, 8.878265478459658e-13];stop
314;186;[2.646573638909117e-09, 8.152020714470167e-09, 1.0, 1.3440409951135022e-08];stop
315;137;[2.8453348089834e-08, 1.3440409951135022e-08, 2.061153622438558e-09, 1.0];stop
316;70;[2.4616969518153846e-10, 4.5990553786523166e-10, 1.0, 1.2256067444099483e-11];stop
317;231;[2.9989608248573072e-09, 9.237449661970594e-09, 1.0, 1.3440409951135022e-08];stop
318;243;[1.6918979226151304e-10, 3.398267819495071e-09, 1.0, 2.646573638909117e-09];stop
319;148;[4.058652126475693e-10, 3.581747930283181e-10, 1.0, 1.0815941557285693e-11];stop
320;156;[5.905303998944039e-10, 7.194133030325383e-09, 1.0, 5.905303998944039e-10];stop
321;143;[1.3176514270095466e-10, 5.905303998944039e-10, 1.0, 4.8473687062702556e-11];stop
