id;amount_answer_tokens;confidence_per_choice;finish_reason
400;4086;[0.10605228503293684, 0.002654967006083524, 0.026814216881897515, 0.00282619766658565];length
401;4086;[0, 0, 0, 0];length
402;4086;[3.75574747685964e-05, 0, 0, 0];length
403;4086;[0, 0.005980082773184154, 0, 0];length
404;4086;[0, 0, 0, 0];length
405;4086;[0.005553693145183061, 0.36575479066920685, 0, 0];length
406;4086;[0, 0.0019791852681393506, 0.001746624868774039, 0.4273849631327991];length
407;4086;[0.0003252882283986293, 0, 0, 0];length
408;4086;[0.00017750821243825454, 6.530162199512674e-05, 6.329250230288826e-05, 8.651059353941756e-05];length
409;4086;[0.0029093651445658867, 0, 0, 0.0012910229569447643];length
410;4086;[0, 0, 0, 0];length
411;4086;[0, 0, 0, 0];length
412;4086;[0.00030752531061961267, 0, 0, 0];length
413;4086;[0, 0, 0, 0];length
414;4086;[0, 0.0001219408661145823, 0.00024250836951538745, 0.0029543553382945145];length
415;4086;[0, 0, 0, 0];length
416;4086;[0.0010035045850513172, 0, 0, 0.7563456105301386];length
417;4086;[0, 0, 0, 0];length
418;4086;[0, 0, 0, 0];length
419;4086;[0, 0, 0, 0];length
420;4086;[0, 0, 0, 0.04014983272489187];length
421;4086;[0.0001464524525500523, 0, 0, 0];length
422;4086;[0, 0, 0.03540102922107481, 0.00212599705302374];length
423;4086;[0, 0, 0, 0];length
424;4086;[0, 0, 0, 0];length
425;4086;[0, 0, 0, 0];length
426;4086;[0, 0, 6.583984156119762e-05, 0];length
427;4086;[0, 0, 0, 0];length
428;4086;[0, 0, 0, 0];length
429;4086;[0, 0.00021661759889834032, 0, 0];length
430;4086;[0, 0, 0, 0];length
431;4086;[0.049982692113473524, 0, 0.0010373576799601368, 0];length
432;4086;[0.006886637754521879, 0.0007258462791650647, 0, 0.00036497842991690564];length
433;4086;[4.6714829369286004e-05, 0, 7.23533431226738e-05, 0];length
434;4086;[0, 0, 0, 0];length
435;4086;[0.0011623656550768082, 5.7870805932710074e-05, 0, 2.4124141041532526e-05];length
436;4086;[0.0006620481239535725, 6.158006808241957e-05, 0, 0.00010152836809864719];length
437;4086;[0.002295090563550618, 0, 0, 0];length
438;4086;[0, 0, 0, 0];length
439;4086;[0, 0.051468910939312176, 0, 0];length
440;4086;[0.002936451111660837, 0, 0, 0];length
441;4086;[0, 0.0009874681772958451, 0, 0];length
442;4086;[0.0002101721384094859, 0, 0, 0];length
