id;amount_answer_tokens;confidence_per_choice
300;2;[0.11538603008660264, 0.13074950149815606, 0.16788570315641851, 0.5859786816705346]
301;2;[0.010947599329626743, 0.19405079496414285, 0.11769775668736253, 0.677303845778195]
302;2;[0.10434916716624906, 0.020547569312868587, 0.8737049447505475, 0.0013982796398787991]
303;2;[0.02106304963426174, 0.9533863317161029, 0.012775382344339847, 0.012775382344339847]
304;2;[0.2773528869594016, 0.1310122427236563, 0.31428199481166424, 0.2773528869594016]
305;2;[0.29569801305247106, 0.3147688964073763, 0.3147688964073763, 0.07476415718787084]
306;2;[0.3324879351564849, 0.1570561797578468, 0.17796796713718951, 0.3324879351564849]
307;2;[0.279765348408147, 0.4070561800415238, 0.279765348408147, 0.033413201995393674]
308;2;[0.26560469658067953, 0.23439532204437094, 0.26560469658067953, 0.23439532204437094]
309;2;[0.019620731224176614, 0.07760149735142188, 0.834294708852446, 0.0684830810485565]
310;2;[0.19815029468599696, 0.1279354305241738, 0.41948417714206193, 0.25443001470098603]
311;2;[0.011524449090585281, 0.11639284041088263, 0.1590901313895584, 0.7129925242960633]
312;2;[0.1643207602768824, 0.0936271469524949, 0.34786705223596737, 0.3941850121141033]
313;2;[0.28571740082749564, 0.4710683561534465, 0.22251693550158008, 0.02069729909640162]
314;2;[0.2583860917489957, 0.0576537300320803, 0.20123129058887773, 0.48272880013965036]
315;2;[0.5604845041231761, 0.10367920201929418, 0.3000057184579943, 0.03583057345242805]
316;2;[0.525926347903979, 0.009049060512220522, 0.36146354034809564, 0.10356103819979627]
317;2;[0.4125981322332117, 0.4125981322332117, 0.1339510176251635, 0.04085275222698627]
318;2;[0.1899629052859249, 0.751317842523711, 0.03301059922566826, 0.025708680526606756]
319;2;[0.3200747975368586, 0.15119262873176412, 0.46570608245178824, 0.06302645706028645]
320;2;[0.6640014105395956, 0.11538614012734848, 0.13074962619065697, 0.08986281628676585]
321;2;[0.020864678559162072, 0.3263784471755408, 0.3263784471755408, 0.3263784471755408]
322;2;[0.3916241135924523, 0.2691590545881103, 0.30499716633544666, 0.03421973368035318]
323;2;[0.23832819410997746, 0.5045407908900911, 0.09333066180918752, 0.16380041264540124]
324;2;[0.26084444061453915, 0.26084444061453915, 0.43005975195150764, 0.04825136978291516]
325;2;[0.38277147654700233, 0.1595628907887082, 0.2981027256722033, 0.1595628907887082]
326;2;[0.47620546531968416, 0.21131488168617, 0.23945113129268294, 0.07302846899263782]
327;2;[0.9884424949171078, 0.00020111687801426897, 0.010980604244059253, 0.0003757356151568017]
328;2;[0.006766838145802138, 0.0028208378162966523, 0.9434411591352707, 0.04697116669122474]
329;2;[0.24922200061002148, 0.24922200061002148, 0.16090981744727156, 0.3406460862090164]
330;2;[0.02663646929312397, 0.9389679299326138, 0.017197797148347287, 0.017197797148347287]
331;2;[0.034941369598052274, 0.9011498058201328, 0.028967412825888723, 0.034941369598052274]
332;2;[0.2996460464488468, 0.31897155608144095, 0.13296711123719027, 0.24841529765373074]
333;2;[0.07029486853843822, 0.7557410810930923, 0.13132810397516673, 0.04263599298903178]
334;2;[0.0039226288943047674, 0.9598358189105661, 0.025578759594392687, 0.010662810843177047]
335;2;[0.33015307080290723, 0.42392493430844036, 0.17671820430789545, 0.069203843143192]
336;2;[0.2325759286902105, 0.26354305381589255, 0.29863340374798597, 0.2052475366848465]
337;2;[0.03298105932330298, 0.7990578867055155, 0.029105682696773674, 0.13885544622531845]
338;2;[0.21708248977777778, 0.3158531588906101, 0.3579085183931654, 0.10915594389722241]
339;2;[0.8005646699284864, 0.1786301203485218, 0.010727573832455746, 0.010077622990504949]
340;2;[0.06413266975403195, 0.01621527829848873, 0.03432774442727978, 0.8853243029089504]
341;2;[0.02691890162156431, 0.03247039341711836, 0.6126713586807406, 0.32793935643347816]
342;2;[0.06099352709906307, 0.5786904038584095, 0.30975065223948367, 0.05056540998564861]
343;2;[0.1927277197200952, 0.2634275596293354, 0.2634275596293354, 0.28041717755168155]
344;2;[0.21637932862746664, 0.31483006545381437, 0.2778365576034966, 0.19095408729707358]
345;2;[0.003588005143656391, 0.0014957030708014798, 6.173506806701903e-05, 0.9948545980174264]
346;2;[0.20761388473689932, 0.11112769127719581, 0.49803981877988057, 0.18321861021386887]
347;2;[0.4628413131408522, 0.31810589126383093, 0.1702698137781847, 0.04878311840794121]
348;2;[0.13702381105201653, 0.12872195801874983, 0.4782600654034658, 0.25599418106988653]
349;2;[0.05846958016164801, 0.01016048951658149, 0.9146180643762049, 0.01675181518671356]
