id;iter;answer_token_len;correct_answer_idx;finish_reasons;frequency_of_answer;is_correct;model_guessed_its_correct;reasoning_token_len;yes_no_probabilities
(0, 0);0;123;1;stop;0.8;True;False;1194;[0.009408318254433357, 0.9901379357078158]
(0, 0);1;289;1;stop;0.8;True;False;796;[0.007575858064638289, 0.9922413721539998]
(0, 0);2;187;1;stop;0.8;True;False;1325;[0.216145576917006, 0.6352871605921053]
(0, 0);3;90;1;stop;0.8;True;False;596;[0.09502513404732316, 0.9015734368280136]
(0, 0);4;273;1;stop;0.2;False;True;992;[0.4711133109554797, 0.2813145900758242]
(0, 0);5;293;1;stop;0.8;True;False;706;[0.019969123569631438, 0.9773181462409603]
(0, 0);6;89;1;stop;0.8;True;False;595;[0.0154165791134283, 0.9840665050920606]
(0, 0);7;169;1;stop;0.8;True;False;868;[0.008838322353928089, 0.9901408570447123]
(0, 0);8;243;1;stop;0.8;True;False;2519;[0.021264021544739165, 0.9776400290249918]
(0, 0);9;272;1;stop;0.2;False;True;1833;[0.53133539438955, 0.3377373053159031]
(0, 1);0;128;1;stop;1.0;True;True;442;[0.8812834061130479, 0.006521661188138298]
(0, 1);1;238;1;stop;1.0;True;True;482;[0.9521189691243429, 0.0044698821378858595]
(0, 1);2;215;1;stop;1.0;True;True;655;[0.9256530892089403, 0.006903731435069932]
(0, 1);3;231;1;stop;1.0;True;True;896;[0.9036662285520723, 0.0010916718021066678]
(0, 1);4;252;1;stop;1.0;True;True;910;[0.8299996453119849, 0.0018953323151750757]
(0, 1);5;210;1;stop;1.0;True;True;927;[0.791759728180272, 0.0059340292358323376]
(0, 1);6;118;1;stop;1.0;True;True;822;[0.725848252403126, 0.006750431041396573]
(0, 1);7;161;1;stop;1.0;True;True;838;[0.9284060289402541, 0.004648731073516118]
(0, 1);8;257;1;stop;1.0;True;True;1158;[0.6107960378331861, 0.005162006589620699]
(0, 1);9;191;1;stop;1.0;True;True;887;[0.7973825599233163, 0.0037507634263330217]
(0, 2);0;271;1;stop;0.8;True;False;2909;[0.03895877751150895, 0.9587487885082976]
(0, 2);1;154;1;stop;0.8;True;False;981;[0.03631901114245132, 0.951430218596123]
(0, 2);2;63;1;stop;0.8;True;False;1287;[0.020945581528369096, 0.9781644235684441]
(0, 2);3;392;1;stop;0.2;False;True;1440;[0.4046494048238438, 0.3007099037489502]
(0, 2);4;126;1;stop;0.8;True;False;1357;[0.3618603134932489, 0.6060019858408675]
(0, 2);5;257;1;stop;0.8;True;False;688;[0.030185326471066608, 0.9688461390986289]
(0, 2);6;232;1;stop;0.8;True;False;1031;[0.00884094412470796, 0.9904342887476087]
(0, 2);7;217;1;stop;0.2;False;True;765;[0.5583438090019511, 0.22914383751787828]
(0, 2);8;231;1;stop;0.8;True;False;794;[0.024023968477634303, 0.9747460538126684]
(0, 2);9;259;1;stop;0.8;True;False;1096;[0.011681927652491498, 0.9878621177205791]
(0, 3);0;283;1;stop;1.0;True;False;1457;[0.34286173645357404, 0.5126898160287638]
(0, 3);1;215;1;stop;1.0;True;False;818;[0.05493076737865613, 0.9437144617716693]
(0, 3);2;291;1;stop;1.0;True;False;1299;[0.014050736678192862, 0.9850325363138458]
(0, 3);3;199;1;stop;1.0;True;False;1005;[0.009332453979065616, 0.9898571771798729]
(0, 3);4;92;1;stop;1.0;True;False;1178;[0.16046143236751043, 0.741966168207993]
(0, 3);5;290;1;stop;1.0;True;False;1177;[0.16069977807976366, 0.36214254020019]
(0, 3);6;295;1;stop;1.0;True;False;3494;[0.05726097040533433, 0.8348955503859248]
(0, 3);7;260;1;stop;1.0;True;False;1130;[0.011493278099994104, 0.9872145681715577]
(0, 3);8;233;1;stop;1.0;True;False;1472;[0.029453208965326605, 0.9602347603042994]
(0, 3);9;416;1;stop;1.0;True;False;192;[0.1703665396917281, 0.4086881073448602]
(1, 0);0;404;2;stop;0.5;True;False;2638;[0.024199198038015568, 0.9666336215486769]
(1, 0);1;339;2;stop;0.4;False;True;3400;[0.28768684057704186, 0.2329759034212388]
(1, 0);2;86;2;stop;0.4;False;True;3488;[0.4194585746410999, 0.12459861178965533]
(1, 0);3;311;2;stop;0.5;True;False;3502;[0.022859292733876272, 0.9720019314098823]
(1, 0);4;589;2;stop/stop;0.4;False;True;3793;[0.7912158438758612, 0.06307180885785187]
(1, 0);5;312;2;stop;0.5;True;False;2718;[0.15134260506474856, 0.7929785873167565]
(1, 0);6;530;2;stop/stop;0.4;False;True;4101;[0.5032288818639183, 0.08779033455046949]
(1, 0);7;53;2;stop;0.0;False;;3830;
(1, 0);8;77;2;stop;0.5;True;False;2269;[0.025877929296052433, 0.9710621761879571]
(1, 0);9;134;2;stop;0.5;True;False;2089;[0.09726147521590574, 0.8805334596149712]
(1, 1);0;305;2;stop/stop;0.7;True;False;2911;[0.2566011173365619, 0.6760538999798457]
(1, 1);1;39;2;stop/stop;0.3;False;True;3594;[0.912866620889196, 0.0094524809021566]
(1, 1);2;271;2;stop/stop;0.3;False;True;2932;[0.6870697790203253, 0.130109095943012]
(1, 1);3;352;2;stop/stop;0.7;True;False;2335;[0.14305072406907787, 0.7733249080218972]
(1, 1);4;309;2;stop;0.7;True;False;2957;[0.060489141205518536, 0.8220808970501648]
(1, 1);5;485;2;stop/stop;0.7;True;False;3712;[0.3264245167205696, 0.513537848091821]
(1, 1);6;211;2;stop/stop;0.7;True;False;4967;[0.07936127008711125, 0.7708147377113846]
(1, 1);7;46;2;stop;0.7;True;False;3475;[0.014494771160236865, 0.9848980332923586]
(1, 1);8;379;2;stop/stop;0.3;False;True;5301;[0.6141181385900341, 0.20700107747903654]
(1, 1);9;479;2;stop;0.7;True;False;2193;[0.29905270838027154, 0.6184289682597196]
(1, 2);0;346;2;stop;1.0;True;True;1108;[0.9691428707109749, 0.01278518167813503]
(1, 2);1;33;2;stop;1.0;True;True;2171;[0.8209488499122716, 0.07401078348323538]
(1, 2);2;406;2;stop;1.0;True;True;2388;[0.8893072890349735, 0.007938249997639396]
(1, 2);3;217;2;stop;1.0;True;True;2021;[0.9402715289023453, 0.012022668373978073]
(1, 2);4;382;2;stop;1.0;True;True;3303;[0.7672206401126992, 0.030573029639565746]
(1, 2);5;186;2;stop;1.0;True;True;2675;[0.8769281587691581, 0.06631351862844703]
(1, 2);6;295;2;stop;1.0;True;True;1907;[0.6845483408632004, 0.06965838868938984]
(1, 2);7;70;2;stop;1.0;True;True;2732;[0.9279473682921888, 0.00871465476941439]
(1, 2);8;450;2;stop;1.0;True;True;2726;[0.9099323386785928, 0.05726817915688035]
(1, 2);9;462;2;stop/stop;1.0;True;True;2009;[0.5677767148253405, 0.00882567965445415]
(1, 3);0;532;2;stop/stop;0.5;True;False;4362;[0.294528517774679, 0.5502516798834916]
(1, 3);1;459;2;stop;0.5;True;False;2155;[0.04186790839955509, 0.9529091603609005]
(1, 3);2;440;2;stop;0.5;True;False;3231;[0.05486218448707889, 0.9425361993410817]
(1, 3);3;207;2;stop;0.5;True;False;3704;[0.02226859106266259, 0.9769419735611555]
(1, 3);4;82;2;stop/stop;0.5;False;True;6751;[0.4188580146100109, 0.0290658296449772]
(1, 3);5;486;2;stop/stop;0.5;False;True;3318;[0.9350370243891999, 0.007540387622582241]
(1, 3);6;38;2;stop;0.5;True;False;3848;[0.12236450740238235, 0.7322096977209704]
(1, 3);7;470;2;stop/stop;0.5;False;True;3051;[0.8028739840248941, 0.03211899999714527]
(1, 3);8;58;2;stop/stop;0.5;False;True;2631;[0.2704912249898692, 0.021688933593076384]
(1, 3);9;362;2;stop;0.5;False;True;2783;[0.4622953478855048, 0.08530751079210391]
(2, 0);0;62;2;stop;1.0;True;False;843;[0.002980948886561807, 0.9969910594662522]
(2, 0);1;154;2;stop;1.0;True;False;859;[0.00581966541110442, 0.9941296325527582]
(2, 0);2;106;2;stop;1.0;True;False;847;[0.0011513617112722749, 0.9988156295678282]
(2, 0);3;173;2;stop;1.0;True;False;1159;[0.01016871463749953, 0.9897387526555009]
(2, 0);4;68;2;stop;1.0;True;False;490;[0.0037071540932112714, 0.9962662912200589]
(2, 0);5;113;2;stop;1.0;True;False;974;[0.0021825951862349297, 0.9977617407110644]
(2, 0);6;231;2;stop;1.0;True;False;516;[0.005730051864679898, 0.9942359120789623]
(2, 0);7;64;2;stop;1.0;True;False;489;[0.002182653468592302, 0.997788443420188]
(2, 0);8;244;2;stop;1.0;True;False;536;[0.005384500306372415, 0.9945342520991113]
(2, 0);9;108;2;stop;1.0;True;False;677;[0.008314792639543512, 0.9915665037770525]
