id;amount_answer_tokens;confidence_per_choice;finish_reason
400;2;[0.30758161817995905, 0.14529126866617026, 0.30758161817995905, 0.23954480509692194];stop
401;2;[0.40385842501936564, 0.518564482468346, 0.0701800752943594, 0.007396923752154474];stop
402;2;[0.08172405177939956, 0.3662617896434771, 0.08172405177939956, 0.4702894750951999];stop
403;2;[0.269686362649007, 0.09921206838287563, 0.5709260342081597, 0.060175161287720456];stop
404;2;[0.17416997663190967, 0.08227207145259825, 0.13564371418845952, 0.6079129513384793];stop
405;2;[0.014043341920431716, 0.984514271472891, 0.000897760813167697, 0.0005445194582747535];stop
406;2;[0.053708380418648734, 0.14599453193188186, 0.14599453193188186, 0.6543020785885147];stop
407;2;[0.42858612273203495, 0.03518049129468121, 0.33378320799724603, 0.2024497493475688];stop
408;2;[0.39768295511051605, 0.14629938328946443, 0.14629938328946443, 0.30971579685422024];stop
409;2;[0.4702895872209617, 0.08172407126393419, 0.08172407126393419, 0.366261876967103];stop
410;2;[0.1666025209247466, 0.1666025209247466, 0.21392187135162588, 0.45287260520520645];stop
411;2;[0.2300514586265076, 0.2953919200225241, 0.2953919200225241, 0.17916425612504303];stop
412;2;[0.41098378333364377, 0.11774881132008502, 0.3200744922898904, 0.151192484543306];stop
413;2;[0.2258597315392672, 0.17589973578707857, 0.2258597315392672, 0.3723797657789734];stop
414;2;[0.11774881132008502, 0.41098378333364377, 0.151192484543306, 0.3200744922898904];stop
415;2;[0.3626729355892658, 0.03822544618068358, 0.46568126724137343, 0.1334199168725856];stop
416;2;[0.062195641734723174, 0.04843801448663095, 0.13166817458564492, 0.7576980072341813];stop
417;2;[0.28798783317187776, 0.28798783317187776, 0.28798783317187776, 0.13603581998675432];stop
418;2;[0.6381037865827179, 0.08635796183886267, 0.04079261273556366, 0.23474527840934006];stop
419;2;[0.1773984820584851, 0.13815807674282676, 0.06526125444433763, 0.6191815609703025];stop
420;2;[0.5326188509266248, 0.11884334367256018, 0.1525978556886405, 0.19593952523626246];stop
421;2;[0.18514977354694442, 0.18514977354694442, 0.2377370151282563, 0.3919620736747143];stop
422;2;[0.06901289456694801, 0.18759649723069474, 0.08861431070315258, 0.6547760739259687];stop
423;2;[0.1089072483263359, 0.17955769684905093, 0.08481705027870234, 0.6267179052998539];stop
424;2;[0.11355240209162053, 0.06887301335258482, 0.30866746797955436, 0.5089066200310419];stop
425;2;[0.010338890985506412, 0.43962090999476555, 0.3423771293657536, 0.20766222614472815];stop
426;2;[0.26621271076168634, 0.1257499804783386, 0.26621271076168634, 0.3418238868633475];stop
427;2;[0.34993100789788556, 0.165295703897913, 0.27252654297183926, 0.21224388507421127];stop
428;2;[0.8226338501254495, 0.015067068128815355, 0.01934649381980061, 0.14295232815212183];stop
429;2;[0.13361823909789716, 0.22029923295419856, 0.36321203129050983, 0.28286981439000464];stop
430;2;[0.0567632209170189, 0.8879260833634296, 0.034428633830213426, 0.020882021990044037];stop
431;2;[0.4550540701048312, 0.10153629359072032, 0.16740504699107367, 0.27600426179673765];stop
432;2;[0.20044674024070536, 0.4243457524195297, 0.044725707919419114, 0.3304808042773542];stop
433;2;[0.36321216118527766, 0.13361827095497167, 0.22029931173935782, 0.2828699155521516];stop
434;2;[0.25955418023553967, 0.5494762038705266, 0.09548465816141974, 0.09548465816141974];stop
435;2;[0.3177951274257081, 0.3177951274257081, 0.11691027994758456, 0.24749909409541837];stop
436;2;[0.27727443946031605, 0.16817544868731613, 0.27727443946031605, 0.27727443946031605];stop
437;2;[0.058855009952028886, 0.3386871977662893, 0.3386871977662893, 0.2637698548366459];stop
438;2;[0.2603061501511053, 0.2027266335759835, 0.2027266335759835, 0.3342397129141548];stop
439;2;[0.3499316753389516, 0.21224428989768138, 0.2725270627754641, 0.1652960191747485];stop
440;2;[0.07742775822551069, 0.7346141383382885, 0.1276567919290263, 0.06030079873749114];stop
441;2;[0.6656436115157902, 0.11567152564753483, 0.14852516121290268, 0.0701583267609661];stop
442;2;[0.21224434050066943, 0.16529605858439522, 0.2725271277509869, 0.3499317587691744];stop
443;2;[0.3779085940798649, 0.3779085940798649, 0.06567065882851862, 0.17851137983670923];stop
444;2;[0.38181799697847496, 0.2973601550375916, 0.14046299135764084, 0.1803580510072014];stop
445;2;[0.23773718517108114, 0.18514990597642958, 0.39196237739071416, 0.18514990597642958];stop
446;2;[0.06465576673000357, 0.7876684877129211, 0.08301964781675825, 0.06465576673000357];stop
447;2;[0.1316681118013817, 0.04843799138959128, 0.06219561207753718, 0.7576977362603063];stop
0;2;[0.23700876273193858, 0.06790414742059905, 0.3907613651672739, 0.3043252753255235];stop
1;2;[0.26621277423175016, 0.12575001045947384, 0.26621277423175016, 0.34182396836052265];stop
2;2;[0.13447060620097345, 0.13447060620097345, 0.3655290052979783, 0.3655290052979783];stop
3;2;[0.33620105198911104, 0.12368145512700521, 0.2039162458590369, 0.33620105198911104];stop
4;2;[0.2810881167156609, 0.21891164541022318, 0.2810881167156609, 0.21891164541022318];stop
5;2;[0.03857890303184415, 0.7748778889295341, 0.08167153835931283, 0.10486833107334552];stop
6;2;[0.23500351509688533, 0.14253683704650166, 0.23500351509688533, 0.3874552940295335];stop
7;2;[0.18779997885835034, 0.5104933003434176, 0.18779997885835034, 0.11390644507097383];stop
8;2;[0.34565754038488045, 0.09903253158556469, 0.20965189600428777, 0.34565754038488045];stop
9;2;[0.49651916081946973, 0.23453904436615441, 0.08628208228867866, 0.18265919141318004];stop
10;2;[0.025743224647204466, 0.4026917626658792, 0.05449840700579567, 0.5170664583537766];stop
11;2;[0.26030633633663924, 0.3342399519811126, 0.20272677857742313, 0.20272677857742313];stop
12;2;[0.12436071089796646, 0.7156463944117095, 0.03562994021321071, 0.12436071089796646];stop
13;2;[0.38336747892070877, 0.08554085206590949, 0.23252414376166514, 0.2985669105835324];stop
14;2;[0.09685900813091387, 0.7156967087543719, 0.02775057044862698, 0.15969352600130501];stop
15;2;[0.30971631374865305, 0.1462996274531058, 0.1462996274531058, 0.39768361881610553];stop
16;2;[0.3723798989523792, 0.17589981966262871, 0.22585983923760541, 0.22585983923760541];stop
17;2;[0.47255247021710456, 0.13538854948533258, 0.286617561509615, 0.10544069578856748];stop
18;2;[0.18514988390484213, 0.23773715683060187, 0.18514988390484213, 0.39196230730238557];stop
19;2;[0.28498917037226207, 0.030037637565765465, 0.08165076436485905, 0.6033220784125112];stop
20;2;[0.1773984820584851, 0.06526125444433763, 0.6191815056111595, 0.13815807674282676];stop
21;2;[0.0676176953399396, 0.0676176953399396, 0.041012205362781426, 0.8237521160160479];stop
22;2;[0.1851498176900956, 0.39196219048853254, 0.1851498176900956, 0.23773707180918438];stop
23;2;[0.17297711180376532, 0.22210700806127182, 0.1347147101262024, 0.4702005397555039];stop
24;2;[0.26621271076168634, 0.3418238868633475, 0.26621271076168634, 0.1257499804783386];stop
25;2;[0.4132876248265455, 0.01248020263895218, 0.04356019777412265, 0.5306718146797921];stop
26;2;[0.3919625409301961, 0.23773729853303194, 0.18514999426280562, 0.18514999426280562];stop
27;2;[0.07451292458162509, 0.12285104369979973, 0.7069588816179121, 0.09567648903454341];stop
28;2;[0.06112058173760702, 0.2133317920238275, 0.4516233803396025, 0.2739234431461377];stop
29;2;[0.06362131285600824, 0.28513094246733073, 0.28513094246733073, 0.3661153772121828];stop
30;2;[0.24788947656035748, 0.19305651846036706, 0.150352567753973, 0.4087006527877822];stop
31;2;[0.0022974939950104654, 0.7218511122690751, 0.010296653726605738, 0.2655541996187947];stop
32;2;[0.3075815081802201, 0.1452912167059728, 0.23954471942903918, 0.3075815081802201];stop
33;2;[0.36716981276424937, 0.2859521377009785, 0.1734387387260123, 0.1734387387260123];stop
34;2;[0.32567315877259434, 0.09330692219695857, 0.044075069185051385, 0.5369442321601051];stop
35;2;[0.1149667409058605, 0.01997822393285698, 0.015559052733717209, 0.8494956347722691];stop
36;2;[0.35466101211930934, 0.21511277765507497, 0.21511277765507497, 0.21511277765507497];stop
37;2;[0.19661181595833607, 0.19661181595833607, 0.07232944498245514, 0.5344463584353635];stop
38;2;[0.16505973036982954, 0.44867883893131366, 0.036829804071476714, 0.34943145193501274];stop
39;2;[0.40870089639242707, 0.24788962431404343, 0.1930566335310534, 0.1503526573711136];stop
40;2;[0.2772747038899537, 0.2772747038899537, 0.1681756090719987, 0.2772747038899537];stop
41;2;[0.20731030674507797, 0.02185034557461345, 0.20731030674507797, 0.563527839677416];stop
42;2;[0.01689362191199991, 0.05896453426657194, 0.7183350825982057, 0.20580644691734679];stop
43;2;[0.03373367699927715, 0.8700029964681549, 0.004565357819775575, 0.09169764119424192];stop
44;2;[0.49300642561270747, 0.29902351256944276, 0.14124870582093718, 0.06672117220154886];stop
45;2;[0.12182301483971471, 0.3311492875268931, 0.42520407655842896, 0.12182301483971471];stop
46;2;[0.6366672473107965, 0.14205966062001013, 0.11063618812258251, 0.11063618812258251];stop
47;2;[0.09296345318506208, 0.11936743671268067, 0.25270086550375737, 0.5349677683560545];stop
48;2;[0.1913470020310941, 0.07039262817702974, 0.07039262817702974, 0.6678666410666887];stop
49;2;[0.23910239677091052, 0.0685039836156343, 0.5061797477654829, 0.18621313383943486];stop
50;2;[0.3624668977405274, 0.3624668977405274, 0.10384851728540034, 0.17121723896842284];stop
51;2;[0.06349918725481032, 0.04945321675844405, 0.6024635863163562, 0.28458364742024594];stop
52;2;[0.855043347229207, 0.054661093241901174, 0.020108692435650707, 0.07018623302653965];stop
53;2;[0.345813992199824, 0.04680082900245305, 0.4440339554308304, 0.16335096338503902];stop
54;2;[0.06414762552836517, 0.4739903471382302, 0.2874896779471709, 0.1743713040258701];stop
55;2;[0.11691022420043219, 0.24749894657450647, 0.3177949380051077, 0.3177949380051077];stop
56;2;[0.2309435126515841, 0.1400743210849182, 0.1400743210849182, 0.488907420119993];stop
57;2;[0.2540841495566396, 0.02085649706671126, 0.03438655034618168, 0.6906722854720064];stop
58;2;[0.17297711180376532, 0.1347147101262024, 0.22210700806127182, 0.4702005397555039];stop
59;2;[0.21653458936517667, 0.013842593175388431, 0.013842593175388431, 0.7557799565136378];stop
60;2;[0.48890730355539447, 0.14007428768860158, 0.14007428768860158, 0.23094345759036655];stop
61;2;[0.18514988390484213, 0.18514988390484213, 0.39196230730238557, 0.23773715683060187];stop
62;2;[0.15274179680095915, 0.6845412413066562, 0.11895543095632037, 0.04376125746451923];stop
63;2;[0.264634148992571, 0.2060972824628491, 0.264634148992571, 0.264634148992571];stop
64;2;[0.17955758982435546, 0.6267175877799004, 0.10890719639532549, 0.08481700983479078];stop
65;2;[0.25408390724322755, 0.020856477176415162, 0.03438651755262743, 0.690671667963139];stop
66;2;[0.18035809400791677, 0.2973602259337857, 0.14046302484663165, 0.38181808801099015];stop
67;2;[0.5461991240396517, 0.07392001756147226, 0.12187350528412634, 0.2580062127111403];stop
68;2;[0.49338402654301156, 0.23305812568695006, 0.040499429553790794, 0.23305812568695006];stop
69;2;[0.09346694200400772, 0.32623168277918274, 0.25406949001112966, 0.32623168277918274];stop
70;2;[0.16401839553869474, 0.09948218565109217, 0.16401839553869474, 0.5724804517626738];stop
71;2;[0.23500362715532033, 0.3874554787826589, 0.14253690501337818, 0.23500362715532033];stop
72;2;[0.04727115089181815, 0.2118546255492008, 0.16499254827501683, 0.5758805789053879];stop
73;2;[0.28595206952468427, 0.17343869737499956, 0.17343869737499956, 0.36716972522415475];stop
74;2;[0.3546609275615448, 0.21511272636819828, 0.21511272636819828, 0.21511272636819828];stop
75;2;[0.1666024414824929, 0.4528723892587719, 0.213921769345753, 0.1666024414824929];stop
