id;amount_answer_tokens;confidence_per_choice;finish_reason
0;121;[6.560200168153779e-12, 5.384940217754036e-13, 1.0, 1.8426252147235624e-14];stop
1;74;[1.0, 5.789356328730652e-12, 1.9810087980489796e-13, 1.7482341282710566e-13];stop
2;194;[1.6586783589142312e-12, 1.0, 4.111452592548034e-15, 1.2664165549094176e-14];stop
3;87;[4.1937956583795446e-13, 3.0988191387218256e-12, 2.543665647376923e-13, 1.0];stop
4;172;[1.0815941557285693e-11, 1.463778514125909e-12, 2.2447770550209742e-13, 1.0];stop
5;311;[1.0, 2.289734845645553e-11, 6.914400106940203e-13, 3.900837610180715e-14];stop
6;50;[1.0, 1.5428112031918877e-13, 5.008774637843506e-14, 1.8426252147235624e-14];stop
7;130;[1.6918979226151304e-10, 4.1937956583795446e-13, 1.0, 8.703945206726412e-15];stop
8;63;[1.783247290814639e-11, 1.0, 4.752193062771153e-13, 1.626111044617819e-14];stop
9;145;[3.775134544279098e-11, 6.914400106940203e-13, 1.0, 1.5428112031918877e-13];stop
10;149;[1.2015425731771786e-13, 5.9821282237671354e-15, 1.0, 9.173890754179198e-16];stop
11;259;[6.560200168153779e-12, 1.0, 4.420228103641173e-14, 1.2015425731771786e-13];stop
12;83;[1.0, 1.463778514125909e-12, 4.1937956583795446e-13, 1.1176086870894152e-14];stop
13;347;[1.3887943864964021e-11, 1.0, 1.1399918530443554e-12, 2.413362771833214e-12];stop
14;103;[4.752193062771153e-13, 2.413362771833214e-12, 1.5428112031918877e-13, 1.0];stop
15;242;[2.9400777392844726e-11, 5.109089028063325e-12, 1.0, 1.3887943864964021e-11];stop
16;122;[1.8795288165390832e-12, 5.109089028063325e-12, 3.701011678592672e-13, 1.0];stop
17;154;[6.560200168153779e-12, 3.0988191387218256e-12, 6.914400106940203e-13, 1.0];stop
18;156;[1.783247290814639e-11, 1.783247290814639e-11, 1.0, 5.384940217754036e-13];stop
19;102;[1.0815941557285693e-11, 1.463778514125909e-12, 1.0, 4.420228103641173e-14];stop
20;51;[2.6810038677818034e-14, 8.703945206726412e-15, 1.0, 2.770274965784119e-17];stop
21;89;[4.8473687062702556e-11, 1.0, 1.006039279283317e-12, 1.2015425731771786e-13];stop
22;346;[3.97896253583724e-12, 8.878265478459658e-13, 1.0, 2.0879679116459336e-14];stop
23;157;[1.783247290814639e-11, 2.129785170955785e-12, 1.0, 2.3659776091347615e-14];stop
24;117;[6.914400106940203e-13, 8.423463754468647e-12, 8.878265478459658e-13, 1.0];stop
25;78;[3.97896253583724e-12, 2.289734845645553e-11, 2.543665647376923e-13, 1.0];stop
26;89;[4.1937956583795446e-13, 5.109089028063325e-12, 2.543665647376923e-13, 1.0];stop
27;102;[1.2015425731771786e-13, 9.862862046580453e-15, 1.0, 1.334793228597603e-15];stop
28;64;[2.543665647376923e-13, 1.0, 1.1779508898282764e-15, 3.900837610180715e-14];stop
29;267;[7.835041785064389e-13, 4.1937956583795446e-13, 1.0, 3.442477108469977e-14];stop
30;168;[6.224144622907783e-11, 2.9400777392844726e-11, 3.97896253583724e-12, 1.0];stop
31;68;[4.1937956583795446e-13, 1.5428112031918877e-13, 3.442477108469977e-14, 1.0];stop
32;117;[1.0, 3.775134544279098e-11, 1.7482341282710566e-13, 8.25807328555592e-14];stop
33;104;[4.1937956583795446e-13, 1.463778514125909e-12, 1.2015425731771786e-13, 1.0];stop
34;81;[1.0, 8.878265478459658e-13, 2.0879679116459336e-14, 8.703945206726412e-15];stop
35;81;[1.0, 6.914400106940203e-13, 1.3615261080896538e-13, 9.357622968840175e-14];stop
36;89;[1.1399918530443554e-12, 2.413362771833214e-12, 3.2661313427874473e-13, 1.0];stop
37;152;[8.423463754468647e-12, 8.878265478459658e-13, 9.357622968840175e-14, 1.0];stop
38;169;[2.9400777392844726e-11, 1.0, 2.8823507934443873e-13, 2.2447770550209742e-13];stop
39;71;[1.1399918530443554e-12, 3.2661313427874473e-13, 1.3615261080896538e-13, 1.0];stop
