id;attn_entropy;internal_confidence;internal_confidence_examples;max_prob;mink_entropy;pd_entropy;ppl
0;-6.2198790903550485;0.0871383183828446;0.48766052156586276;-18.420680743952367;-2396063.9887912725;-1035.8209624991873;-202.73554014137648
1;-4.500012121465437;0.4984497109186524;0.1307602944820987;-18.420680743952367;-69975172.73237002;-628.9648197652406;-113.18897819128694
2;-3.5678641946332563;0.2110866645646329;0.13503818211131147;-18.420680743952367;-234000.92396579357;-592.3526156992621;-66.7585501255488
3;-3.703831444404079;0.09045837936320757;0.6186670502948775;-12.266084480971665;-101348.14876903483;-862.4279887737172;-58.44327062399136
4;-4.920397163387515;0.19600750620476223;0.8865278062960397;-18.420680743952367;-8041897.177958627;-964.309517093437;-168.8998510594199
5;-3.896200714218567;0.5229912567106386;0.0966908205448997;-15.942385152878742;-3233226.559633556;-559.8578040028726;-46.27688040944693
6;-4.643079231560344;0.12279908240932835;0.21642272723992378;-16.635532333438686;-1067686.178847291;-677.4250305850662;-156.8689394274468
7;-5.064826084871058;0.12800766581112327;0.18872678749353267;-18.420680743952367;-7860589.7619079985;-860.6332283248522;-232.0715545485666
8;-3.09800177181503;0.5505981856903054;0.29967984017731053;-18.420680743952367;-222096.11655558753;-471.1534572862845;-25.205909589978006
9;-3.484868053641328;0.44105841579062144;0.9606532350291408;-18.420680743952367;-69975172.73237002;-1321.9131272632526;-40.98635151991288
10;-2.9783910014502215;0.854403833189537;0.825807237180902;-15.942385152878742;-247401.5270426758;-629.2020150514409;-26.052508720804905
11;-3.5944831576872156;0.39184325542747783;0.4399465225042217;-14.689622184383374;-195338.60569773198;-652.2527599568261;-45.346982008829116
12;-3.631481374699294;0.16796122389532717;0.2286157400994561;-16.635532333438686;-2275664.951745367;-1343.5807571493033;-44.02398183674376
13;-3.015267673308788;0.2719126534173864;0.14209149187759;-18.420680743952367;-8917293.129970703;-673.1954923003082;-36.59735224120867
14;-4.358847122266983;0.3621742928596263;0.9975202921699488;-18.420680743952367;-14263100.429043686;-1013.8306789899748;-58.65126553230974
15;-2.893536807130411;0.012754823247335973;0.154021784644909;-18.420680743952367;-1259254.341236088;-515.8358029145205;-26.174445252759313
16;-5.196629993674594;0.3497860612033266;0.719308005877107;-18.420680743952367;-3973088.7080371045;-904.3031252898058;-192.0155406858668
17;-2.974176713394277;0.36286663309866113;0.7876079360913545;-18.420680743952367;-69975172.73237002;-1492.5617822333252;-27.370057612794476
18;-3.1531101498818312;0.5403393319675066;0.845766800719897;-18.420680743952367;-486102.84227451537;-483.97995314688313;-30.214124967836035
19;-2.6105389515713084;0.08573658218748265;0.18046040578307831;-18.420680743952367;-1407213.6228747384;-660.4957259825136;-16.620221398764688
20;-4.078010106383479;0.4700252324303002;0.9821681628489805;-18.420680743952367;-2337851.407938991;-652.2260146300093;-77.33707232555165
21;-2.03658013247859;0.4821229341095104;0.13393730388627723;-13.339695467434359;-48512.3084436477;-688.9434818997984;-11.409305161167278
22;-5.3279587577125005;0.10871374028675752;0.13576543074447048;-18.420680743952367;-32305016.037385873;-1248.4220911079183;-341.6367674898324
23;-2.7991310238202223;0.37951535161068173;0.697317461786998;-14.438307756102468;-737991.1997978826;-651.770698612842;-20.728128062027164
24;-4.361126941308386;0.9124547745688469;0.02091528418538821;-18.420680743952367;-69975172.73237002;-1159.116707840231;-189.5915423898528
25;-3.0326357347633293;0.4972462428676636;0.5484088017721775;-13.500038117509538;-61069.70986171129;-680.5823338901891;-29.546986549973237
26;-1.896181684153118;0.2342656454438282;0.26018317379785255;-18.420680743952367;-11839482.77397928;-1839.4972463805043;-9.247020450652307
27;-4.430747124330647;0.5239260827330012;0.849136270337949;-18.420680743952367;-30894982.84311133;-1409.4059905726035;-216.89474239149862
28;-3.4699003871441363;0.4040060693604524;0.23716640651369159;-18.420680743952367;-4663028.225473206;-621.7416565188887;-49.91516596656312
29;-3.435083562586006;0.36219912559398837;0.1325075801772056;-14.237637060640317;-363323.01883995906;-485.65024359168774;-32.913622984511086
30;-4.021741761941009;0.7138529812346148;0.9071760556078475;-15.942385152878742;-531012.8996765384;-1502.0381690609036;-58.590006458949624
31;-4.949813645218054;0.49936881274843803;0.6020774100489504;-18.420680743952367;-10237221.013961853;-1257.1686650256552;-135.7500188614349
