correct_answer_idx;model_guessed_its_correct;id;yes_no_probabilities;answer_token_len;reasoning_token_len;frequency_of_answer;is_correct;iter
0;True;(0, 0);[0.9997944062567485, 4.539057862830714e-05];91;462;1.0;True;0
0;True;(0, 0);[0.9999160837028892, 2.1443608621818177e-05];69;438;1.0;True;1
0;True;(0, 0);[0.9999768739326302, 1.994688045172984e-06];77;281;1.0;True;2
0;True;(0, 0);[0.9998524406723174, 8.938454847926874e-06];67;347;1.0;True;3
0;True;(0, 0);[0.9995556660832322, 1.8917097556153208e-05];74;385;1.0;True;4
0;True;(0, 0);[0.0003322329852836657, 0];70;401;1.0;True;5
0;True;(0, 0);[0.9841017151793405, 0];64;489;1.0;True;6
0;True;(0, 0);[0.9999077405224903, 1.0129156543394669e-05];71;355;1.0;True;7
0;True;(0, 0);[0.00048331754670705943, 0];79;273;1.0;True;8
0;True;(0, 0);[0.9996444059611562, 3.119178745107357e-05];46;409;1.0;True;9
0;True;(0, 1);[0.0007964885729717533, 0];154;1116;0.5;False;0
0;True;(0, 1);[0, 0];60;424;0.5;False;1
0;False;(0, 1);[0.00012326301089440905, 0.9988106346502004];68;268;0.5;True;2
0;False;(0, 1);[3.288051130029995e-06, 0.9997846352038625];69;519;0.5;True;3
0;True;(0, 1);[0, 0];110;639;0.5;False;4
0;False;(0, 1);[6.961879791099327e-06, 0.9999389685688888];68;561;0.5;True;5
0;True;(0, 1);[0, 0];149;573;0.5;False;6
0;True;(0, 1);[0.00048323251305877515, 0];111;662;0.5;False;7
0;False;(0, 1);[1.4738173134115145e-05, 0.9999300290398373];54;632;0.5;True;8
0;False;(0, 1);[1.8918161990353806e-05, 0.9996115286859287];93;358;0.5;True;9
0;False;(0, 2);[0.00560449157688177, 0.9425306937626972];71;2081;0.8;True;0
0;True;(0, 2);[0, 0];106;432;0.2;False;1
0;False;(0, 2);[0.0064054581236446285, 0.9506543252098475];100;822;0.8;True;2
0;False;(0, 2);[2.141826533839528e-05, 0.9987347657169386];102;421;0.8;True;3
0;False;(0, 2);[0, 0.9934036054595625];99;950;0.8;True;4
0;False;(0, 2);[1.669792628482922e-05, 0.9997740302606314];57;661;0.8;True;5
0;True;(0, 2);[0, 0];154;536;0.2;False;6
0;False;(0, 2);[1.7603144153009008e-06, 0.9999822381318528];80;455;0.8;True;7
0;False;(0, 2);[1.8920904537437734e-05, 0.999756395574443];102;623;0.8;True;8
