id;iter;answer_token_len;correct_answer;extracted_number;finish_reasons;finish_reasons_post;frequency_of_answer;is_correct;reasoning_token_len
0;0;176;145;145;stop;stop;0.9;True;62
0;1;215;145;145;stop;stop;0.9;True;80
0;2;205;145;145;stop;stop;0.9;True;90
0;3;310;145;145;stop;stop;0.9;True;130
0;4;139;145;145;stop;stop;0.9;True;81
0;5;248;145;145;stop;stop;0.9;True;83
0;6;307;145;145;stop;stop;0.9;True;116
0;7;138;145;;stop;stop;0.0;False;88
0;8;249;145;145;stop;stop;0.9;True;205
0;9;133;145;145;stop;stop;0.9;True;72
1;0;210;19;19;stop;stop;1.0;True;89
1;1;280;19;19;stop;stop;1.0;True;97
1;2;202;19;19;stop;stop;1.0;True;119
1;3;233;19;19;stop;stop;1.0;True;81
1;4;169;19;19;stop;stop;1.0;True;471
1;5;323;19;19;stop;stop;1.0;True;104
1;6;269;19;19;stop;stop;1.0;True;88
1;7;256;19;19;stop;stop;1.0;True;57
1;8;201;19;19;stop;stop;1.0;True;85
1;9;203;19;19;stop;stop;1.0;True;90
2;0;184;3;3;stop;stop;1.0;True;106
2;1;211;3;3;stop;stop;1.0;True;87
2;2;144;3;3;stop;stop;1.0;True;53
2;3;269;3;3;stop;stop;1.0;True;120
2;4;215;3;3;stop;stop;1.0;True;52
2;5;213;3;3;stop;stop;1.0;True;88
2;6;200;3;3;stop;stop;1.0;True;78
2;7;278;3;3;stop;stop;1.0;True;64
2;8;205;3;3;stop;stop;1.0;True;64
2;9;119;3;3;stop;stop;1.0;True;1470
3;0;176;198;198;stop;stop;1.0;True;76
3;1;226;198;198;stop;stop;1.0;True;75
3;2;232;198;198;stop;stop;1.0;True;117
3;3;290;198;198;stop;stop;1.0;True;87
3;4;381;198;198;stop;stop;1.0;True;87
3;5;235;198;198;stop;stop;1.0;True;66
3;6;162;198;198;stop;stop;1.0;True;76
3;7;300;198;198;stop;stop;1.0;True;75
3;8;261;198;198;stop;stop;1.0;True;72
3;9;230;198;198;stop;stop;1.0;True;125
4;0;150;63;63;stop;stop;0.9;True;61
