id;amount_answer_tokens;confidence_per_choice;finish_reason
0;455;[1.0, 2.335593038799337e-09, 4.691164021834418e-08, 1.026187963170189e-10];stop
1;329;[1.0, 2.646573638909117e-09, 2.335593038799337e-09, 1.6918979226151304e-10];stop
2;1818;[2.335593038799337e-09, 6.34880011604368e-09, 1.0, 7.194133030325383e-09];stop
3;3930;[3.398267819495071e-09, 5.602796437537268e-09, 1.0, 1.3440409951135022e-08];stop
4;1492;[9.931194312156244e-08, 9.931194312156244e-08, 7.33820819192633e-07, 0.9999990463265931];stop
5;534;[3.775134544279098e-11, 1.0, 7.05287985111216e-11, 6.560200168153779e-12];stop
6;5151;[9.736200313009565e-10, 1.0467401794744658e-08, 1.0, 2.9989608248573072e-09];stop
7;642;[2.9989608248573072e-09, 2.335593038799337e-09, 1.186112015134383e-08, 1.0];stop
8;962;[9.056076989672867e-11, 4.058652126475693e-10, 1.0, 4.5990553786523166e-10];stop
9;9358;[0, 0, 0, 0];length
10;809;[0.9999997615814777, 1.1253517471925912e-07, 9.931194312156244e-08, 4.058652126475693e-10];stop
11;1217;[6.825590357542018e-08, 6.023562348842112e-08, 1.994729895832688e-06, 0.999997854237364];stop
12;373;[1.0, 4.944450501938644e-09, 3.850741922767617e-09, 2.020683909022217e-11];stop
13;674;[5.211412487888539e-10, 1.0, 5.211412487888539e-10, 3.775134544279098e-11];stop
14;950;[7.194133030325383e-09, 8.152020714470167e-09, 1.4449802461092448e-07, 0.9999998807907247];stop
15;462;[1.0, 3.850741922767617e-09, 8.592166619174109e-10, 7.433680672352188e-12];stop
16;763;[4.058652126475693e-10, 3.2241867372567335e-08, 1.0, 2.510999155743982e-08];stop
17;1467;[2.8453348089834e-08, 7.194133030325383e-09, 1.0, 2.8453348089834e-08];stop
18;2756;[1.0, 9.237449661970594e-09, 5.602796437537268e-09, 1.493094676197164e-10];stop
19;3207;[3.466294355345337e-07, 5.714953234165645e-07, 8.939690967740383e-06, 0.9999901057270286];stop
20;615;[6.825564320030807e-08, 1.8553789765836951e-07, 6.144171336422507e-06, 0.9999935627400018];stop
21;1526;[4.691164021834418e-08, 3.2241867372567335e-08, 1.1253517471925912e-07, 0.9999997615814777];stop
22;490;[2.9989608248573072e-09, 1.3440409951135022e-08, 6.47594599989589e-07, 0.9999992847447459];stop
23;397;[1.0, 8.592166619174109e-10, 1.103256032343554e-09, 8.423463754468647e-12];stop
24;1161;[8.592166619174109e-10, 8.592166619174109e-10, 1.0467401794744658e-08, 1.0];stop
25;598;[5.602785751061334e-09, 2.6995733543305574e-07, 1.370956471489639e-06, 0.9999983310727032];stop
26;4915;[0.9999992847447459, 1.6373755690670415e-07, 6.47594599989589e-07, 1.6052280551856116e-09];stop
27;1079;[0.9999996423722521, 2.382369667501818e-07, 6.82560337633487e-08, 4.363462252943702e-09];stop
28;2103;[2.215948977336598e-08, 1.0467401794744658e-08, 0.9999998807907247, 6.82560337633487e-08];stop
29;337;[5.3157852544244216e-08, 2.9989608248573072e-09, 5.043471815847051e-07, 0.9999994039539004];stop
30;330;[9.931175369924415e-08, 3.9278597995802437e-07, 5.715002286213223e-07, 0.999998927117538];stop
31;347;[1.522997974471263e-08, 1.0, 6.34880011604368e-09, 6.691586091292782e-10];stop
32;740;[1.0, 1.2501528663867426e-09, 2.9989608248573072e-09, 9.545034922840628e-12];stop
33;328;[1.0, 5.602796437537268e-09, 5.602796437537268e-09, 2.289734845645553e-11];stop
34;9402;[0, 0, 0, 0];length
35;1022;[4.691164021834418e-08, 4.691164021834418e-08, 1.2751905914873347e-07, 0.9999997615814777];stop
36;4379;[3.581747930283181e-10, 7.582560427911907e-10, 4.363462252943702e-09, 1.0];stop
37;3068;[8.764248219443636e-08, 0.9999998807907247, 2.8453348089834e-08, 2.646573638909117e-09];stop
38;618;[1.9555681087850496e-08, 1.0, 2.335593038799337e-09, 1.493094676197164e-10];stop
39;1223;[4.5990553786523166e-10, 6.34880011604368e-09, 1.0, 7.194133030325383e-09];stop
40;1743;[1.0, 2.7894680928689246e-10, 2.4616969518153846e-10, 1.2917800047859961e-12];stop
41;368;[2.215948977336598e-08, 3.581747930283181e-10, 1.0, 4.944450501938644e-09];stop
42;141;[4.277787868968998e-11, 7.991959892953932e-11, 1.0, 2.4616969518153846e-10];stop
43;205;[2.061153622438558e-09, 1.0, 4.058652126475693e-10, 2.5946094982764667e-11];stop
44;521;[1.9555681087850496e-08, 1.0, 1.3440409951135022e-08, 1.4166087866431961e-09];stop
45;935;[5.905303998944039e-10, 6.691586091292782e-10, 1.0, 4.944450501938644e-09];stop
46;1723;[2.215948977336598e-08, 8.152020714470167e-09, 1.4449802461092448e-07, 0.9999998807907247];stop
47;426;[7.194133030325383e-09, 1.9555681087850496e-08, 3.059023205018258e-07, 0.9999996423722521];stop
48;248;[1.0, 1.8189616875530459e-09, 2.646573638909117e-09, 2.172439935079017e-10];stop
49;1006;[3.6534822137210456e-08, 1.6373755690670415e-07, 0.9999991655356624, 6.47594599989589e-07];stop
50;5068;[4.691164021834418e-08, 1.1253517471925912e-07, 9.931194312156244e-08, 0.9999997615814777];stop
51;308;[5.3157852544244216e-08, 3.4663241069161144e-07, 0.9999992847447459, 3.4663241069161144e-07];stop
52;457;[1.6918979226151304e-10, 1.0, 2.172439935079017e-10, 1.2256067444099483e-11];stop
53;3625;[8.152020714470167e-09, 9.736200313009565e-10, 1.0, 1.2501528663867426e-09];stop
54;6524;[4.944450501938644e-09, 1.0, 6.34880011604368e-09, 6.224144622907783e-11];stop
55;1425;[1.0, 1.0467401794744658e-08, 8.152020714470167e-09, 5.4927883509546835e-11];stop
56;311;[1.0, 2.646573638909117e-09, 1.6052280551856116e-09, 9.545034922840628e-12];stop
57;3544;[2.215948977336598e-08, 2.510999155743982e-08, 1.0, 1.9555681087850496e-08];stop
58;9517;[0, 0, 0, 0];length
59;331;[1.7257827987960214e-08, 8.764248219443636e-08, 2.382369667501818e-07, 0.9999996423722521];stop
60;2662;[9.736200313009565e-10, 2.510999155743982e-08, 1.1253517471925912e-07, 0.9999998807907247];stop
61;397;[1.186112015134383e-08, 1.0, 7.194133030325383e-09, 2.172439935079017e-10];stop
62;308;[2.4616969518153846e-10, 1.0, 6.691586091292782e-10, 4.277787868968998e-11];stop
63;5759;[0.9999997615814777, 1.4449802461092448e-07, 1.6373771305908126e-07, 5.602796437537268e-09];stop
64;1144;[2.129785170955785e-12, 2.289734845645553e-11, 1.0, 9.545034922840628e-12];stop
65;582;[1.0, 1.7257827987960214e-08, 7.194133030325383e-09, 2.172439935079017e-10];stop
66;385;[1.0467401794744658e-08, 2.215948977336598e-08, 2.382369667501818e-07, 0.9999997615814777];stop
67;9413;[0, 0, 0, 0];length
68;3350;[2.8453348089834e-08, 1.0, 3.398267819495071e-09, 5.905303998944039e-10];stop
69;1265;[1.0, 1.186112015134383e-08, 3.850741922767617e-09, 3.331544542166412e-11];stop
70;6555;[0.9999982118638471, 1.370956471489639e-06, 3.466320801173418e-07, 1.3440384315611926e-08];stop
71;3094;[0.9999998807907247, 8.764248219443636e-08, 1.7257827987960214e-08, 4.5990553786523166e-10];stop
72;428;[1.6052280551856116e-09, 1.0, 2.335593038799337e-09, 9.056076989672867e-11];stop
73;3597;[6.023539370819118e-08, 1.8553789765836951e-07, 6.144171336422507e-06, 0.9999935627400018];stop
74;612;[0.9999998807907247, 3.2241867372567335e-08, 6.82560337633487e-08, 7.991959892953932e-11];stop
75;357;[4.8473687062702556e-11, 1.917171513758312e-10, 1.0, 8.592166619174109e-10];stop
76;2513;[1.9555681087850496e-08, 1.0, 3.850741922767617e-09, 2.7894680928689246e-10];stop
77;614;[1.0, 1.6052280551856116e-09, 3.850741922767617e-09, 2.9400777392844726e-11];stop
78;445;[9.736200313009565e-10, 1.0, 8.592166619174109e-10, 3.331544542166412e-11];stop
79;353;[1.0, 7.194133030325383e-09, 3.6534822137210456e-08, 7.05287985111216e-11];stop
80;423;[2.9989608248573072e-09, 1.0467401794744658e-08, 1.0, 9.237449661970594e-09];stop
81;1461;[6.34880011604368e-09, 1.0, 1.2501528663867426e-09, 9.056076989672867e-11];stop
82;9419;[0, 0, 0, 0];length
83;1047;[4.944450501938644e-09, 3.398267819495071e-09, 6.82560337633487e-08, 0.9999998807907247];stop
84;571;[2.382369667501818e-07, 0.9999996423722521, 8.764248219443636e-08, 3.2241867372567335e-08];stop
