id;iter;estimations;token_probs
(0, 0);0;5.715004896138031e-07;[5.170061104303278e-07, 0.9046463202690415]
(0, 0);1;0.9999970976866308;[0.5621752962700429, 1.6316136136174463e-06]
(0, 0);2;0.0011695102586639996;[0.0011688975931525786, 0.9983072373899464]
(5, 1);6;0.9740426451569192;[0.9705983694086229, 0.02586556801195946]
(5, 1);8;0.9989677690861696;[0.6781772782674488, 0.000700758896681261]
(5, 2);0;0.9989677690247074;[0.6219500980416472, 0.0006426595293576063]
(5, 2);2;0.00029595706942508576;[0.00023600853020803452, 0.7972057645840317]
(5, 2);3;8.481102655947226e-05;[5.278395766374491e-05, 0.6223186199155234]
(5, 2);4;0.13296425050508956;[0.13206856100822095, 0.8611951208200438]
(5, 2);5;0.9999930377415145;[0.9978029230674734, 6.947010234882987e-06]
(5, 2);6;0.9996646499794329;[0.6489488822296398, 0.00021769802604016663]
(5, 2);7;0.9953904271369123;[0.6184685400657551, 0.0028640779750723063]
(5, 2);8;0.1066905854244781;[0.10415668363978574, 0.8720933127904429]
(5, 2);9;0.9947798753897598;[0.9257164233395371, 0.004857712950500606]
(5, 3);0;0.9997388097266238;[0.9664404044908679, 0.0002524907815870517]
(5, 3);1;0.9971990724501966;[0.6208207336955247, 0.0017437580364212952]
(5, 3);2;0.9995121429103693;[0.9884670704605834, 0.0004824660426701332]
(5, 3);3;0.9999687980871531;[0.9819721438064478, 3.064036528711354e-05]
(5, 3);4;0.9999930377469659;[0.8519452321921023, 5.931499574270305e-06]
(5, 3);5;0.9999785550545349;[0.9889249145367744, 2.1207895663482954e-05]
(5, 3);6;0.9997694932917429;[0.622087721243445, 0.00014342845409177012]
(5, 3);7;0.9999938558254664;[0.9739848333894284, 5.984369578385102e-06]
(5, 3);8;0.9940889323696119;[0.7935735366755301, 0.004718759753006883]
(5, 3);9;0.9999952149055564;[0.9971544880184123, 4.771501232152624e-06]
(6, 0);0;0.9999952149043644;[0.67917572105697, 3.249936329986577e-06]
(6, 0);1;0.9998911031165422;[0.985824221922552, 0.00010736487710518053]
(6, 0);2;0.9999417087187048;[0.9045978329990308, 5.273324063050657e-05]
(6, 0);3;0.9890130562359707;[0.8094393044051986, 0.008992059368499446]
