id;attn_entropy;internal_confidence;internal_confidence_examples;max_prob;mink_entropy;pd_entropy;ppl
0;-2.2981439755483697;0.7149480177828329;0.7580344936767315;-14.843772864210633;-144632.49539796353;-221.74891659055345;-9.392279728764102
1;-2.6494096644636698;0.7901438953216171;0.7715291272617624;-13.109171808822525;-55338.22539004486;-218.05383382476813;-10.981323609136686
2;-2.030555750518139;0.8721353614561523;0.8488280569725866;-12.851342699520426;-55516.19718457572;-244.47884424965048;-7.939534229649338
3;-1.6407903102142847;0.8929182232727503;0.8756465299735473;-10.506482123378142;-10860.796792799145;-192.61772273012147;-5.670599246510769
4;-2.3404735587188608;0.8019972660359213;0.7672831399152745;-10.997177664104942;-20118.720765187216;-194.79768343050532;-9.631985105555918
5;-2.2207795251602254;0.7074532819159064;0.7369846053160368;-15.026094421004586;-38789.06732639409;-270.79218569615546;-9.039125973066938
6;-1.5457690270014455;0.8055886864792993;0.817978424281415;-9.838708615163831;-9624.609271003916;-210.28134144635797;-6.1273979685520255
7;-1.6712413363543022;0.8669298894441175;0.8371255116029743;-10.432996816250766;-18384.044250052873;-310.5005849638651;-6.491446917737432
8;-1.7409732508228517;0.865000183730066;0.8439112465403558;-13.639800059884696;-55581.10827757414;-312.31220965606724;-6.874735334592756
9;-1.7547242885746461;0.7873831058682459;0.7815914898391244;-9.98396045984896;-12654.14821178771;-248.53341495096527;-7.302869255340446
10;-2.0884013404727693;0.8691093040192578;0.8217606429313223;-14.332947240444641;-82681.93092124749;-311.68830508956137;-10.23724077293984
11;-1.8720554575459427;0.8510029966358753;0.8449631920164884;-13.745160575542522;-32468.06702327273;-303.2863269577976;-6.987641729201188
12;-1.8570376122824805;0.7943999033613702;0.7913188394070336;-9.834249298967068;-8932.072901546902;-194.17450700094705;-7.108979168015097
13;-2.0495138803507547;0.7634621849902509;0.7783465254368979;-11.97209323932662;-14713.705539160212;-260.14100094297083;-7.512714910707332
14;-2.029340554256266;0.7950491185797839;0.7394307065287423;-11.917033462143593;-16809.920374487483;-174.70425977935656;-7.449112814458038
15;-2.260656304419523;0.7847159386610008;0.7508350554170243;-9.83202707583035;-10453.97782119346;-292.809496498049;-9.510350599606035
16;-2.2706020748526985;0.8425557406602497;0.828251229039291;-9.838708615163831;-9413.313810038031;-262.11161735723323;-9.966452604215215
