id;iter;answer_token_len;correct_answer_idx;finish_reasons;frequency_of_answer;is_correct;model_guessed_its_correct;reasoning_token_len;yes_no_probabilities
(0, 0);0;481;1;stop;1.0;False;True;388;[0.8471452015864528, 0.03134319614672338]
(0, 0);1;1157;1;stop;1.0;False;True;1166;[0.804268492549501, 0.08152181915356961]
(0, 0);2;905;1;stop;1.0;False;True;727;[0.7077672981280755, 0.23158056707561278]
(0, 0);3;714;1;stop;1.0;False;True;695;[0.8401295575042145, 0.11639547671122301]
(0, 0);4;516;1;stop;1.0;False;True;460;[0.8553028853839004, 0.06751792970851658]
(0, 0);5;627;1;stop;1.0;False;True;762;[0.8469082926150919, 0.06948902871570073]
(0, 0);6;440;1;stop;1.0;False;True;355;[0.8958753850939127, 0.03538740925715541]
(0, 0);7;648;1;stop;1.0;False;True;586;[0.8744094772271236, 0.05205285699824211]
(0, 0);8;850;1;stop;1.0;False;True;734;[0.9146517760104063, 0.02795931364917233]
(0, 0);9;502;1;stop;1.0;False;True;1070;[0.8649500264247955, 0.08203968565193434]
(0, 1);0;577;1;stop;1.0;True;True;646;[0.9870714540991649, 1.1508923280462487e-05]
(0, 1);1;893;1;stop;1.0;True;True;644;[0.9970782780303328, 3.279151451651059e-06]
(0, 1);2;698;1;stop;1.0;True;True;535;[0.9895933888434125, 4.4230947085341055e-05]
(0, 1);3;1258;1;stop;1.0;True;True;1070;[0.9855909478000336, 2.3950676948795643e-05]
(0, 1);4;667;1;stop;1.0;True;True;589;[0.9210510717648009, 4.18156408806476e-05]
(0, 1);5;686;1;stop;1.0;True;True;653;[0.9873058942310095, 1.6489686697101957e-05]
(0, 1);6;674;1;stop;1.0;True;True;546;[0.9944622142201576, 8.616744218166082e-06]
(0, 1);7;964;1;stop;1.0;True;True;1179;[0.9794344192707078, 2.7826281401988053e-05]
(0, 1);8;517;1;stop;1.0;True;True;397;[0.9860731383256977, 6.865341777364999e-06]
(0, 1);9;578;1;stop;1.0;True;True;421;[0.9779339619997595, 4.5807481989004105e-05]
(0, 2);0;802;1;stop;1.0;False;True;622;[0.86481894478279, 0.08496230753159728]
(0, 2);1;678;1;stop;1.0;False;True;755;[0.8682647646170686, 0.07827645073137457]
(0, 2);2;703;1;stop;1.0;False;True;515;[0.9094016296391193, 0.03286716784389763]
(0, 2);3;869;1;stop;1.0;False;True;748;[0.9389377642850744, 0.038754586742339045]
(0, 2);4;951;1;stop;1.0;False;True;883;[0.864497118025909, 0.03198519200757245]
(0, 2);5;693;1;stop;1.0;False;True;574;[0.9503120689885274, 0.03461511535628032]
(0, 2);6;713;1;stop;1.0;False;True;524;[0.913569202271728, 0.05074099243149936]
(0, 2);7;749;1;stop;1.0;False;True;661;[0.8721665698265963, 0.04595309147361056]
(0, 2);8;738;1;stop;1.0;False;True;661;[0.9018243742995766, 0.04410607961947027]
(0, 2);9;615;1;stop;1.0;False;True;580;[0.8922316906007137, 0.03978039921638466]
(0, 3);0;988;1;stop;1.0;False;True;897;[0.7853472381568589, 0.06091535587069963]
(0, 3);1;675;1;stop;1.0;False;True;553;[0.8257403635229941, 0.047876468201812385]
(0, 3);2;669;1;stop;1.0;False;True;589;[0.7810276597177241, 0.07054943747792966]
(0, 3);3;829;1;stop;1.0;False;True;606;[0.9516070096633329, 0.015854061778165826]
(0, 3);4;701;1;stop;1.0;False;True;915;[0.8945948679217015, 0.03635187873352123]
(0, 3);5;864;1;stop;1.0;False;True;614;[0.8996102188616694, 0.06267101527615145]
(0, 3);6;870;1;stop;1.0;False;True;814;[0.9394384946518601, 0.030198204189838852]
(0, 3);7;804;1;stop;1.0;False;True;717;[0.7635295858282266, 0.09519434178169937]
(0, 3);8;692;1;stop;1.0;False;True;549;[0.8469747264635911, 0.03839475074931025]
(0, 3);9;675;1;stop;1.0;False;True;724;[0.9097016336025808, 0.023866879263272335]
