extracted_number;id;answer_token_len;correct_answer;reasoning_token_len;frequency_of_answer;is_correct;iter
72;0;236;72.0;95;1.0;True;0
72;0;179;72.0;85;1.0;True;1
72;0;221;72.0;65;1.0;True;2
72;0;189;72.0;98;1.0;True;3
72;0;224;72.0;76;1.0;True;4
72;0;222;72.0;84;1.0;True;5
72;0;186;72.0;91;1.0;True;6
72;0;100;72.0;579;1.0;True;7
72;0;175;72.0;86;1.0;True;8
72;0;165;72.0;150;1.0;True;9
12;1;236;10.0;112;0.1;False;0
10;1;226;10.0;170;0.9;True;1
10;1;180;10.0;111;0.9;True;2
10;1;174;10.0;101;0.9;True;3
10;1;268;10.0;91;0.9;True;4
10;1;196;10.0;126;0.9;True;5
10.0;1;190;10.0;104;0.9;True;6
10.0;1;190;10.0;123;0.9;True;7
10.0;1;187;10.0;92;0.9;True;8
10;1;236;10.0;87;0.9;True;9
5;2;284;5.0;156;0.8;True;0
5;2;281;5.0;126;0.8;True;1
5;2;301;5.0;161;0.8;True;2
100;2;224;5.0;143;0.1;False;3
;2;393;5.0;134;0.0;False;4
5;2;307;5.0;183;0.8;True;5
5;2;225;5.0;157;0.8;True;6
5;2;306;5.0;148;0.8;True;7
5;2;258;5.0;152;0.8;True;8
5;2;239;5.0;128;0.8;True;9
42;3;276;42.0;134;1.0;True;0
42;3;252;42.0;157;1.0;True;1
42;3;221;42.0;85;1.0;True;2
42;3;203;42.0;156;1.0;True;3
42;3;274;42.0;191;1.0;True;4
42;3;195;42.0;154;1.0;True;5
42;3;177;42.0;127;1.0;True;6
42;3;245;42.0;140;1.0;True;7
42;3;248;42.0;77;1.0;True;8
42;3;318;42.0;134;1.0;True;9
624;4;242;624.0;167;0.7;True;0
624;4;221;624.0;112;0.7;True;1
624;4;343;624.0;176;0.7;True;2
624;4;245;624.0;124;0.7;True;3
3;4;253;624.0;190;0.3;False;4
3;4;284;624.0;137;0.3;False;5
624;4;292;624.0;99;0.7;True;6
624;4;207;624.0;115;0.7;True;7
624;4;290;624.0;88;0.7;True;8
3;4;323;624.0;196;0.3;False;9
35;5;330;35.0;175;0.8;True;0
35;5;373;35.0;174;0.8;True;1
10;5;320;35.0;161;0.2;False;2
35;5;349;35.0;155;0.8;True;3
35;5;310;35.0;167;0.8;True;4
35;5;390;35.0;150;0.8;True;5
10;5;320;35.0;129;0.2;False;6
35;5;317;35.0;143;0.8;True;7
35;5;303;35.0;139;0.8;True;8
35;5;325;35.0;145;0.8;True;9
48;6;193;48.0;165;1.0;True;0
48;6;178;48.0;126;1.0;True;1
48;6;267;48.0;148;1.0;True;2
48;6;195;48.0;188;1.0;True;3
48;6;257;48.0;158;1.0;True;4
48;6;249;48.0;159;1.0;True;5
48;6;199;48.0;128;1.0;True;6
48;6;224;48.0;151;1.0;True;7
48;6;304;48.0;108;1.0;True;8
48;6;328;48.0;148;1.0;True;9
16;7;166;16.0;1712;0.8;True;0
16;7;201;16.0;2495;0.8;True;1
16;7;172;16.0;1179;0.8;True;2
2;7;243;16.0;115;0.2;False;3
2;7;152;16.0;1562;0.2;False;4
16;7;152;16.0;2079;0.8;True;5
16;7;164;16.0;2102;0.8;True;6
16;7;306;16.0;90;0.8;True;7
16;7;155;16.0;2959;0.8;True;8
16;7;157;16.0;1546;0.8;True;9
41;8;350;41.0;184;0.6;True;0
41;8;317;41.0;206;0.6;True;1
41;8;287;41.0;206;0.6;True;2
;8;365;41.0;349;0.0;False;3
